Model,Fold,Metric,Split,Score
LS,12,Rsquared,FirstFit_Train,0.9759825749393695
LS,12,RMSE,FirstFit_Test,0.5358800575978675
LS,12,Rsquared,FirstFit_Test,0.8816708045107315
LS,12,RMSE,SecondFit_Train,0.2658254735066348
LS,12,Rsquared,SecondFit_Train,0.9759825749393695
LS,12,RMSE,SecondFit_Test,0.5358800575978675
LS,12,Rsquared,SecondFit_Test,0.8816708045107315
LS,13,RMSE,FirstFit_Train,0.30353922089495766
LS,13,Rsquared,FirstFit_Train,0.9690007401582987
LS,13,RMSE,FirstFit_Test,0.4294132347512296
LS,13,Rsquared,FirstFit_Test,0.8971593627899749
LS,13,RMSE,SecondFit_Train,0.30353922089495766
LS,13,Rsquared,SecondFit_Train,0.9690007401582987
LS,13,RMSE,SecondFit_Test,0.4294132347512296
LS,13,Rsquared,SecondFit_Test,0.8971593627899749
LS,14,RMSE,FirstFit_Train,0.23483909383461493
LS,14,Rsquared,FirstFit_Train,0.9809433398140536
LS,14,RMSE,FirstFit_Test,0.5959223681752868
LS,14,Rsquared,FirstFit_Test,0.8960915191518604
LS,14,RMSE,SecondFit_Train,0.23483909383461493
LS,14,Rsquared,SecondFit_Train,0.9809433398140536
LS,14,RMSE,SecondFit_Test,0.5959223681752868
LS,14,Rsquared,SecondFit_Test,0.8960915191518604
LS,15,RMSE,FirstFit_Train,0.2714112442977012
LS,15,Rsquared,FirstFit_Train,0.9745015766337961
LS,15,RMSE,FirstFit_Test,0.4684563139052702
LS,15,Rsquared,FirstFit_Test,0.9369477958756469
LS,15,RMSE,SecondFit_Train,0.2714112442977012
LS,15,Rsquared,SecondFit_Train,0.9745015766337961
LS,15,RMSE,SecondFit_Test,0.4684563139052702
LS,15,Rsquared,SecondFit_Test,0.9369477958756469
LS,16,RMSE,FirstFit_Train,0.3504451329652079
LS,16,Rsquared,FirstFit_Train,0.9588333443874487
LS,16,RMSE,FirstFit_Test,0.5205499633999789
LS,16,Rsquared,FirstFit_Test,0.8401210414262711
LS,16,RMSE,SecondFit_Train,0.3504451329652079
LS,16,Rsquared,SecondFit_Train,0.9588333443874487
LS,16,RMSE,SecondFit_Test,0.5205499633999789
LS,16,Rsquared,SecondFit_Test,0.8401210414262711
LS,17,RMSE,FirstFit_Train,0.39136205296023296
LS,17,Rsquared,FirstFit_Train,0.9478300311960134
LS,17,RMSE,FirstFit_Test,0.5024646477497098
LS,17,Rsquared,FirstFit_Test,0.903252009249643
LS,17,RMSE,SecondFit_Train,0.39136205296023296
LS,17,Rsquared,SecondFit_Train,0.9478300311960134
LS,17,RMSE,SecondFit_Test,0.5024646477497098
LS,17,Rsquared,SecondFit_Test,0.903252009249643
LS,18,RMSE,FirstFit_Train,0.2982160070629807
LS,18,Rsquared,FirstFit_Train,0.9697911209679576
LS,18,RMSE,FirstFit_Test,0.5474179867588047
LS,18,Rsquared,FirstFit_Test,0.8766636314380251
