Model,Fold,Metric,Split,Score
LSwFW_ones,10,RMSE,FirstFit_Train,0.2236854040960428
LSwFW_ones,10,Rsquared,FirstFit_Train,0.9828997506776578
LSwFW_ones,10,RMSE,FirstFit_Test,0.638725393834506
LSwFW_ones,10,Rsquared,FirstFit_Test,0.8535438718341859
LSwFW_ones,10,RMSE,SecondFit_Train,0.2236854040960428
LSwFW_ones,10,Rsquared,SecondFit_Train,0.9828997506776578
LSwFW_ones,10,RMSE,SecondFit_Test,0.638725393834506
LSwFW_ones,10,Rsquared,SecondFit_Test,0.8535438718341859
LSwFW_ones,11,RMSE,FirstFit_Train,0.24369600495285965
LSwFW_ones,11,Rsquared,FirstFit_Train,0.9797975962353628
LSwFW_ones,11,RMSE,FirstFit_Test,0.4582308307704368
LSwFW_ones,11,Rsquared,FirstFit_Test,0.9167478215662577
LSwFW_ones,11,RMSE,SecondFit_Train,0.29929148055212335
LSwFW_ones,11,Rsquared,SecondFit_Train,0.9695284225900933
LSwFW_ones,11,RMSE,SecondFit_Test,0.4558968452269915
LSwFW_ones,11,Rsquared,SecondFit_Test,0.9175937468654357
LSwFW_ones,12,RMSE,FirstFit_Train,0.28481571980798465
LSwFW_ones,12,Rsquared,FirstFit_Train,0.9724284511735181
LSwFW_ones,12,RMSE,FirstFit_Test,0.4921545914988522
LSwFW_ones,12,Rsquared,FirstFit_Test,0.900193275408811
LSwFW_ones,12,RMSE,SecondFit_Train,0.28481571980798465
LSwFW_ones,12,Rsquared,SecondFit_Train,0.9724284511735181
LSwFW_ones,12,RMSE,SecondFit_Test,0.4921545914988522
LSwFW_ones,12,Rsquared,SecondFit_Test,0.900193275408811
LSwFW_ones,13,RMSE,FirstFit_Train,0.2457010238715583
LSwFW_ones,13,Rsquared,FirstFit_Train,0.9796887979313976
LSwFW_ones,13,RMSE,FirstFit_Test,0.4388048083980712
LSwFW_ones,13,Rsquared,FirstFit_Test,0.892611775087115
LSwFW_ones,13,RMSE,SecondFit_Train,0.2457010238715583
LSwFW_ones,13,Rsquared,SecondFit_Train,0.9796887979313976
LSwFW_ones,13,RMSE,SecondFit_Test,0.4388048083980712
LSwFW_ones,13,Rsquared,SecondFit_Test,0.892611775087115
LSwFW_ones,14,RMSE,FirstFit_Train,0.4874530271179497
LSwFW_ones,14,Rsquared,FirstFit_Train,0.9178946339880656
LSwFW_ones,14,RMSE,FirstFit_Test,0.6077420471040094
LSwFW_ones,14,Rsquared,FirstFit_Test,0.8919287462191476
LSwFW_ones,14,RMSE,SecondFit_Train,0.2760396320860822
LSwFW_ones,14,Rsquared,SecondFit_Train,0.9736701201226424
LSwFW_ones,14,RMSE,SecondFit_Test,0.5791795705807299
LSwFW_ones,14,Rsquared,SecondFit_Test,0.9018482402730943
LSwFW_ones,15,RMSE,FirstFit_Train,0.23221921865903447
LSwFW_ones,15,Rsquared,FirstFit_Train,0.9813338833954585
LSwFW_ones,15,RMSE,FirstFit_Test,0.47605756842213137
LSwFW_ones,15,Rsquared,FirstFit_Test,0.9348850026367739
LSwFW_ones,15,RMSE,SecondFit_Train,0.23221921865903447
LSwFW_ones,15,Rsquared,SecondFit_Train,0.9813338833954585
LSwFW_ones,15,RMSE,SecondFit_Test,0.47605756842213137
LSwFW_ones,15,Rsquared,SecondFit_Test,0.9348850026367739
LSwFW_ones,16,RMSE,FirstFit_Train,0.327480125413448
LSwFW_ones,16,Rsquared,FirstFit_Train,0.9640519434089885
LSwFW_ones,16,RMSE,FirstFit_Test,0.5191283524588124
LSwFW_ones,16,Rsquared,FirstFit_Test,0.8409931011190621
LSwFW_ones,16,RMSE,SecondFit_Train,0.327480125413448
LSwFW_ones,16,Rsquared,SecondFit_Train,0.9640519434089885
LSwFW_ones,16,RMSE,SecondFit_Test,0.5191283524588124
LSwFW_ones,16,Rsquared,SecondFit_Test,0.8409931011190621
LSwFW_ones,17,RMSE,FirstFit_Train,0.32683458321966946
LSwFW_ones,17,Rsquared,FirstFit_Train,0.9636152698568733
LSwFW_ones,17,RMSE,FirstFit_Test,0.5147809985587533
LSwFW_ones,17,Rsquared,FirstFit_Test,0.8984509305801113
LSwFW_ones,17,RMSE,SecondFit_Train,0.32683458321966946
LSwFW_ones,17,Rsquared,SecondFit_Train,0.9636152698568733
LSwFW_ones,17,RMSE,SecondFit_Test,0.5147809985587533
LSwFW_ones,17,Rsquared,SecondFit_Test,0.8984509305801113
