Model,Fold,Metric,Split,Score
LS,12,Rsquared,FirstFit_Train,0.9794220843214733
LS,12,RMSE,FirstFit_Test,0.343586582489517
LS,12,Rsquared,FirstFit_Test,0.9408582402194844
LS,12,RMSE,SecondFit_Train,0.2492475747181188
LS,12,Rsquared,SecondFit_Train,0.9794220843214733
LS,12,RMSE,SecondFit_Test,0.343586582489517
LS,12,Rsquared,SecondFit_Test,0.9408582402194844
LS,13,RMSE,FirstFit_Train,0.18166248293300233
LS,13,Rsquared,FirstFit_Train,0.9888813091771438
LS,13,RMSE,FirstFit_Test,0.3232240095263922
LS,13,Rsquared,FirstFit_Test,0.9634164946084288
LS,13,RMSE,SecondFit_Train,0.09983703871433929
LS,13,Rsquared,SecondFit_Train,0.9966418001016852
LS,13,RMSE,SecondFit_Test,0.30139701756176723
LS,13,Rsquared,SecondFit_Test,0.968190562368941
LS,14,RMSE,FirstFit_Train,0.20641583166899904
LS,14,Rsquared,FirstFit_Train,0.9859032813613218
LS,14,RMSE,FirstFit_Test,0.4274155456991915
LS,14,Rsquared,FirstFit_Test,0.8994730562034968
LS,14,RMSE,SecondFit_Train,0.20641583166899904
LS,14,Rsquared,SecondFit_Train,0.9859032813613218
LS,14,RMSE,SecondFit_Test,0.4274155456991915
LS,14,Rsquared,SecondFit_Test,0.8994730562034968
LS,15,RMSE,FirstFit_Train,0.21325167272988899
LS,15,Rsquared,FirstFit_Train,0.9845583638665589
LS,15,RMSE,FirstFit_Test,0.2585929624246878
LS,15,Rsquared,FirstFit_Test,0.9782455225623173
LS,15,RMSE,SecondFit_Train,0.08093300755001905
LS,15,Rsquared,SecondFit_Train,0.9977758719840037
LS,15,RMSE,SecondFit_Test,0.24851302353265534
LS,15,Rsquared,SecondFit_Test,0.9799084446010887
LS,16,RMSE,FirstFit_Train,0.28529353185156603
LS,16,Rsquared,FirstFit_Train,0.9723500675870012
LS,16,RMSE,FirstFit_Test,0.4501223126446754
LS,16,Rsquared,FirstFit_Test,0.9058703409393817
LS,16,RMSE,SecondFit_Train,0.28529353185156603
LS,16,Rsquared,SecondFit_Train,0.9723500675870012
LS,16,RMSE,SecondFit_Test,0.4501223126446754
LS,16,Rsquared,SecondFit_Test,0.9058703409393817
LS,17,RMSE,FirstFit_Train,0.17584394828185096
LS,17,Rsquared,FirstFit_Train,0.9897700770458598
LS,17,RMSE,FirstFit_Test,0.3960988007185907
LS,17,Rsquared,FirstFit_Test,0.9133138128861477
LS,17,RMSE,SecondFit_Train,0.17584394828185096
LS,17,Rsquared,SecondFit_Train,0.9897700770458598
LS,17,RMSE,SecondFit_Test,0.3960988007185907
LS,17,Rsquared,SecondFit_Test,0.9133138128861477
LS,18,RMSE,FirstFit_Train,0.29382432232105066
LS,18,Rsquared,FirstFit_Train,0.9712801998676062
LS,18,RMSE,FirstFit_Test,0.6913115034191717
LS,18,Rsquared,FirstFit_Test,0.7668136195226488
LS,18,RMSE,SecondFit_Train,0.8443560356776803
LS,18,Rsquared,SecondFit_Train,0.7628314211409508
LS,18,RMSE,SecondFit_Test,0.6250367346891924
LS,18,Rsquared,SecondFit_Test,0.8093807751809
LS,19,RMSE,FirstFit_Train,0.26464114495987245
LS,19,Rsquared,FirstFit_Train,0.9765060549823084
LS,19,RMSE,FirstFit_Test,0.8661441523396181
LS,19,Rsquared,FirstFit_Test,0.6275302747795843
LS,19,RMSE,SecondFit_Train,0.26464114495987245
LS,19,Rsquared,SecondFit_Train,0.9765060549823084
LS,19,RMSE,SecondFit_Test,0.8661441523396181
LS,19,Rsquared,SecondFit_Test,0.6275302747795843
