Model,Fold,Metric,Split,Score
LSwFW,11,RMSE,FirstFit_Train,0.35640979712133564
LSwFW,11,Rsquared,FirstFit_Train,0.956787887847439
LSwFW,11,RMSE,FirstFit_Test,0.508231564912107
LSwFW,11,Rsquared,FirstFit_Test,0.8975881378428338
LSwFW,11,RMSE,SecondFit_Train,0.23677257351288525
LSwFW,11,Rsquared,SecondFit_Train,0.9809291953902297
LSwFW,11,RMSE,SecondFit_Test,0.48542371750989494
LSwFW,11,Rsquared,SecondFit_Test,0.9065737369458923
LSwFW,12,RMSE,FirstFit_Train,0.23351740050434927
LSwFW,12,Rsquared,FirstFit_Train,0.9814658895424796
LSwFW,12,RMSE,FirstFit_Test,0.5439630754906234
LSwFW,12,Rsquared,FirstFit_Test,0.8780742145136768
LSwFW,12,RMSE,SecondFit_Train,0.3003492512978427
LSwFW,12,Rsquared,SecondFit_Train,0.969338996877478
LSwFW,12,RMSE,SecondFit_Test,0.5437990506102766
LSwFW,12,Rsquared,SecondFit_Test,0.8781477336478981
LSwFW,13,RMSE,FirstFit_Train,0.24871285555988554
LSwFW,13,Rsquared,FirstFit_Train,0.9791877917933762
LSwFW,13,RMSE,FirstFit_Test,0.4252366840880306
LSwFW,13,Rsquared,FirstFit_Test,0.8991501274270904
LSwFW,13,RMSE,SecondFit_Train,0.24871285555988554
LSwFW,13,Rsquared,SecondFit_Train,0.9791877917933762
LSwFW,13,RMSE,SecondFit_Test,0.4252366840880306
LSwFW,13,Rsquared,SecondFit_Test,0.8991501274270904
LSwFW,14,RMSE,FirstFit_Train,0.2453525062319902
LSwFW,14,Rsquared,FirstFit_Train,0.9791988667941617
LSwFW,14,RMSE,FirstFit_Test,0.5538661654508719
LSwFW,14,Rsquared,FirstFit_Test,0.9102403205928948
LSwFW,14,RMSE,SecondFit_Train,0.2453525062319902
LSwFW,14,Rsquared,SecondFit_Train,0.9791988667941617
LSwFW,14,RMSE,SecondFit_Test,0.5538661654508719
LSwFW,14,Rsquared,SecondFit_Test,0.9102403205928948
LSwFW,15,RMSE,FirstFit_Train,0.3122190666365273
LSwFW,15,Rsquared,FirstFit_Train,0.9662575589577853
LSwFW,15,RMSE,FirstFit_Test,0.45889286706083615
LSwFW,15,Rsquared,FirstFit_Test,0.9394959155454068
LSwFW,15,RMSE,SecondFit_Train,0.3122190666365273
LSwFW,15,Rsquared,SecondFit_Train,0.9662575589577853
LSwFW,15,RMSE,SecondFit_Test,0.45889286706083615
LSwFW,15,Rsquared,SecondFit_Test,0.9394959155454068
LSwFW,16,RMSE,FirstFit_Train,0.35111118641228606
LSwFW,16,Rsquared,FirstFit_Train,0.9586767135961944
LSwFW,16,RMSE,FirstFit_Test,0.5674559348154405
LSwFW,16,Rsquared,FirstFit_Test,0.810009994588711
LSwFW,16,RMSE,SecondFit_Train,0.35111118641228606
LSwFW,16,Rsquared,SecondFit_Train,0.9586767135961944
LSwFW,16,RMSE,SecondFit_Test,0.5674559348154405
LSwFW,16,Rsquared,SecondFit_Test,0.810009994588711
LSwFW,17,RMSE,FirstFit_Train,0.23040572077359864
LSwFW,17,Rsquared,FirstFit_Train,0.981917866719172
LSwFW,17,RMSE,FirstFit_Test,0.5082722543241449
LSwFW,17,Rsquared,FirstFit_Test,0.9010026115725792
LSwFW,17,RMSE,SecondFit_Train,0.23040572077359864
LSwFW,17,Rsquared,SecondFit_Train,0.981917866719172
LSwFW,17,RMSE,SecondFit_Test,0.5082722543241449
LSwFW,17,Rsquared,SecondFit_Test,0.9010026115725792
LSwFW,18,RMSE,FirstFit_Train,0.2751808085686796
LSwFW,18,Rsquared,FirstFit_Train,0.9742777477438354
LSwFW,18,RMSE,FirstFit_Test,0.5736040501330164
LSwFW,18,Rsquared,FirstFit_Test,0.8645816713834283
LSwFW,18,RMSE,SecondFit_Train,0.24639008604987273
LSwFW,18,Rsquared,SecondFit_Train,0.9793785515609749
LSwFW,18,RMSE,SecondFit_Test,0.5508016602612668
LSwFW,18,Rsquared,SecondFit_Test,0.8751341976148753
LSwFW,19,RMSE,FirstFit_Train,0.397348057179668
LSwFW,19,Rsquared,FirstFit_Train,0.9455885288599711
LSwFW,19,RMSE,FirstFit_Test,0.714936864332474
LSwFW,19,Rsquared,FirstFit_Test,0.843089108893065
LSwFW,19,RMSE,SecondFit_Train,0.397348057179668
LSwFW,19,Rsquared,SecondFit_Train,0.9455885288599711
LSwFW,19,RMSE,SecondFit_Test,0.714936864332474
LSwFW,19,Rsquared,SecondFit_Test,0.843089108893065
