epoch,auc,loss,val_auc,val_loss
0,0.4966852068901062,0.6691284775733948,0.4729670286178589,0.6753618121147156
1,0.5575855374336243,0.644611656665802,0.49340659379959106,0.6721944212913513
2,0.6099973917007446,0.6317193508148193,0.5037362575531006,0.6688698530197144
3,0.6309847831726074,0.6268830895423889,0.5213187336921692,0.6665917038917542
4,0.6353612542152405,0.6232074499130249,0.5276923775672913,0.6702693104743958
5,0.6550248861312866,0.6181942224502563,0.5290109515190125,0.6698134541511536
6,0.6539547443389893,0.6178091168403625,0.532527506351471,0.6704521179199219
7,0.6637302041053772,0.6143084764480591,0.53362637758255,0.666226327419281
8,0.683900773525238,0.6096309423446655,0.5472527742385864,0.6648702025413513
9,0.697917640209198,0.6031099557876587,0.5450549721717834,0.665813148021698
10,0.7104361057281494,0.5994202494621277,0.5474725365638733,0.6698657870292664
11,0.7046824097633362,0.5980380177497864,0.5628571510314941,0.6659359931945801
12,0.7069749236106873,0.597704291343689,0.5610988736152649,0.6669456362724304
13,0.715308427810669,0.5939880609512329,0.563076913356781,0.6715142726898193
14,0.7303419709205627,0.5897180438041687,0.573846161365509,0.6618080139160156
15,0.7511350512504578,0.5814830660820007,0.5668131709098816,0.6645496487617493
16,0.7465106248855591,0.5821836590766907,0.5718681812286377,0.671724259853363
17,0.7516982555389404,0.5783829689025879,0.5815384984016418,0.6583117842674255
18,0.7556946277618408,0.5756806135177612,0.571648359298706,0.6672240495681763
19,0.7603472471237183,0.576662003993988,0.5698900818824768,0.6764526963233948
20,0.7528303265571594,0.574446976184845,0.5806593894958496,0.6602786779403687
21,0.7768339514732361,0.5661974549293518,0.5832967162132263,0.6698397994041443
22,0.7734572887420654,0.5674343705177307,0.5793406963348389,0.6716722249984741
23,0.7700269222259521,0.5663891434669495,0.5936263799667358,0.6675881743431091
24,0.7802812457084656,0.5610690116882324,0.5830769538879395,0.6771610975265503
25,0.7844521403312683,0.559506356716156,0.5942856669425964,0.6670927405357361
26,0.7871811389923096,0.5559041500091553,0.5793406963348389,0.6742199659347534
27,0.784080445766449,0.5538977384567261,0.5938461422920227,0.6599818468093872
28,0.8025640249252319,0.5486035943031311,0.5797802209854126,0.6759766340255737
29,0.806213915348053,0.5449171662330627,0.5824176073074341,0.6830446124076843
30,0.7982127666473389,0.5459880828857422,0.5916483998298645,0.6710968017578125
31,0.802977979183197,0.5447261333465576,0.5975824594497681,0.6689863801002502
32,0.8117621541023254,0.53947514295578,0.5914285778999329,0.6766602396965027
33,0.8119536638259888,0.5391677618026733,0.5861539244651794,0.6789646148681641
34,0.8007361888885498,0.544176459312439,0.5795604586601257,0.6790475249290466
35,0.821506679058075,0.5340209007263184,0.5901098251342773,0.6850139498710632
36,0.824162483215332,0.5297561287879944,0.5848351120948792,0.6955546736717224
37,0.8315862417221069,0.5255935192108154,0.5879120826721191,0.6867649555206299
38,0.8157697319984436,0.5338796973228455,0.5828571319580078,0.6816487312316895
39,0.8284770250320435,0.523425281047821,0.5852747559547424,0.6920891404151917
40,0.8567304015159607,0.5084300637245178,0.5885713696479797,0.6848368644714355
41,0.8328704833984375,0.5189239978790283,0.5835164785385132,0.6880989074707031
42,0.8376497626304626,0.516596257686615,0.5958241820335388,0.6789202690124512
43,0.8458791375160217,0.5099326968193054,0.5973626375198364,0.6935280561447144
44,0.8497347235679626,0.508162260055542,0.5885714292526245,0.7010136246681213
45,0.8409364223480225,0.5121484398841858,0.5872527360916138,0.7119848132133484
46,0.8484560251235962,0.5102295875549316,0.5918681025505066,0.6869113445281982
47,0.8367796540260315,0.51583331823349,0.6004395484924316,0.6839792132377625
48,0.8398240208625793,0.5117847919464111,0.598901093006134,0.6791485548019409
49,0.8572261333465576,0.4992971420288086,0.6096703410148621,0.6769731044769287
50,0.8621518611907959,0.4970555305480957,0.6006593108177185,0.6851664781570435
51,0.8659764528274536,0.4948439598083496,0.6013187170028687,0.6902332901954651
52,0.8697559833526611,0.48865190148353577,0.5883516669273376,0.7072445750236511
53,0.8712035417556763,0.48556578159332275,0.6006593108177185,0.6961351633071899
54,0.8584258556365967,0.4962608814239502,0.6083516478538513,0.6820501089096069
55,0.8720569014549255,0.48413214087486267,0.6160439848899841,0.6879673004150391
