Epoch,LLDLwFW_valacc,LLDLwoFW_valacc,DenseModel_valacc,LLDLwFW_trainacc,LLDLwoFW_trainacc,DenseModel_trainacc,LLDLwFW_simBatched_valacc,LLDLwFW_NosimBatched_valacc,LLDLwFW_simBatched_trainacc,LLDLwFW_NosimBatched_trainacc,LLDLwFW_simBatched_lr_0_001_valacc,LLDLwFW_NosimBatched_lr_0_001_valacc,LLDLwFW_simBatched_lr_0_001_trainacc,LLDLwFW_NosimBatched_lr_0_001_trainacc
280,,,,,,,0.879999995,0.819999993,0.982222199,0.968888879,0.879999995,0.879999995,0.99888891,0.99888891
281,,,,,,,0.870000005,0.810000002,0.983333349,0.982222199,0.879999995,0.879999995,1,0.99888891
282,,,,,,,0.839999974,0.839999974,0.986666679,0.977777779,0.879999995,0.879999995,1,1
283,,,,,,,0.829999983,0.819999993,0.986666679,0.977777779,0.870000005,0.870000005,1,1
284,,,,,,,0.819999993,0.800000012,0.933333337,0.980000019,0.870000005,0.870000005,1,1
285,,,,,,,0.870000005,0.829999983,0.951111138,0.966666639,0.870000005,0.870000005,1,1
286,,,,,,,0.779999971,0.829999983,0.945555568,0.974444449,0.870000005,0.870000005,1,1
287,,,,,,,0.790000021,0.850000024,0.875555575,0.967777789,0.870000005,0.870000005,1,1
288,,,,,,,0.790000021,0.829999983,0.889999986,0.9911111,0.870000005,0.870000005,1,1
289,,,,,,,0.74000001,0.839999974,0.833333313,0.984444439,0.870000005,0.870000005,1,1
290,,,,,,,0.75999999,0.810000002,0.842222214,0.981111109,0.870000005,0.870000005,1,1
291,,,,,,,0.779999971,0.839999974,0.878888905,0.98777777,0.870000005,0.870000005,1,1
292,,,,,,,0.819999993,0.829999983,0.908888876,0.98555553,0.870000005,0.870000005,1,1
293,,,,,,,0.810000002,0.829999983,0.925555527,0.99000001,0.870000005,0.870000005,1,1
294,,,,,,,0.819999993,0.860000014,0.935555577,0.99000001,0.870000005,0.870000005,1,1
295,,,,,,,0.829999983,0.839999974,0.944444418,0.9911111,0.870000005,0.870000005,1,1
296,,,,,,,0.839999974,0.850000024,0.946666658,0.978888869,0.870000005,0.870000005,1,1
297,,,,,,,0.819999993,0.810000002,0.882222235,0.972222209,0.870000005,0.870000005,1,1
298,,,,,,,0.800000012,0.839999974,0.922222197,0.983333349,0.870000005,0.870000005,1,1
299,,,,,,,0.790000021,0.839999974,0.924444437,0.98777777,0.870000005,0.870000005,1,1
300,,,,,,,0.800000012,0.850000024,0.946666658,0.99888891,0.870000005,0.870000005,1,1
301,,,,,,,0.779999971,0.829999983,0.947777748,0.99666667,0.860000014,0.870000005,1,1
302,,,,,,,0.800000012,0.850000024,0.947777748,0.936666667,0.860000014,0.870000005,1,1
303,,,,,,,0.790000021,0.810000002,0.952222228,0.935555577,0.860000014,0.870000005,1,0.99888891
304,,,,,,,0.810000002,0.860000014,0.952222228,0.970000029,0.860000014,0.860000014,0.99888891,0.99888891
305,,,,,,,0.800000012,0.839999974,0.955555558,0.974444449,0.860000014,0.860000014,1,1
306,,,,,,,0.829999983,0.829999983,0.952222228,0.965555549,0.860000014,0.860000014,1,1
307,,,,,,,0.819999993,0.829999983,0.953333318,0.980000019,0.860000014,0.860000014,1,1
308,,,,,,,0.75,0.850000024,0.943333328,0.970000029,0.860000014,0.860000014,1,1
309,,,,,,,0.829999983,0.829999983,0.933333337,0.970000029,0.860000014,0.860000014,1,1
310,,,,,,,0.730000019,0.839999974,0.952222228,0.972222209,0.860000014,0.860000014,1,1
311,,,,,,,0.800000012,0.850000024,0.945555568,0.955555558,0.860000014,0.860000014,1,1
312,,,,,,,0.839999974,0.850000024,0.957777798,0.971111119,0.860000014,0.860000014,1,1
313,,,,,,,0.75,0.860000014,0.888888896,0.984444439,0.860000014,0.860000014,1,1
314,,,,,,,0.670000017,0.829999983,0.829999983,0.98555553,0.850000024,0.860000014,0.99888891,1
315,,,,,,,0.790000021,0.839999974,0.848888874,0.98888886,0.850000024,0.860000014,0.99777776,1
316,,,,,,,0.75,0.810000002,0.888888896,0.980000019,0.850000024,0.860000014,1,1
317,,,,,,,0.730000019,0.870000005,0.883333325,0.982222199,0.850000024,0.860000014,1,1
318,,,,,,,0.790000021,0.899999976,0.921111107,0.98777777,0.850000024,0.860000014,0.99888891,1
319,,,,,,,0.829999983,0.850000024,0.932222247,0.968888879,0.850000024,0.860000014,1,1
320,,,,,,,0.839999974,0.879999995,0.935555577,0.978888869,0.850000024,0.860000014,1,1
321,,,,,,,0.850000024,0.850000024,0.949999988,0.974444449,0.850000024,0.860000014,1,1
322,,,,,,,0.810000002,0.850000024,0.963333309,0.963333309,0.850000024,0.860000014,1,1
323,,,,,,,0.819999993,0.860000014,0.963333309,0.982222199,0.850000024,0.860000014,1,1
324,,,,,,,0.800000012,0.839999974,0.959999979,0.981111109,0.850000024,0.860000014,1,1
325,,,,,,,0.819999993,0.839999974,0.965555549,0.978888869,0.850000024,0.860000014,1,1
326,,,,,,,0.810000002,0.850000024,0.975555539,0.99000001,0.850000024,0.860000014,1,1
327,,,,,,,0.829999983,0.819999993,0.953333318,0.981111109,0.850000024,0.860000014,1,1
328,,,,,,,0.829999983,0.889999986,0.971111119,0.963333309,0.850000024,0.860000014,1,1
329,,,,,,,0.800000012,0.850000024,0.972222209,0.975555539,0.850000024,0.860000014,1,1
330,,,,,,,0.810000002,0.839999974,0.970000029,0.959999979,0.850000024,0.860000014,1,1
331,,,,,,,0.810000002,0.850000024,0.944444418,0.977777779,0.850000024,0.860000014,1,1
332,,,,,,,0.800000012,0.860000014,0.959999979,0.976666689,0.850000024,0.860000014,1,1
333,,,,,,,0.800000012,0.879999995,0.970000029,0.978888869,0.850000024,0.860000014,1,1
334,,,,,,,0.810000002,0.879999995,0.957777798,0.980000019,0.850000024,0.860000014,1,1
335,,,,,,,0.819999993,0.850000024,0.957777798,0.976666689,0.850000024,0.860000014,1,1
336,,,,,,,0.839999974,0.850000024,0.970000029,0.977777779,0.850000024,0.860000014,1,1
337,,,,,,,0.829999983,0.870000005,0.977777779,0.963333309,0.850000024,0.860000014,1,1
338,,,,,,,0.819999993,0.879999995,0.973333359,0.976666689,0.850000024,0.860000014,1,1
339,,,,,,,0.829999983,0.810000002,0.973333359,0.957777798,0.850000024,0.860000014,1,1
340,,,,,,,0.829999983,0.870000005,0.981111109,0.963333309,0.850000024,0.860000014,1,1
341,,,,,,,0.800000012,0.829999983,0.980000019,0.946666658,0.850000024,0.860000014,1,1
342,,,,,,,0.819999993,0.850000024,0.982222199,0.945555568,0.850000024,0.860000014,1,1
343,,,,,,,0.829999983,0.800000012,0.986666679,0.968888879,0.850000024,0.860000014,1,1
344,,,,,,,0.810000002,0.829999983,0.968888879,0.948888898,0.850000024,0.860000014,1,1
345,,,,,,,0.839999974,0.819999993,0.978888869,0.973333359,0.850000024,0.860000014,1,1
346,,,,,,,0.819999993,0.800000012,0.986666679,0.98777777,0.850000024,0.850000024,1,1
347,,,,,,,0.810000002,0.839999974,0.9911111,0.978888869,0.850000024,0.850000024,1,1
348,,,,,,,0.790000021,0.829999983,0.99222225,0.983333349,0.850000024,0.850000024,1,1
349,,,,,,,0.819999993,0.819999993,0.982222199,0.974444449,0.850000024,0.860000014,1,1
350,,,,,,,0.800000012,0.829999983,0.981111109,0.973333359,0.850000024,0.850000024,1,1
351,,,,,,,0.829999983,0.850000024,0.99222225,0.99777776,0.850000024,0.860000014,1,1
352,,,,,,,0.819999993,0.839999974,0.99000001,0.99666667,0.850000024,0.860000014,1,1
353,,,,,,,0.839999974,0.829999983,0.99222225,0.99555558,0.850000024,0.850000024,1,1
354,,,,,,,0.75999999,0.839999974,0.99000001,0.99222225,0.850000024,0.860000014,1,1
355,,,,,,,0.819999993,0.850000024,0.962222219,0.99666667,0.850000024,0.850000024,1,1
356,,,,,,,0.829999983,0.839999974,0.977777779,0.99666667,0.850000024,0.850000024,1,1
357,,,,,,,0.829999983,0.870000005,0.970000029,0.99666667,0.850000024,0.850000024,1,1
358,,,,,,,0.819999993,0.850000024,0.978888869,0.99666667,0.850000024,0.850000024,1,1
359,,,,,,,0.839999974,0.860000014,0.99333334,0.99666667,0.850000024,0.850000024,1,1
360,,,,,,,0.850000024,0.839999974,0.99333334,0.99777776,0.850000024,0.850000024,1,1
361,,,,,,,0.819999993,0.850000024,0.99333334,0.99777776,0.850000024,0.850000024,1,1
362,,,,,,,0.829999983,0.870000005,0.99444443,0.99555558,0.850000024,0.850000024,1,1
363,,,,,,,0.829999983,0.829999983,0.99222225,0.99666667,0.850000024,0.850000024,1,1
364,,,,,,,0.850000024,0.819999993,0.99444443,0.99777776,0.850000024,0.850000024,1,1
365,,,,,,,0.819999993,0.860000014,0.99444443,0.98777777,0.850000024,0.850000024,1,1
366,,,,,,,0.839999974,0.839999974,0.99555558,0.99555558,0.850000024,0.850000024,1,1
367,,,,,,,0.839999974,0.829999983,0.99666667,0.99555558,0.850000024,0.850000024,1,1
368,,,,,,,0.839999974,0.850000024,0.99000001,0.99888891,0.850000024,0.850000024,1,1
369,,,,,,,0.819999993,0.860000014,0.986666679,0.99888891,0.850000024,0.850000024,1,1
370,,,,,,,0.839999974,0.850000024,0.959999979,0.99888891,0.850000024,0.850000024,1,1
371,,,,,,,0.860000014,0.860000014,0.98777777,0.99888891,0.850000024,0.850000024,1,1
372,,,,,,,0.850000024,0.860000014,0.98888886,0.99888891,0.850000024,0.850000024,1,1
373,,,,,,,0.870000005,0.860000014,0.98888886,0.99888891,0.850000024,0.850000024,1,1
374,,,,,,,0.870000005,0.860000014,0.983333349,0.99888891,0.850000024,0.850000024,1,1
375,,,,,,,0.819999993,0.860000014,0.973333359,0.99888891,0.850000024,0.850000024,1,1
376,,,,,,,0.829999983,0.860000014,0.970000029,0.99888891,0.850000024,0.850000024,1,1
377,,,,,,,0.810000002,0.860000014,0.945555568,0.99888891,0.850000024,0.850000024,1,1
378,,,,,,,0.810000002,0.860000014,0.953333318,0.99888891,0.850000024,0.850000024,1,1
379,,,,,,,0.850000024,0.860000014,0.963333309,0.99888891,0.850000024,0.850000024,1,1
380,,,,,,,0.769999981,0.860000014,0.916666687,0.99888891,0.850000024,0.850000024,1,1
381,,,,,,,0.75999999,0.860000014,0.771111131,0.99888891,0.850000024,0.850000024,1,1
382,,,,,,,0.819999993,0.860000014,0.868888915,0.99888891,0.850000024,0.850000024,1,1
383,,,,,,,0.819999993,0.860000014,0.903333306,0.99888891,0.850000024,0.850000024,1,1
384,,,,,,,0.819999993,0.850000024,0.930000007,0.99888891,0.850000024,0.850000024,1,1
385,,,,,,,0.839999974,0.839999974,0.917777777,0.99888891,0.850000024,0.850000024,1,1
386,,,,,,,0.860000014,0.850000024,0.949999988,0.99888891,0.850000024,0.850000024,1,1
387,,,,,,,0.839999974,0.850000024,0.964444458,0.99888891,0.850000024,0.850000024,1,1
388,,,,,,,0.819999993,0.850000024,0.966666639,0.99888891,0.850000024,0.850000024,1,1
389,,,,,,,0.829999983,0.850000024,0.956666648,0.99888891,0.850000024,0.850000024,1,1
390,,,,,,,0.839999974,0.850000024,0.965555549,0.99888891,0.850000024,0.850000024,1,1
391,,,,,,,0.810000002,0.850000024,0.974444449,0.99888891,0.850000024,0.850000024,1,1
392,,,,,,,0.860000014,0.850000024,0.980000019,0.99888891,0.850000024,0.850000024,1,1
393,,,,,,,0.870000005,0.829999983,0.962222219,0.99777776,0.850000024,0.850000024,1,1
394,,,,,,,0.850000024,0.819999993,0.968888879,0.99222225,0.850000024,0.850000024,1,1
395,,,,,,,0.819999993,0.839999974,0.965555549,0.968888879,0.850000024,0.850000024,1,1
396,,,,,,,0.889999986,0.779999971,0.975555539,0.947777748,0.850000024,0.850000024,1,1
397,,,,,,,0.860000014,0.810000002,0.978888869,0.953333318,0.850000024,0.850000024,1,0.99777776
398,,,,,,,0.829999983,0.75,0.981111109,0.971111119,0.850000024,0.850000024,1,0.99888891
399,,,,,,,0.839999974,0.709999979,0.966666639,0.921111107,0.850000024,0.860000014,1,0.99888891
400,,,,,,,0.870000005,0.790000021,0.980000019,0.930000007,0.850000024,0.839999974,1,0.99777776
401,,,,,,,0.829999983,0.819999993,0.98777777,0.945555568,0.850000024,0.860000014,1,0.99777776
402,,,,,,,0.870000005,0.860000014,0.980000019,0.962222219,0.850000024,0.870000005,1,0.99666667
403,,,,,,,0.860000014,0.819999993,0.977777779,0.972222209,0.860000014,0.889999986,1,0.99222225
404,,,,,,,0.850000024,0.850000024,0.976666689,0.981111109,0.860000014,0.860000014,1,0.98555553
405,,,,,,,0.879999995,0.819999993,0.98777777,0.964444458,0.860000014,0.850000024,1,0.980000019
406,,,,,,,0.870000005,0.860000014,0.98777777,0.958888888,0.860000014,0.879999995,1,0.99222225
407,,,,,,,0.860000014,0.850000024,0.9911111,0.98555553,0.870000005,0.860000014,1,0.99777776
408,,,,,,,0.860000014,0.879999995,0.98888886,0.971111119,0.870000005,0.860000014,1,0.99888891
409,,,,,,,0.889999986,0.819999993,0.99222225,0.98555553,0.870000005,0.860000014,1,0.99888891
410,,,,,,,0.879999995,0.819999993,0.99222225,0.983333349,0.870000005,0.870000005,1,1
411,,,,,,,0.889999986,0.839999974,0.99777776,0.98777777,0.870000005,0.860000014,1,1
412,,,,,,,0.879999995,0.870000005,0.99666667,0.98555553,0.870000005,0.860000014,1,1
413,,,,,,,0.889999986,0.860000014,0.99666667,0.983333349,0.870000005,0.860000014,1,1
414,,,,,,,0.879999995,0.870000005,0.99555558,0.99444443,0.870000005,0.870000005,1,1
415,,,,,,,0.839999974,0.860000014,0.99444443,0.99000001,0.870000005,0.870000005,1,0.99888891
416,,,,,,,0.839999974,0.839999974,0.99222225,0.99222225,0.870000005,0.870000005,1,0.99888891
417,,,,,,,0.850000024,0.870000005,0.99000001,0.98777777,0.860000014,0.870000005,0.99777776,1
418,,,,,,,0.860000014,0.860000014,0.98888886,0.99000001,0.839999974,0.870000005,0.9911111,1
419,,,,,,,0.850000024,0.860000014,0.99333334,0.99555558,0.870000005,0.870000005,0.972222209,1
420,,,,,,,0.860000014,0.850000024,0.99333334,0.99555558,0.889999986,0.870000005,0.982222199,1
421,,,,,,,0.879999995,0.860000014,0.982222199,0.9911111,0.870000005,0.870000005,0.99222225,1
422,,,,,,,0.850000024,0.829999983,0.973333359,0.99222225,0.889999986,0.870000005,0.99888891,1
423,,,,,,,0.850000024,0.810000002,0.957777798,0.98777777,0.889999986,0.870000005,1,1
424,,,,,,,0.790000021,0.870000005,0.927777767,0.98888886,0.889999986,0.870000005,1,1
425,,,,,,,0.850000024,0.839999974,0.944444418,0.9911111,0.889999986,0.870000005,1,1
426,,,,,,,0.879999995,0.860000014,0.962222219,0.99333334,0.889999986,0.870000005,1,1
427,,,,,,,0.829999983,0.829999983,0.965555549,0.99000001,0.889999986,0.870000005,1,1
428,,,,,,,0.850000024,0.819999993,0.932222247,0.980000019,0.889999986,0.870000005,1,1
429,,,,,,,0.850000024,0.800000012,0.974444449,0.984444439,0.889999986,0.870000005,1,1
430,,,,,,,0.819999993,0.819999993,0.978888869,0.978888869,0.889999986,0.870000005,1,1
431,,,,,,,0.879999995,0.829999983,0.976666689,0.982222199,0.889999986,0.870000005,1,1
432,,,,,,,0.829999983,0.829999983,0.986666679,0.975555539,0.889999986,0.870000005,1,1
433,,,,,,,0.800000012,0.819999993,0.959999979,0.961111128,0.889999986,0.870000005,1,1
434,,,,,,,0.829999983,0.870000005,0.98888886,0.968888879,0.889999986,0.870000005,1,1
435,,,,,,,0.819999993,0.839999974,0.99444443,0.968888879,0.889999986,0.870000005,1,1
436,,,,,,,0.860000014,0.800000012,0.98555553,0.937777758,0.879999995,0.870000005,1,1
437,,,,,,,0.860000014,0.74000001,0.99444443,0.938888907,0.889999986,0.870000005,1,1
438,,,,,,,0.879999995,0.819999993,0.9911111,0.941111088,0.889999986,0.870000005,1,1
439,,,,,,,0.879999995,0.800000012,0.99444443,0.943333328,0.889999986,0.870000005,1,1
440,,,,,,,0.870000005,0.790000021,0.99333334,0.921111107,0.879999995,0.870000005,1,1
441,,,,,,,0.889999986,0.75999999,0.99000001,0.911111116,0.889999986,0.870000005,1,1
442,,,,,,,0.889999986,0.800000012,0.99555558,0.925555527,0.879999995,0.870000005,1,1
443,,,,,,,0.850000024,0.790000021,0.99444443,0.946666658,0.889999986,0.870000005,1,1
444,,,,,,,0.879999995,0.819999993,0.986666679,0.921111107,0.889999986,0.870000005,1,1
445,,,,,,,0.800000012,0.810000002,0.947777748,0.966666639,0.889999986,0.860000014,1,1
446,,,,,,,0.839999974,0.839999974,0.961111128,0.976666689,0.889999986,0.860000014,1,1
447,,,,,,,0.829999983,0.829999983,0.973333359,0.968888879,0.879999995,0.860000014,1,1
448,,,,,,,0.870000005,0.810000002,0.953333318,0.971111119,0.879999995,0.860000014,1,1
449,,,,,,,0.850000024,0.829999983,0.968888879,0.972222209,0.889999986,0.860000014,1,1
450,,,,,,,0.800000012,0.829999983,0.957777798,0.981111109,0.879999995,0.860000014,1,1
451,,,,,,,0.829999983,0.850000024,0.964444458,0.981111109,0.889999986,0.860000014,1,1
452,,,,,,,0.879999995,0.829999983,0.944444418,0.986666679,0.879999995,0.860000014,1,1
453,,,,,,,0.839999974,0.790000021,0.968888879,0.964444458,0.879999995,0.860000014,1,1
454,,,,,,,0.829999983,0.800000012,0.961111128,0.963333309,0.879999995,0.860000014,1,1
455,,,,,,,0.870000005,0.75,0.955555558,0.914444447,0.879999995,0.860000014,1,1
456,,,,,,,0.879999995,0.850000024,0.981111109,0.884444416,0.879999995,0.860000014,1,1
457,,,,,,,0.810000002,0.800000012,0.980000019,0.907777786,0.889999986,0.860000014,1,1
458,,,,,,,0.899999976,0.800000012,0.973333359,0.927777767,0.870000005,0.860000014,1,1
459,,,,,,,0.850000024,0.839999974,0.98888886,0.941111088,0.870000005,0.860000014,1,1
460,,,,,,,0.889999986,0.860000014,0.9911111,0.965555549,0.870000005,0.860000014,1,1
461,,,,,,,0.879999995,0.850000024,0.978888869,0.951111138,0.879999995,0.860000014,1,1
462,,,,,,,0.889999986,0.829999983,0.982222199,0.959999979,0.870000005,0.860000014,1,1
463,,,,,,,0.899999976,0.839999974,0.98555553,0.965555549,0.870000005,0.860000014,1,1
464,,,,,,,0.850000024,0.829999983,0.968888879,0.975555539,0.870000005,0.860000014,1,1
465,,,,,,,0.870000005,0.850000024,0.970000029,0.978888869,0.870000005,0.860000014,1,1
466,,,,,,,0.870000005,0.839999974,0.982222199,0.98555553,0.870000005,0.860000014,1,1
467,,,,,,,0.879999995,0.839999974,0.98888886,0.983333349,0.870000005,0.860000014,1,1
468,,,,,,,0.889999986,0.839999974,0.983333349,0.982222199,0.870000005,0.860000014,1,1
469,,,,,,,0.870000005,0.839999974,0.981111109,0.98777777,0.870000005,0.860000014,1,1
470,,,,,,,0.860000014,0.839999974,0.986666679,0.99000001,0.870000005,0.860000014,1,1
471,,,,,,,0.839999974,0.819999993,0.973333359,0.99000001,0.870000005,0.860000014,1,1
472,,,,,,,0.829999983,0.790000021,0.983333349,0.98777777,0.870000005,0.860000014,1,1
473,,,,,,,0.819999993,0.839999974,0.99333334,0.9911111,0.870000005,0.860000014,1,1
474,,,,,,,0.839999974,0.819999993,0.99555558,0.99000001,0.870000005,0.860000014,1,1
475,,,,,,,0.850000024,0.810000002,0.99333334,0.99222225,0.870000005,0.860000014,1,1
476,,,,,,,0.850000024,0.810000002,0.99222225,0.99333334,0.870000005,0.860000014,1,1
477,,,,,,,0.839999974,0.829999983,0.99333334,0.9911111,0.870000005,0.860000014,1,1
478,,,,,,,0.850000024,0.839999974,0.976666689,0.99222225,0.870000005,0.860000014,1,1
479,,,,,,,0.850000024,0.839999974,0.986666679,0.9911111,0.870000005,0.860000014,1,1
480,,,,,,,0.860000014,0.839999974,0.99000001,0.98888886,0.870000005,0.860000014,1,1
481,,,,,,,0.879999995,0.829999983,0.99888891,0.99444443,0.870000005,0.860000014,1,1
482,,,,,,,0.860000014,0.810000002,0.99888891,0.99555558,0.870000005,0.860000014,1,1
483,,,,,,,0.870000005,0.829999983,0.99888891,0.99555558,0.870000005,0.860000014,1,1
484,,,,,,,0.870000005,0.829999983,1,0.99666667,0.870000005,0.860000014,1,1
485,,,,,,,0.870000005,0.819999993,0.99888891,0.99666667,0.870000005,0.860000014,1,1
486,,,,,,,0.850000024,0.819999993,0.99444443,0.99666667,0.870000005,0.860000014,1,1
487,,,,,,,0.839999974,0.839999974,0.99222225,0.99666667,0.870000005,0.860000014,1,1
488,,,,,,,0.839999974,0.819999993,0.98888886,0.99444443,0.870000005,0.860000014,1,1
489,,,,,,,0.839999974,0.850000024,0.99000001,0.99555558,0.870000005,0.860000014,1,1
490,,,,,,,0.850000024,0.829999983,0.99444443,0.99666667,0.870000005,0.860000014,1,1
491,,,,,,,0.829999983,0.810000002,0.99444443,0.98888886,0.870000005,0.860000014,1,1
492,,,,,,,0.839999974,0.790000021,0.977777779,0.965555549,0.870000005,0.860000014,1,1
493,,,,,,,0.860000014,0.829999983,0.982222199,0.928888917,0.870000005,0.860000014,1,1
494,,,,,,,0.870000005,0.790000021,0.99444443,0.926666677,0.870000005,0.860000014,1,1
495,,,,,,,0.850000024,0.819999993,0.99444443,0.955555558,0.870000005,0.860000014,1,1
496,,,,,,,0.879999995,0.75,0.99222225,0.954444468,0.870000005,0.860000014,1,1
497,,,,,,,0.850000024,0.800000012,0.99000001,0.921111107,0.870000005,0.860000014,1,1
498,,,,,,,0.850000024,0.790000021,0.99666667,0.918888867,0.870000005,0.860000014,1,1
499,,,,,,,0.850000024,0.769999981,0.99666667,0.946666658,0.870000005,0.860000014,1,1
500,,,,,,,0.870000005,0.779999971,0.99888891,0.893333316,0.870000005,0.860000014,1,1
501,,,,,,,0.879999995,0.75,0.99333334,0.898888886,0.870000005,0.860000014,1,1
502,,,,,,,0.860000014,0.779999971,0.98888886,0.915555537,0.870000005,0.860000014,1,1
503,,,,,,,0.850000024,0.769999981,0.984444439,0.920000017,0.870000005,0.860000014,1,1
504,,,,,,,0.850000024,0.800000012,0.983333349,0.926666677,0.870000005,0.860000014,1,1
505,,,,,,,0.819999993,0.810000002,0.984444439,0.948888898,0.870000005,0.860000014,1,1
506,,,,,,,0.839999974,0.790000021,0.970000029,0.954444468,0.870000005,0.860000014,1,1
507,,,,,,,0.839999974,0.790000021,0.975555539,0.947777748,0.870000005,0.860000014,1,1
508,,,,,,,0.839999974,0.810000002,0.98555553,0.939999998,0.870000005,0.860000014,1,1
509,,,,,,,0.860000014,0.810000002,0.982222199,0.958888888,0.870000005,0.860000014,1,1
510,,,,,,,0.850000024,0.800000012,0.980000019,0.959999979,0.870000005,0.860000014,1,1
511,,,,,,,0.870000005,0.790000021,0.974444449,0.957777798,0.870000005,0.860000014,1,1
512,,,,,,,0.839999974,0.810000002,0.99555558,0.961111128,0.870000005,0.860000014,1,1
513,,,,,,,0.850000024,0.819999993,0.98777777,0.963333309,0.870000005,0.860000014,1,1
514,,,,,,,0.870000005,0.790000021,0.974444449,0.942222238,0.870000005,0.860000014,1,1
515,,,,,,,0.829999983,0.769999981,0.972222209,0.949999988,0.870000005,0.860000014,1,1
516,,,,,,,0.819999993,0.779999971,0.942222238,0.955555558,0.870000005,0.860000014,1,1
517,,,,,,,0.829999983,0.810000002,0.962222219,0.962222219,0.870000005,0.860000014,1,1
518,,,,,,,0.839999974,0.810000002,0.978888869,0.968888879,0.870000005,0.860000014,1,1
519,,,,,,,0.829999983,0.790000021,0.973333359,0.971111119,0.870000005,0.860000014,1,1
520,,,,,,,0.870000005,0.75999999,0.968888879,0.959999979,0.870000005,0.860000014,1,1
521,,,,,,,0.860000014,0.790000021,0.982222199,0.978888869,0.870000005,0.860000014,1,1
522,,,,,,,0.879999995,0.779999971,0.99222225,0.975555539,0.870000005,0.860000014,1,1
523,,,,,,,0.870000005,0.790000021,0.99222225,0.978888869,0.870000005,0.860000014,1,1
524,,,,,,,0.850000024,0.779999971,0.99000001,0.976666689,0.870000005,0.860000014,1,1
525,,,,,,,0.860000014,0.810000002,0.983333349,0.975555539,0.870000005,0.860000014,1,1
526,,,,,,,0.850000024,0.800000012,0.98777777,0.971111119,0.870000005,0.860000014,1,1
527,,,,,,,0.860000014,0.75999999,0.981111109,0.961111128,0.870000005,0.860000014,1,1
528,,,,,,,0.810000002,0.829999983,0.966666639,0.973333359,0.870000005,0.860000014,1,1
529,,,,,,,0.829999983,0.810000002,0.966666639,0.963333309,0.870000005,0.860000014,1,1
530,,,,,,,0.839999974,0.819999993,0.977777779,0.973333359,0.870000005,0.870000005,1,1
531,,,,,,,0.810000002,0.810000002,0.986666679,0.982222199,0.870000005,0.870000005,1,0.99222225
532,,,,,,,0.860000014,0.800000012,0.986666679,0.984444439,0.870000005,0.860000014,1,0.977777779
533,,,,,,,0.879999995,0.790000021,0.98777777,0.977777779,0.870000005,0.860000014,1,0.98888886
534,,,,,,,0.850000024,0.810000002,0.99000001,0.984444439,0.870000005,0.870000005,1,0.98888886
535,,,,,,,0.839999974,0.829999983,0.99444443,0.986666679,0.870000005,0.839999974,1,0.99333334
536,,,,,,,0.839999974,0.819999993,0.99444443,0.99000001,0.870000005,0.870000005,1,0.99888891
537,,,,,,,0.839999974,0.800000012,0.99222225,0.98777777,0.870000005,0.860000014,1,1
538,,,,,,,0.829999983,0.819999993,0.99333334,0.99333334,0.870000005,0.860000014,1,1
539,,,,,,,0.870000005,0.829999983,0.99222225,0.9911111,0.879999995,0.860000014,1,1
540,,,,,,,0.839999974,0.810000002,0.982222199,0.98888886,0.870000005,0.850000024,1,1
541,,,,,,,0.829999983,0.810000002,0.986666679,0.984444439,0.870000005,0.850000024,1,1
542,,,,,,,0.850000024,0.810000002,0.977777779,0.982222199,0.879999995,0.850000024,1,1
543,,,,,,,0.839999974,0.790000021,0.9911111,0.98555553,0.870000005,0.850000024,1,1
544,,,,,,,0.839999974,0.810000002,0.99555558,0.98888886,0.879999995,0.850000024,1,1
545,,,,,,,0.829999983,0.800000012,0.99666667,0.99333334,0.870000005,0.850000024,1,1
546,,,,,,,0.850000024,0.800000012,0.99666667,0.98888886,0.870000005,0.850000024,1,1
547,,,,,,,0.829999983,0.790000021,0.99666667,0.98888886,0.870000005,0.850000024,1,1
548,,,,,,,0.829999983,0.800000012,0.99555558,0.980000019,0.870000005,0.850000024,1,1
549,,,,,,,0.860000014,0.839999974,0.99666667,0.982222199,0.879999995,0.850000024,1,1
550,,,,,,,0.850000024,0.790000021,0.99444443,0.976666689,0.870000005,0.850000024,1,1
551,,,,,,,0.829999983,0.800000012,0.98777777,0.978888869,0.870000005,0.850000024,1,1
552,,,,,,,0.860000014,0.819999993,0.978888869,0.978888869,0.870000005,0.850000024,1,1
553,,,,,,,0.839999974,0.790000021,0.959999979,0.983333349,0.879999995,0.850000024,1,1
554,,,,,,,0.829999983,0.819999993,0.968888879,0.99000001,0.870000005,0.850000024,1,1
555,,,,,,,0.800000012,0.810000002,0.943333328,0.99333334,0.870000005,0.850000024,1,1
556,,,,,,,0.850000024,0.819999993,0.954444468,0.99222225,0.879999995,0.850000024,1,1
557,,,,,,,0.769999981,0.819999993,0.980000019,0.99666667,0.879999995,0.850000024,1,1
558,,,,,,,0.839999974,0.819999993,0.942222238,0.99333334,0.870000005,0.839999974,1,1
559,,,,,,,0.800000012,0.819999993,0.935555577,0.986666679,0.879999995,0.850000024,1,1
560,,,,,,,0.819999993,0.819999993,0.957777798,0.99444443,0.879999995,0.850000024,1,1
561,,,,,,,0.829999983,0.829999983,0.941111088,0.99555558,0.879999995,0.850000024,1,1
562,,,,,,,0.810000002,0.819999993,0.931111097,0.99666667,0.879999995,0.850000024,1,1
