Epoch,LLDLwFW_valacc,LLDLwoFW_valacc,DenseModel_valacc,LLDLwFW_trainacc,LLDLwoFW_trainacc,DenseModel_trainacc,LLDLwFW_simBatched_valacc,LLDLwFW_NosimBatched_valacc,LLDLwFW_simBatched_trainacc,LLDLwFW_NosimBatched_trainacc,LLDLwFW_simBatched_lr_0_001_valacc,LLDLwFW_NosimBatched_lr_0_001_valacc,LLDLwFW_simBatched_lr_0_001_trainacc,LLDLwFW_NosimBatched_lr_0_001_trainacc
75,0.810000002,0.639999986,0.649999976,0.913333356,0.904444456,0.722222209,,,,,,,,
76,0.819999993,0.550000012,0.610000014,0.941111088,0.921111107,0.763333321,,,,,,,,
77,0.850000024,0.540000021,0.649999976,0.943333328,0.807777762,0.76444447,,,,,,,,
78,0.860000014,0.579999983,0.629999995,0.952222228,0.803333342,0.784444451,,,,,,,,
79,0.800000012,0.569999993,0.629999995,0.956666648,0.832222223,0.769999981,,,,,,,,
80,0.800000012,0.610000014,0.670000017,0.958888888,0.856666684,0.786666691,,,,,,,,
81,0.829999983,0.600000024,0.610000014,0.962222219,0.879999995,0.782222211,,,,,,,,
82,0.790000021,0.560000002,0.610000014,0.947777748,0.901111126,0.76111114,,,,,,,,
83,0.790000021,0.589999974,0.709999979,0.959999979,0.877777755,0.793333352,,,,,,,,
84,0.829999983,0.610000014,0.649999976,0.975555539,0.917777777,0.818888903,,,,,,,,
85,0.829999983,0.629999995,0.639999986,0.974444449,0.927777767,0.783333361,,,,,,,,
86,0.829999983,0.569999993,0.660000026,0.981111109,0.912222207,0.831111133,,,,,,,,
87,0.829999983,0.629999995,0.629999995,0.972222209,0.889999986,0.821111083,,,,,,,,
88,0.829999983,0.600000024,0.649999976,0.943333328,0.832222223,0.816666663,,,,,,,,
89,0.769999981,0.589999974,0.629999995,0.954444468,0.816666663,0.821111083,,,,,,,,
90,0.839999974,0.600000024,0.629999995,0.966666639,0.854444444,0.819999993,,,,,,,,
91,0.829999983,0.600000024,0.649999976,0.972222209,0.876666665,0.861111104,,,,,,,,
92,0.819999993,0.649999976,0.660000026,0.967777789,0.903333306,0.855555534,,,,,,,,
93,0.850000024,0.579999983,0.629999995,0.970000029,0.914444447,0.865555584,,,,,,,,
94,0.829999983,0.610000014,0.649999976,0.980000019,0.927777767,0.845555544,,,,,,,,
95,0.850000024,0.629999995,0.720000029,0.98888886,0.926666677,0.855555534,,,,,,,,
96,0.819999993,0.649999976,0.649999976,0.98777777,0.931111097,0.825555563,,,,,,,,
97,0.819999993,0.589999974,0.709999979,0.982222199,0.932222247,0.873333335,,,,,,,,
98,0.850000024,0.579999983,0.689999998,0.981111109,0.938888907,0.871111095,,,,,,,,
99,0.879999995,0.560000002,0.629999995,0.986666679,0.951111138,0.875555575,,,,,,,,
100,0.860000014,0.579999983,0.670000017,0.99000001,0.916666687,0.875555575,,,,,,,,
101,0.839999974,0.600000024,0.689999998,0.982222199,0.885555565,0.867777765,,,,,,,,
102,0.870000005,0.579999983,0.660000026,0.983333349,0.887777805,0.899999976,,,,,,,,
103,0.850000024,0.610000014,0.660000026,0.984444439,0.931111097,0.897777796,,,,,,,,
104,0.819999993,0.600000024,0.600000024,0.98555553,0.943333328,0.926666677,,,,,,,,
105,0.819999993,0.629999995,0.600000024,0.983333349,0.938888907,0.914444447,,,,,,,,
106,0.889999986,0.620000005,0.639999986,0.953333318,0.943333328,0.923333347,,,,,,,,
107,0.870000005,0.569999993,0.660000026,0.98777777,0.939999998,0.897777796,,,,,,,,
108,0.779999971,0.550000012,0.660000026,0.942222238,0.933333337,0.854444444,,,,,,,,
109,0.839999974,0.600000024,0.560000002,0.932222247,0.907777786,0.906666696,,,,,,,,
110,0.800000012,0.649999976,0.639999986,0.910000026,0.865555584,0.901111126,,,,,,,,
111,0.779999971,0.589999974,0.670000017,0.918888867,0.896666646,0.928888917,,,,,,,,
112,0.810000002,0.589999974,0.629999995,0.938888907,0.917777777,0.918888867,,,,,,,,
113,0.800000012,0.629999995,0.610000014,0.947777748,0.933333337,0.913333356,,,,,,,,
114,0.810000002,0.589999974,0.629999995,0.954444468,0.920000017,0.928888917,,,,,,,,
115,0.839999974,0.550000012,0.589999974,0.943333328,0.910000026,0.933333337,,,,,,,,
116,0.790000021,0.629999995,0.579999983,0.949999988,0.932222247,0.924444437,,,,,,,,
117,0.800000012,0.639999986,0.610000014,0.943333328,0.944444418,0.942222238,,,,,,,,
118,0.819999993,0.600000024,0.680000007,0.963333309,0.931111097,0.961111128,,,,,,,,
119,0.860000014,0.620000005,0.649999976,0.958888888,0.941111088,0.953333318,,,,,,,,
120,0.829999983,0.560000002,0.680000007,0.942222238,0.945555568,0.962222219,,,,,,,,
121,0.800000012,0.579999983,0.639999986,0.947777748,0.939999998,0.953333318,,,,,,,,
122,0.800000012,0.629999995,0.620000005,0.967777789,0.922222197,0.971111119,,,,,,,,
123,0.810000002,0.610000014,0.629999995,0.921111107,0.896666646,0.965555549,,,,,,,,
124,0.829999983,0.620000005,0.680000007,0.920000017,0.910000026,0.978888869,,,,,,,,
125,0.75999999,0.550000012,0.639999986,0.959999979,0.915555537,0.977777779,,,,,,,,
126,0.850000024,0.649999976,0.579999983,0.917777777,0.936666667,0.964444458,,,,,,,,
127,0.800000012,0.629999995,0.660000026,0.938888907,0.913333356,0.933333337,,,,,,,,
128,0.829999983,0.600000024,0.610000014,0.951111138,0.923333347,0.946666658,,,,,,,,
129,0.850000024,0.610000014,0.610000014,0.951111138,0.924444437,0.945555568,,,,,,,,
130,0.829999983,0.589999974,0.620000005,0.945555568,0.935555577,0.945555568,,,,,,,,
131,0.829999983,0.610000014,0.620000005,0.963333309,0.931111097,0.953333318,,,,,,,,
132,0.860000014,0.620000005,0.600000024,0.954444468,0.941111088,0.964444458,,,,,,,,
133,0.850000024,0.610000014,0.610000014,0.945555568,0.953333318,0.967777789,,,,,,,,
134,0.860000014,0.629999995,0.620000005,0.958888888,0.932222247,0.938888907,,,,,,,,
135,0.850000024,0.579999983,0.610000014,0.949999988,0.891111135,0.946666658,,,,,,,,
136,0.800000012,0.579999983,0.639999986,0.965555549,0.927777767,0.978888869,,,,,,,,
137,0.850000024,0.629999995,0.589999974,0.977777779,0.934444427,0.983333349,,,,,,,,
138,0.860000014,0.620000005,0.629999995,0.976666689,0.943333328,0.99222225,,,,,,,,
139,0.860000014,0.610000014,0.629999995,0.98555553,0.949999988,0.98777777,,,,,,,,
140,0.850000024,0.600000024,0.639999986,0.9911111,0.961111128,0.9911111,,,,,,,,
141,0.860000014,0.610000014,0.649999976,0.99000001,0.956666648,0.99444443,,,,,,,,
142,0.850000024,0.600000024,0.670000017,0.984444439,0.947777748,0.99777776,,,,,,,,
143,0.850000024,0.610000014,0.620000005,0.982222199,0.944444418,0.99888891,,,,,,,,
144,0.860000014,0.620000005,0.629999995,0.973333359,0.938888907,0.99777776,,,,,,,,
145,0.829999983,0.649999976,0.680000007,0.963333309,0.951111138,0.982222199,,,,,,,,
146,0.819999993,0.639999986,0.629999995,0.962222219,0.923333347,0.971111119,,,,,,,,
147,0.790000021,0.620000005,0.579999983,0.946666658,0.923333347,0.943333328,,,,,,,,
148,0.810000002,0.600000024,0.639999986,0.944444418,0.952222228,0.941111088,,,,,,,,
149,0.810000002,0.620000005,0.579999983,0.948888898,0.949999988,0.954444468,,,,,,,,
150,0.829999983,0.589999974,0.579999983,0.966666639,0.951111138,0.99000001,,,,,,,,
151,0.839999974,0.560000002,0.610000014,0.973333359,0.965555549,0.99222225,,,,,,,,
152,0.810000002,0.589999974,0.649999976,0.977777779,0.963333309,0.99777776,,,,,,,,
153,0.860000014,0.579999983,0.629999995,0.976666689,0.964444458,0.99777776,,,,,,,,
154,0.839999974,0.589999974,0.639999986,0.982222199,0.958888888,1,,,,,,,,
155,0.850000024,0.600000024,0.610000014,0.976666689,0.948888898,1,,,,,,,,
156,0.819999993,0.579999983,0.589999974,0.941111088,0.925555527,1,,,,,,,,
157,0.829999983,0.589999974,0.560000002,0.945555568,0.941111088,0.99444443,,,,,,,,
158,0.839999974,0.579999983,0.610000014,0.956666648,0.835555553,0.963333309,,,,,,,,
159,0.889999986,0.589999974,0.670000017,0.963333309,0.855555534,0.967777789,,,,,,,,
160,0.819999993,0.589999974,0.560000002,0.948888898,0.897777796,0.952222228,,,,,,,,
161,0.850000024,0.629999995,0.589999974,0.957777798,0.924444437,0.955555558,,,,,,,,
162,0.839999974,0.610000014,0.610000014,0.921111107,0.931111097,0.918888867,,,,,,,,
163,0.860000014,0.540000021,0.589999974,0.955555558,0.932222247,0.957777798,,,,,,,,
164,0.850000024,0.589999974,0.639999986,0.967777789,0.936666667,0.98777777,,,,,,,,
165,0.850000024,0.579999983,0.569999993,0.968888879,0.927777767,0.99555558,,,,,,,,
166,0.839999974,0.550000012,0.589999974,0.983333349,0.943333328,0.98888886,,,,,,,,
167,0.870000005,0.560000002,0.560000002,0.977777779,0.936666667,0.9911111,,,,,,,,
168,0.850000024,0.579999983,0.579999983,0.984444439,0.946666658,0.99777776,,,,,,,,
169,0.850000024,0.589999974,0.540000021,0.982222199,0.949999988,1,,,,,,,,
170,0.889999986,0.589999974,0.560000002,0.983333349,0.945555568,1,,,,,,,,
171,0.839999974,0.569999993,0.560000002,0.966666639,0.938888907,1,,,,,,,,
172,0.889999986,0.569999993,0.550000012,0.975555539,0.937777758,1,,,,,,,,
173,0.800000012,0.529999971,0.550000012,0.971111119,0.952222228,1,,,,,,,,
174,0.829999983,0.550000012,0.550000012,0.953333318,0.957777798,1,,,,,,,,
175,0.829999983,0.550000012,0.550000012,0.966666639,0.954444468,1,,,,,,,,
176,0.800000012,0.560000002,0.550000012,0.961111128,0.964444458,1,,,,,,,,
177,0.819999993,0.569999993,0.560000002,0.956666648,0.972222209,1,,,,,,,,
178,0.850000024,0.589999974,0.550000012,0.973333359,0.974444449,1,,,,,,,,
179,0.839999974,0.579999983,0.550000012,0.98777777,0.972222209,1,,,,,,,,
180,0.870000005,0.569999993,0.560000002,0.980000019,0.957777798,1,,,,,,,,
181,0.819999993,0.589999974,0.560000002,0.984444439,0.965555549,1,,,,,,,,
182,0.860000014,0.589999974,0.560000002,0.951111138,0.967777789,1,,,,,,,,
183,0.829999983,0.569999993,0.560000002,0.962222219,0.974444449,1,,,,,,,,
184,0.850000024,0.569999993,0.560000002,0.98888886,0.974444449,1,,,,,,,,
185,0.800000012,0.560000002,0.560000002,0.983333349,0.978888869,1,,,,,,,,
186,0.829999983,0.569999993,0.560000002,0.977777779,0.978888869,1,,,,,,,,
187,0.790000021,0.579999983,0.600000024,0.986666679,0.967777789,1,,,,,,,,
188,0.870000005,0.579999983,0.579999983,0.977777779,0.962222219,1,,,,,,,,
189,0.889999986,0.620000005,0.560000002,0.99222225,0.959999979,1,,,,,,,,
190,0.889999986,0.560000002,0.560000002,0.99222225,0.970000029,1,,,,,,,,
191,0.860000014,0.560000002,0.560000002,0.99222225,0.967777789,1,,,,,,,,
192,0.829999983,0.600000024,0.560000002,0.977777779,0.965555549,1,,,,,,,,
193,0.839999974,0.579999983,0.569999993,0.973333359,0.970000029,1,,,,,,,,
194,0.810000002,0.569999993,0.550000012,0.986666679,0.966666639,1,,,,,,,,
195,0.870000005,0.610000014,0.560000002,0.99222225,0.958888888,1,,,,,,,,
196,0.879999995,0.569999993,0.550000012,0.99000001,0.949999988,1,,,,,,,,
197,0.870000005,0.560000002,0.550000012,0.99555558,0.943333328,1,,,,,,,,
198,0.860000014,0.529999971,0.560000002,0.99777776,0.911111116,1,,,,,,,,
199,0.860000014,0.610000014,0.540000021,0.99888891,0.932222247,1,,,,,,,,
200,,,,,,,0.829999983,0.839999974,0.973333359,0.977777779,0.879999995,0.889999986,0.98888886,0.986666679
201,,,,,,,0.839999974,0.839999974,0.955555558,0.957777798,0.889999986,0.889999986,0.9911111,0.99333334
202,,,,,,,0.839999974,0.779999971,0.935555577,0.955555558,0.889999986,0.889999986,0.9911111,0.99333334
203,,,,,,,0.819999993,0.850000024,0.941111088,0.941111088,0.889999986,0.889999986,0.99333334,0.99333334
204,,,,,,,0.779999971,0.810000002,0.908888876,0.966666639,0.889999986,0.889999986,0.99444443,0.99333334
205,,,,,,,0.790000021,0.870000005,0.941111088,0.956666648,0.889999986,0.889999986,0.99333334,0.99555558
206,,,,,,,0.860000014,0.810000002,0.932222247,0.964444458,0.879999995,0.889999986,0.99555558,0.99444443
207,,,,,,,0.819999993,0.769999981,0.966666639,0.944444418,0.889999986,0.889999986,0.99555558,0.99555558
208,,,,,,,0.800000012,0.790000021,0.966666639,0.971111119,0.879999995,0.889999986,0.99555558,0.99666667
209,,,,,,,0.800000012,0.819999993,0.954444468,0.966666639,0.879999995,0.879999995,0.99666667,0.99666667
210,,,,,,,0.800000012,0.829999983,0.970000029,0.965555549,0.879999995,0.879999995,0.99666667,0.99666667
211,,,,,,,0.879999995,0.850000024,0.942222238,0.967777789,0.870000005,0.879999995,0.99666667,0.99666667
212,,,,,,,0.75,0.839999974,0.928888917,0.944444418,0.870000005,0.870000005,0.99666667,0.99666667
213,,,,,,,0.75,0.850000024,0.842222214,0.958888888,0.870000005,0.870000005,0.99777776,0.99666667
214,,,,,,,0.790000021,0.800000012,0.895555556,0.949999988,0.870000005,0.870000005,0.99777776,0.99666667
215,,,,,,,0.810000002,0.819999993,0.905555546,0.964444458,0.870000005,0.870000005,0.99777776,0.99666667
216,,,,,,,0.839999974,0.889999986,0.931111097,0.972222209,0.870000005,0.870000005,0.99777776,0.99777776
217,,,,,,,0.769999981,0.860000014,0.947777748,0.964444458,0.870000005,0.870000005,0.99777776,0.99666667
218,,,,,,,0.810000002,0.839999974,0.933333337,0.963333309,0.870000005,0.870000005,0.99777776,0.99555558
219,,,,,,,0.819999993,0.850000024,0.944444418,0.962222219,0.870000005,0.870000005,0.99777776,0.99666667
220,,,,,,,0.860000014,0.839999974,0.942222238,0.983333349,0.870000005,0.870000005,0.99777776,0.99888891
221,,,,,,,0.860000014,0.850000024,0.951111138,0.978888869,0.870000005,0.870000005,0.99777776,0.99777776
222,,,,,,,0.829999983,0.850000024,0.953333318,0.99222225,0.870000005,0.870000005,0.99666667,0.99666667
223,,,,,,,0.850000024,0.889999986,0.956666648,0.9911111,0.870000005,0.870000005,0.99777776,0.99666667
224,,,,,,,0.819999993,0.860000014,0.946666658,0.99222225,0.870000005,0.870000005,0.99777776,0.99888891
225,,,,,,,0.879999995,0.870000005,0.971111119,0.99222225,0.870000005,0.870000005,0.99777776,0.99888891
226,,,,,,,0.779999971,0.870000005,0.972222209,0.98888886,0.870000005,0.870000005,0.99888891,0.99888891
227,,,,,,,0.860000014,0.860000014,0.959999979,0.98777777,0.870000005,0.870000005,0.99888891,0.99888891
228,,,,,,,0.870000005,0.850000024,0.980000019,0.99222225,0.870000005,0.870000005,0.99888891,0.99888891
229,,,,,,,0.850000024,0.879999995,0.978888869,0.98777777,0.870000005,0.870000005,0.99777776,0.99888891
230,,,,,,,0.850000024,0.850000024,0.975555539,0.981111109,0.870000005,0.870000005,0.99888891,0.99666667
231,,,,,,,0.879999995,0.850000024,0.957777798,0.974444449,0.870000005,0.870000005,0.99888891,0.99888891
232,,,,,,,0.839999974,0.870000005,0.986666679,0.98555553,0.870000005,0.870000005,0.99888891,0.99888891
233,,,,,,,0.810000002,0.860000014,0.968888879,0.986666679,0.870000005,0.870000005,0.99888891,0.99888891
234,,,,,,,0.850000024,0.870000005,0.980000019,0.972222209,0.870000005,0.870000005,0.99888891,0.99888891
235,,,,,,,0.870000005,0.850000024,0.98888886,0.98777777,0.870000005,0.870000005,0.99888891,0.99888891
236,,,,,,,0.829999983,0.870000005,0.980000019,0.99000001,0.870000005,0.870000005,0.99888891,0.99888891
237,,,,,,,0.839999974,0.850000024,0.983333349,0.975555539,0.870000005,0.870000005,0.99888891,0.99888891
238,,,,,,,0.860000014,0.819999993,0.98888886,0.911111116,0.870000005,0.870000005,0.99888891,0.99888891
239,,,,,,,0.810000002,0.829999983,0.99000001,0.896666646,0.860000014,0.860000014,0.99888891,0.99888891
240,,,,,,,0.860000014,0.860000014,0.971111119,0.923333347,0.860000014,0.860000014,0.99888891,0.99888891
241,,,,,,,0.860000014,0.800000012,0.974444449,0.913333356,0.860000014,0.860000014,0.99888891,0.99888891
242,,,,,,,0.860000014,0.769999981,0.972222209,0.902222216,0.860000014,0.860000014,0.99888891,0.99888891
243,,,,,,,0.879999995,0.829999983,0.972222209,0.899999976,0.870000005,0.860000014,0.99888891,0.99888891
244,,,,,,,0.879999995,0.75999999,0.976666689,0.902222216,0.870000005,0.860000014,0.99888891,0.99888891
245,,,,,,,0.850000024,0.829999983,0.964444458,0.917777777,0.870000005,0.860000014,0.99888891,0.99888891
246,,,,,,,0.839999974,0.850000024,0.978888869,0.918888867,0.870000005,0.870000005,0.99888891,0.99888891
247,,,,,,,0.790000021,0.850000024,0.956666648,0.946666658,0.870000005,0.870000005,0.99888891,0.99888891
248,,,,,,,0.819999993,0.860000014,0.961111128,0.965555549,0.870000005,0.870000005,0.99777776,0.99888891
249,,,,,,,0.839999974,0.839999974,0.967777789,0.962222219,0.870000005,0.870000005,1,0.99888891
250,,,,,,,0.860000014,0.829999983,0.973333359,0.957777798,0.870000005,0.870000005,0.99888891,0.99888891
251,,,,,,,0.829999983,0.850000024,0.975555539,0.952222228,0.870000005,0.870000005,0.99888891,0.99888891
252,,,,,,,0.839999974,0.829999983,0.970000029,0.961111128,0.870000005,0.870000005,0.99888891,0.99888891
253,,,,,,,0.829999983,0.850000024,0.973333359,0.956666648,0.870000005,0.870000005,0.99888891,0.99888891
254,,,,,,,0.800000012,0.810000002,0.961111128,0.948888898,0.870000005,0.870000005,0.99888891,0.99888891
255,,,,,,,0.839999974,0.839999974,0.967777789,0.947777748,0.870000005,0.870000005,0.99888891,0.99888891
256,,,,,,,0.829999983,0.819999993,0.968888879,0.968888879,0.870000005,0.870000005,0.99888891,0.99888891
257,,,,,,,0.829999983,0.790000021,0.959999979,0.973333359,0.870000005,0.870000005,0.99888891,0.99888891
258,,,,,,,0.850000024,0.860000014,0.974444449,0.977777779,0.870000005,0.870000005,0.99888891,0.99888891
259,,,,,,,0.879999995,0.870000005,0.978888869,0.962222219,0.870000005,0.870000005,0.99888891,0.99888891
260,,,,,,,0.860000014,0.860000014,0.9911111,0.973333359,0.870000005,0.870000005,0.99888891,1
261,,,,,,,0.870000005,0.839999974,0.98555553,0.965555549,0.870000005,0.870000005,0.99888891,0.99888891
262,,,,,,,0.850000024,0.800000012,0.983333349,0.963333309,0.870000005,0.870000005,0.99888891,0.99888891
263,,,,,,,0.860000014,0.819999993,0.983333349,0.954444468,0.870000005,0.870000005,1,0.99888891
264,,,,,,,0.899999976,0.829999983,0.986666679,0.938888907,0.870000005,0.870000005,0.99888891,0.99888891
265,,,,,,,0.860000014,0.850000024,0.99222225,0.914444447,0.870000005,0.870000005,1,1
266,,,,,,,0.879999995,0.800000012,0.982222199,0.916666687,0.870000005,0.870000005,0.99888891,0.99888891
267,,,,,,,0.870000005,0.769999981,0.962222219,0.915555537,0.870000005,0.870000005,0.99888891,0.99888891
268,,,,,,,0.879999995,0.779999971,0.99000001,0.916666687,0.870000005,0.870000005,0.99888891,0.99888891
269,,,,,,,0.870000005,0.800000012,0.982222199,0.925555527,0.870000005,0.870000005,1,0.99888891
270,,,,,,,0.879999995,0.839999974,0.956666648,0.938888907,0.870000005,0.870000005,0.99888891,0.99888891
271,,,,,,,0.860000014,0.819999993,0.947777748,0.938888907,0.870000005,0.870000005,1,1
272,,,,,,,0.860000014,0.829999983,0.975555539,0.949999988,0.870000005,0.870000005,1,1
273,,,,,,,0.850000024,0.839999974,0.982222199,0.971111119,0.870000005,0.870000005,0.99888891,0.99888891
274,,,,,,,0.839999974,0.839999974,0.9911111,0.980000019,0.870000005,0.870000005,1,0.99888891
275,,,,,,,0.870000005,0.850000024,0.98555553,0.971111119,0.870000005,0.879999995,1,0.99666667
276,,,,,,,0.839999974,0.860000014,0.98777777,0.961111128,0.879999995,0.879999995,1,1
277,,,,,,,0.850000024,0.819999993,0.967777789,0.952222228,0.879999995,0.870000005,0.99888891,0.99888891
278,,,,,,,0.819999993,0.819999993,0.968888879,0.978888869,0.879999995,0.879999995,1,1
279,,,,,,,0.870000005,0.810000002,0.983333349,0.974444449,0.879999995,0.879999995,1,1
