Epoch,LLDLwFW_valacc,LLDLwoFW_valacc,DenseModel_valacc,LLDLwFW_trainacc,LLDLwoFW_trainacc,DenseModel_trainacc
451,0.819999993,0.629999995,0.639999986,1,1,1
452,0.819999993,0.629999995,0.629999995,1,1,1
453,0.819999993,0.639999986,0.639999986,1,1,1
454,0.819999993,0.649999976,0.649999976,1,1,1
455,0.819999993,0.629999995,0.639999986,1,1,1
456,0.819999993,0.649999976,0.639999986,1,1,1
457,0.819999993,0.639999986,0.649999976,1,1,1
458,0.810000002,0.639999986,0.629999995,1,1,1
459,0.819999993,0.639999986,0.649999976,1,1,1
460,0.810000002,0.639999986,0.660000026,1,1,1
461,0.810000002,0.639999986,0.649999976,1,1,1
462,0.810000002,0.649999976,0.660000026,1,1,1
463,0.810000002,0.629999995,0.660000026,1,1,1
464,0.810000002,0.660000026,0.660000026,1,1,1
465,0.800000012,0.629999995,0.660000026,1,1,1
466,0.800000012,0.639999986,0.660000026,1,1,1
467,0.790000021,0.629999995,0.660000026,1,1,1
468,0.800000012,0.629999995,0.649999976,1,1,1
469,0.800000012,0.670000017,0.649999976,1,1,1
470,0.730000019,0.589999974,0.649999976,0.99666667,0.99666667,1
471,0.790000021,0.610000014,0.649999976,0.895555556,0.774444461,1
472,0.769999981,0.620000005,0.649999976,0.944444418,0.904444456,1
473,0.819999993,0.610000014,0.639999986,0.982222199,0.966666639,1
474,0.810000002,0.620000005,0.639999986,0.984444439,0.98888886,1
475,0.819999993,0.620000005,0.629999995,0.99666667,0.99666667,1
476,0.819999993,0.610000014,0.629999995,0.99666667,0.99888891,1
477,0.829999983,0.620000005,0.629999995,1,0.99888891,1
478,0.829999983,0.610000014,0.639999986,0.99888891,0.99888891,1
479,0.829999983,0.600000024,0.629999995,1,1,1
480,0.839999974,0.639999986,0.629999995,1,1,1
481,0.829999983,0.600000024,0.629999995,1,1,1
482,0.829999983,0.629999995,0.629999995,1,1,1
483,0.829999983,0.620000005,0.629999995,1,1,1
484,0.829999983,0.629999995,0.639999986,1,1,1
485,0.829999983,0.620000005,0.600000024,1,1,1
486,0.829999983,0.620000005,0.620000005,1,1,1
487,0.829999983,0.610000014,0.629999995,1,1,0.889999986
488,0.819999993,0.610000014,0.680000007,1,1,0.877777755
489,0.829999983,0.629999995,0.639999986,1,1,0.958888888
490,0.829999983,0.629999995,0.610000014,1,1,0.98555553
491,0.829999983,0.629999995,0.610000014,1,1,0.99555558
492,0.829999983,0.629999995,0.589999974,1,1,1
493,0.819999993,0.629999995,0.600000024,1,1,1
494,0.829999983,0.629999995,0.600000024,1,1,1
495,0.819999993,0.629999995,0.610000014,1,1,1
496,0.819999993,0.629999995,0.620000005,1,1,1
497,0.819999993,0.629999995,0.620000005,1,1,1
498,0.819999993,0.620000005,0.610000014,1,1,1
499,0.819999993,0.620000005,0.620000005,1,1,1
500,0.819999993,0.620000005,0.620000005,1,1,1
501,0.819999993,0.620000005,0.620000005,1,1,1
502,0.819999993,0.629999995,0.620000005,1,1,1
503,0.819999993,0.629999995,0.629999995,1,1,1
504,0.819999993,0.610000014,0.620000005,1,1,1
505,0.819999993,0.629999995,0.620000005,1,1,1
506,0.819999993,0.610000014,0.629999995,1,1,1
507,0.819999993,0.629999995,0.610000014,1,1,1
508,0.819999993,0.629999995,0.620000005,1,1,1
509,0.819999993,0.620000005,0.620000005,1,1,1
510,0.819999993,0.610000014,0.610000014,1,1,1
511,0.819999993,0.610000014,0.620000005,1,1,1
512,0.819999993,0.620000005,0.620000005,1,1,1
513,0.819999993,0.620000005,0.610000014,1,1,1
514,0.819999993,0.610000014,0.629999995,1,1,1
515,0.819999993,0.610000014,0.610000014,1,1,1
516,0.819999993,0.610000014,0.610000014,1,1,1
517,0.819999993,0.620000005,0.629999995,1,1,1
518,0.819999993,0.620000005,0.629999995,1,1,1
519,0.819999993,0.620000005,0.629999995,1,1,1
520,0.819999993,0.620000005,0.629999995,1,1,1
521,0.819999993,0.610000014,0.610000014,1,1,1
522,0.819999993,0.620000005,0.629999995,1,1,1
523,0.819999993,0.629999995,0.610000014,1,0.822222233,1
524,0.819999993,0.639999986,0.620000005,1,0.896666646,1
525,0.819999993,0.649999976,0.620000005,1,0.972222209,1
526,0.819999993,0.620000005,0.600000024,1,0.99222225,1
527,0.819999993,0.610000014,0.610000014,1,1,1
528,0.819999993,0.620000005,0.610000014,1,1,1
529,0.819999993,0.629999995,0.620000005,1,1,1
530,0.819999993,0.620000005,0.610000014,1,1,1
531,0.819999993,0.629999995,0.620000005,1,1,1
532,0.819999993,0.639999986,0.620000005,1,1,1
533,0.819999993,0.649999976,0.620000005,1,1,1
534,0.819999993,0.639999986,0.529999971,1,1,0.962222219
535,0.819999993,0.629999995,0.610000014,1,1,0.836666644
536,0.819999993,0.649999976,0.639999986,1,1,0.953333318
537,0.819999993,0.629999995,0.620000005,1,1,0.98555553
538,0.819999993,0.649999976,0.610000014,1,1,0.99555558
539,0.810000002,0.639999986,0.620000005,1,1,1
540,0.819999993,0.660000026,0.600000024,1,1,1
541,0.819999993,0.620000005,0.589999974,1,1,1
542,0.720000029,0.649999976,0.610000014,0.893333316,1,1
543,0.779999971,0.649999976,0.610000014,0.957777798,1,1
544,0.810000002,0.649999976,0.600000024,0.983333349,1,1
545,0.769999981,0.649999976,0.610000014,0.99555558,1,1
546,0.800000012,0.649999976,0.600000024,0.99666667,1,1
547,0.779999971,0.649999976,0.620000005,0.99555558,1,1
548,0.779999971,0.649999976,0.610000014,0.99444443,1,1
549,0.810000002,0.649999976,0.610000014,1,1,1
550,0.800000012,0.649999976,0.620000005,1,1,1
551,0.800000012,0.649999976,0.610000014,1,1,1
552,0.800000012,0.649999976,0.620000005,1,1,1
553,0.800000012,0.649999976,0.610000014,1,1,1
554,0.800000012,0.649999976,0.620000005,1,1,1
555,0.800000012,0.649999976,0.629999995,1,1,1
556,0.800000012,0.649999976,0.620000005,1,1,1
557,0.800000012,0.649999976,0.629999995,1,1,1
558,0.800000012,0.649999976,0.620000005,1,1,1
559,0.800000012,0.649999976,0.620000005,1,1,1
560,0.800000012,0.649999976,0.629999995,1,1,1
561,0.800000012,0.649999976,0.629999995,1,1,1
562,0.800000012,0.649999976,0.610000014,1,1,1
563,0.790000021,0.639999986,0.629999995,1,1,1
564,0.800000012,0.649999976,0.629999995,1,1,1
565,0.800000012,0.649999976,0.629999995,1,1,1
566,0.800000012,0.649999976,0.620000005,1,1,1
567,0.800000012,0.649999976,0.610000014,1,1,1
568,0.800000012,0.649999976,0.629999995,1,1,1
569,0.800000012,0.639999986,0.620000005,1,1,1
570,0.800000012,0.649999976,0.629999995,1,1,1
571,0.800000012,0.649999976,0.620000005,1,1,1
572,0.800000012,0.649999976,0.620000005,1,1,1
573,0.800000012,0.649999976,0.569999993,1,1,0.938888907
574,0.800000012,0.649999976,0.620000005,1,1,0.855555534
575,0.800000012,0.649999976,0.629999995,1,1,0.967777789
576,0.800000012,0.649999976,0.610000014,1,1,0.98888886
577,0.800000012,0.649999976,0.670000017,1,1,0.99777776
578,0.800000012,0.639999986,0.629999995,1,1,0.99888891
579,0.800000012,0.649999976,0.620000005,1,1,1
580,0.800000012,0.649999976,0.620000005,1,1,1
581,0.800000012,0.649999976,0.620000005,1,1,1
582,0.800000012,0.649999976,0.610000014,1,1,1
583,0.800000012,0.649999976,0.629999995,1,1,1
584,0.800000012,0.649999976,0.620000005,1,1,1
585,0.800000012,0.649999976,0.629999995,1,1,1
586,0.800000012,0.649999976,0.610000014,1,1,1
587,0.810000002,0.649999976,0.629999995,1,1,1
588,0.800000012,0.620000005,0.620000005,1,1,1
589,0.800000012,0.629999995,0.639999986,1,0.829999983,1
590,0.800000012,0.649999976,0.629999995,1,0.896666646,1
591,0.810000002,0.620000005,0.629999995,1,0.978888869,1
592,0.800000012,0.610000014,0.620000005,1,0.99777776,1
593,0.810000002,0.629999995,0.629999995,1,1,1
594,0.800000012,0.620000005,0.629999995,1,1,1
595,0.819999993,0.649999976,0.649999976,1,1,1
596,0.810000002,0.639999986,0.629999995,1,1,1
597,0.810000002,0.639999986,0.629999995,1,1,1
598,0.810000002,0.639999986,0.649999976,1,1,1
599,0.810000002,0.660000026,0.620000005,1,1,1
600,0.790000021,0.639999986,0.629999995,1,1,1
601,0.810000002,0.649999976,0.639999986,1,1,1
602,0.810000002,0.639999986,0.649999976,1,1,1
603,0.819999993,0.639999986,0.649999976,1,1,1
604,0.819999993,0.629999995,0.629999995,1,1,1
605,0.819999993,0.639999986,0.629999995,1,1,1
606,0.810000002,0.629999995,0.639999986,1,1,1
607,0.810000002,0.639999986,0.639999986,1,1,1
608,0.829999983,0.639999986,0.639999986,1,1,1
609,0.810000002,0.639999986,0.610000014,1,1,1
610,0.819999993,0.639999986,0.629999995,1,1,1
611,0.810000002,0.629999995,0.629999995,1,1,1
612,0.819999993,0.639999986,0.629999995,1,1,1
613,0.839999974,0.629999995,0.639999986,1,1,1
614,0.810000002,0.639999986,0.629999995,1,1,1
615,0.75999999,0.629999995,0.639999986,0.972222209,1,1
616,0.819999993,0.639999986,0.629999995,0.908888876,1,1
617,0.850000024,0.639999986,0.620000005,0.954444468,1,1
618,0.829999983,0.639999986,0.600000024,0.977777779,1,1
619,0.860000014,0.629999995,0.620000005,0.99333334,1,1
620,0.839999974,0.629999995,0.629999995,0.99333334,1,1
621,0.839999974,0.639999986,0.629999995,0.99555558,1,1
622,0.839999974,0.610000014,0.629999995,0.99666667,1,1
623,0.850000024,0.639999986,0.629999995,0.99777776,1,1
624,0.829999983,0.620000005,0.620000005,0.99777776,1,1
625,0.829999983,0.649999976,0.629999995,0.99666667,1,1
626,0.829999983,0.620000005,0.589999974,0.99444443,1,0.826666653
627,0.829999983,0.610000014,0.579999983,1,1,0.920000017
628,0.819999993,0.620000005,0.620000005,1,1,0.982222199
629,0.819999993,0.620000005,0.610000014,1,1,0.99888891
630,0.819999993,0.620000005,0.620000005,1,1,0.99888891
631,0.819999993,0.620000005,0.629999995,1,1,1
632,0.819999993,0.629999995,0.629999995,1,1,1
633,0.819999993,0.620000005,0.629999995,1,1,1
634,0.819999993,0.620000005,0.629999995,1,1,1
635,0.819999993,0.639999986,0.629999995,1,1,1
636,0.829999983,0.620000005,0.629999995,1,1,1
637,0.829999983,0.620000005,0.629999995,1,1,1
638,0.829999983,0.610000014,0.629999995,1,1,1
639,0.829999983,0.620000005,0.629999995,1,1,1
640,0.829999983,0.620000005,0.629999995,1,1,1
641,0.829999983,0.620000005,0.629999995,1,1,1
642,0.829999983,0.629999995,0.629999995,1,1,1
643,0.829999983,0.610000014,0.629999995,1,1,1
644,0.829999983,0.620000005,0.639999986,1,1,1
645,0.829999983,0.620000005,0.629999995,1,1,1
646,0.829999983,0.620000005,0.629999995,1,1,1
647,0.829999983,0.610000014,0.639999986,1,1,1
648,0.829999983,0.610000014,0.639999986,1,1,1
649,0.829999983,0.620000005,0.629999995,1,1,1
650,0.829999983,0.639999986,0.620000005,1,1,1
651,0.829999983,0.610000014,0.629999995,1,1,1
652,0.829999983,0.620000005,0.629999995,1,1,1
653,0.829999983,0.629999995,0.629999995,1,1,1
654,0.829999983,0.629999995,0.629999995,1,1,1
655,0.829999983,0.600000024,0.620000005,1,1,1
656,0.829999983,0.589999974,0.620000005,1,0.838888884,1
657,0.829999983,0.660000026,0.620000005,1,0.910000026,1
658,0.829999983,0.649999976,0.620000005,1,0.972222209,1
659,0.819999993,0.660000026,0.620000005,1,0.99333334,1
660,0.829999983,0.649999976,0.620000005,1,1,1
661,0.829999983,0.639999986,0.610000014,1,1,1
662,0.829999983,0.639999986,0.610000014,1,1,1
663,0.829999983,0.639999986,0.610000014,1,1,1
664,0.819999993,0.629999995,0.610000014,1,1,1
665,0.819999993,0.639999986,0.610000014,1,1,1
666,0.819999993,0.639999986,0.610000014,1,1,1
667,0.819999993,0.639999986,0.610000014,1,1,1
668,0.819999993,0.639999986,0.610000014,1,1,1
669,0.819999993,0.649999976,0.610000014,1,1,1
670,0.819999993,0.649999976,0.620000005,1,1,1
671,0.819999993,0.649999976,0.610000014,1,1,1
672,0.829999983,0.649999976,0.610000014,1,1,1
673,0.819999993,0.649999976,0.610000014,1,1,1
674,0.829999983,0.649999976,0.620000005,1,1,1
675,0.829999983,0.649999976,0.610000014,1,1,1
676,0.829999983,0.649999976,0.579999983,1,1,0.9911111
677,0.829999983,0.639999986,0.569999993,1,1,0.777777791
678,0.829999983,0.639999986,0.600000024,1,1,0.932222247
679,0.829999983,0.639999986,0.600000024,1,1,0.984444439
680,0.829999983,0.639999986,0.589999974,1,1,0.99222225
681,0.829999983,0.639999986,0.589999974,1,1,0.99777776
682,0.829999983,0.629999995,0.610000014,1,1,0.99777776
683,0.730000019,0.639999986,0.620000005,0.954444468,1,1
684,0.779999971,0.639999986,0.600000024,0.920000017,1,1
685,0.779999971,0.639999986,0.620000005,0.972222209,1,1
686,0.819999993,0.639999986,0.620000005,0.98777777,1,1
687,0.839999974,0.639999986,0.639999986,0.9911111,1,1
688,0.829999983,0.639999986,0.639999986,0.99888891,1,1
689,0.819999993,0.639999986,0.639999986,1,1,1
690,0.819999993,0.639999986,0.639999986,1,1,1
691,0.819999993,0.639999986,0.649999976,1,1,1
692,0.819999993,0.639999986,0.639999986,1,1,1
693,0.819999993,0.639999986,0.649999976,1,1,1
694,0.819999993,0.639999986,0.649999976,1,1,1
695,0.829999983,0.639999986,0.629999995,1,1,1
696,0.829999983,0.649999976,0.639999986,1,1,1
697,0.829999983,0.639999986,0.639999986,1,1,1
698,0.829999983,0.639999986,0.629999995,1,1,1
699,0.829999983,0.639999986,0.639999986,1,1,1
700,0.839999974,0.639999986,0.639999986,1,1,1
701,0.839999974,0.649999976,0.639999986,1,1,1
702,0.850000024,0.639999986,0.620000005,1,1,1
703,0.850000024,0.649999976,0.629999995,1,1,1
704,0.850000024,0.649999976,0.629999995,1,1,1
705,0.850000024,0.649999976,0.629999995,1,1,1
706,0.850000024,0.649999976,0.639999986,1,1,1
707,0.850000024,0.649999976,0.629999995,1,1,1
708,0.850000024,0.649999976,0.620000005,1,1,1
709,0.850000024,0.649999976,0.629999995,1,1,1
710,0.850000024,0.660000026,0.629999995,1,1,1
711,0.850000024,0.649999976,0.629999995,1,1,1
712,0.850000024,0.649999976,0.629999995,1,1,1
713,0.850000024,0.639999986,0.629999995,1,1,1
714,0.850000024,0.649999976,0.639999986,1,1,1
715,0.850000024,0.649999976,0.629999995,1,1,1
716,0.850000024,0.649999976,0.620000005,1,1,1
717,0.850000024,0.660000026,0.629999995,1,1,1
718,0.850000024,0.649999976,0.620000005,1,1,1
719,0.850000024,0.649999976,0.620000005,1,1,1
720,0.850000024,0.639999986,0.629999995,1,1,1
721,0.850000024,0.639999986,0.629999995,1,1,1
722,0.850000024,0.660000026,0.629999995,1,1,1
723,0.850000024,0.560000002,0.629999995,1,0.948888898,1
724,0.850000024,0.689999998,0.639999986,1,0.838888884,0.948888898
725,0.850000024,0.620000005,0.620000005,1,0.941111088,0.817777753
726,0.850000024,0.649999976,0.610000014,1,0.981111109,0.941111088
727,0.850000024,0.649999976,0.600000024,1,0.99666667,0.98888886
728,0.850000024,0.620000005,0.639999986,1,0.99888891,0.99555558
729,0.850000024,0.660000026,0.620000005,1,1,0.99888891
730,0.850000024,0.670000017,0.629999995,1,1,1
731,0.850000024,0.660000026,0.629999995,1,1,1
732,0.850000024,0.660000026,0.649999976,1,1,1
733,0.839999974,0.660000026,0.639999986,1,1,1
734,0.839999974,0.660000026,0.629999995,1,1,1
735,0.839999974,0.660000026,0.629999995,1,1,1
736,0.839999974,0.660000026,0.629999995,1,1,1
737,0.839999974,0.660000026,0.629999995,1,1,1
738,0.839999974,0.649999976,0.629999995,1,1,1
739,0.839999974,0.649999976,0.620000005,1,1,1
740,0.829999983,0.660000026,0.620000005,1,1,1
741,0.829999983,0.649999976,0.620000005,1,1,1
742,0.829999983,0.660000026,0.620000005,1,1,1
743,0.829999983,0.649999976,0.620000005,1,1,1
744,0.839999974,0.649999976,0.610000014,1,1,1
745,0.819999993,0.649999976,0.610000014,1,1,1
746,0.829999983,0.660000026,0.629999995,1,1,1
747,0.819999993,0.660000026,0.610000014,1,1,1
748,0.829999983,0.649999976,0.620000005,1,1,1
749,0.819999993,0.660000026,0.620000005,1,1,1
750,0.829999983,0.670000017,0.610000014,1,1,1
751,0.829999983,0.660000026,0.620000005,1,1,1
752,0.829999983,0.670000017,0.629999995,1,1,1
753,0.819999993,0.670000017,0.620000005,1,1,1
754,0.810000002,0.660000026,0.620000005,1,1,1
755,0.74000001,0.649999976,0.620000005,0.885555565,1,1
756,0.790000021,0.660000026,0.629999995,0.941111088,1,1
757,0.829999983,0.660000026,0.629999995,0.977777779,1,1
758,0.819999993,0.660000026,0.629999995,0.98555553,1,1
759,0.810000002,0.660000026,0.620000005,0.99333334,1,1
760,0.810000002,0.660000026,0.629999995,1,1,1
761,0.800000012,0.660000026,0.629999995,1,1,1
762,0.810000002,0.649999976,0.629999995,1,1,1
763,0.810000002,0.660000026,0.629999995,1,1,1
764,0.800000012,0.660000026,0.620000005,1,1,1
765,0.800000012,0.660000026,0.620000005,1,1,1
766,0.800000012,0.660000026,0.620000005,1,1,1
767,0.800000012,0.649999976,0.629999995,1,1,1
768,0.800000012,0.649999976,0.620000005,1,1,1
769,0.800000012,0.660000026,0.620000005,1,1,1
770,0.800000012,0.660000026,0.629999995,1,1,1
771,0.800000012,0.660000026,0.629999995,1,1,1
772,0.800000012,0.660000026,0.629999995,1,1,1
773,0.800000012,0.660000026,0.620000005,1,1,1
774,0.800000012,0.660000026,0.620000005,1,1,1
775,0.800000012,0.660000026,0.639999986,1,1,0.953333318
776,0.800000012,0.660000026,0.600000024,1,1,0.75666666
777,0.800000012,0.660000026,0.649999976,1,1,0.906666696
778,0.800000012,0.649999976,0.639999986,1,1,0.961111128
779,0.800000012,0.649999976,0.649999976,1,1,0.9911111
780,0.800000012,0.660000026,0.660000026,1,1,1
781,0.800000012,0.649999976,0.639999986,1,1,1
782,0.800000012,0.649999976,0.639999986,1,1,1
783,0.800000012,0.649999976,0.649999976,1,1,1
784,0.800000012,0.660000026,0.639999986,1,1,1
785,0.800000012,0.649999976,0.629999995,1,1,1
786,0.800000012,0.649999976,0.639999986,1,1,1
787,0.800000012,0.660000026,0.620000005,1,1,1
788,0.800000012,0.660000026,0.629999995,1,1,1
789,0.800000012,0.649999976,0.629999995,1,1,1
790,0.800000012,0.649999976,0.629999995,1,1,1
791,0.800000012,0.649999976,0.629999995,1,1,1
792,0.800000012,0.660000026,0.620000005,1,1,1
793,0.800000012,0.649999976,0.629999995,1,1,1
794,0.800000012,0.629999995,0.629999995,1,1,1
795,0.800000012,0.649999976,0.629999995,1,0.962222219,1
796,0.800000012,0.620000005,0.639999986,1,0.826666653,1
797,0.790000021,0.620000005,0.629999995,1,0.943333328,1
798,0.800000012,0.589999974,0.629999995,1,0.99222225,1
799,0.790000021,0.629999995,0.629999995,1,0.99888891,1
800,0.800000012,0.610000014,0.629999995,1,1,1
801,0.779999971,0.610000014,0.639999986,1,1,1
802,0.779999971,0.620000005,0.629999995,1,1,1
803,0.790000021,0.620000005,0.620000005,1,1,1
804,0.790000021,0.620000005,0.620000005,1,1,1
805,0.779999971,0.620000005,0.620000005,1,1,1
806,0.790000021,0.620000005,0.620000005,1,1,1
807,0.779999971,0.620000005,0.620000005,1,1,1
808,0.779999971,0.620000005,0.629999995,1,1,1
809,0.790000021,0.620000005,0.629999995,1,1,1
810,0.779999971,0.620000005,0.629999995,1,1,1
811,0.779999971,0.629999995,0.620000005,1,1,1
812,0.779999971,0.629999995,0.620000005,1,1,1
813,0.779999971,0.629999995,0.629999995,1,1,1
814,0.779999971,0.629999995,0.629999995,1,1,1
815,0.779999971,0.629999995,0.620000005,1,1,1
816,0.779999971,0.629999995,0.610000014,1,1,1
817,0.779999971,0.629999995,0.600000024,1,1,1
818,0.800000012,0.629999995,0.620000005,1,1,1
819,0.810000002,0.629999995,0.620000005,1,1,1
820,0.790000021,0.629999995,0.620000005,1,1,1
821,0.790000021,0.629999995,0.610000014,1,1,1
822,0.800000012,0.629999995,0.589999974,1,1,0.98777777
823,0.800000012,0.629999995,0.569999993,1,1,0.815555573
824,0.810000002,0.629999995,0.610000014,1,1,0.933333337
825,0.800000012,0.629999995,0.629999995,1,1,0.977777779
826,0.800000012,0.629999995,0.610000014,1,1,0.99222225
827,0.819999993,0.629999995,0.610000014,1,1,0.99888891
828,0.800000012,0.629999995,0.629999995,1,1,0.99888891
829,0.800000012,0.629999995,0.610000014,1,1,1
830,0.810000002,0.629999995,0.620000005,1,1,1
831,0.639999986,0.629999995,0.620000005,0.976666689,1,1
832,0.730000019,0.629999995,0.610000014,0.857777774,1,1
833,0.800000012,0.629999995,0.610000014,0.957777798,1,1
834,0.75999999,0.629999995,0.610000014,0.967777789,1,1
835,0.800000012,0.629999995,0.600000024,0.986666679,1,1
836,0.779999971,0.629999995,0.610000014,0.99444443,1,1
837,0.790000021,0.629999995,0.610000014,0.99555558,1,1
838,0.769999981,0.629999995,0.610000014,0.99888891,1,1
839,0.769999981,0.629999995,0.610000014,1,1,1
840,0.75999999,0.629999995,0.620000005,1,1,1
841,0.75999999,0.629999995,0.620000005,1,1,1
842,0.769999981,0.629999995,0.620000005,1,1,1
843,0.769999981,0.629999995,0.620000005,1,1,1
844,0.769999981,0.629999995,0.610000014,1,1,1
845,0.769999981,0.629999995,0.610000014,1,1,1
846,0.769999981,0.629999995,0.610000014,1,1,1
847,0.769999981,0.629999995,0.610000014,1,1,1
848,0.769999981,0.639999986,0.620000005,1,1,1
849,0.769999981,0.629999995,0.620000005,1,1,1
850,0.769999981,0.629999995,0.620000005,1,1,1
851,0.769999981,0.629999995,0.610000014,1,1,1
852,0.769999981,0.629999995,0.620000005,1,1,1
853,0.769999981,0.629999995,0.620000005,1,1,1
854,0.769999981,0.629999995,0.620000005,1,1,1
855,0.779999971,0.629999995,0.610000014,1,1,1
856,0.769999981,0.629999995,0.620000005,1,1,1
857,0.779999971,0.629999995,0.610000014,1,1,1
858,0.779999971,0.629999995,0.610000014,1,1,1
859,0.779999971,0.629999995,0.610000014,1,1,1
860,0.779999971,0.639999986,0.620000005,1,1,1
861,0.779999971,0.629999995,0.610000014,1,1,1
862,0.779999971,0.620000005,0.610000014,1,1,1
863,0.790000021,0.620000005,0.610000014,1,1,1
864,0.779999971,0.639999986,0.610000014,1,1,1
865,0.779999971,0.639999986,0.610000014,1,1,1
866,0.779999971,0.639999986,0.620000005,1,1,1
867,0.790000021,0.569999993,0.620000005,1,0.906666696,1
868,0.779999971,0.629999995,0.610000014,1,0.889999986,1
869,0.779999971,0.649999976,0.620000005,1,0.956666648,1
870,0.779999971,0.639999986,0.610000014,1,0.99555558,1
871,0.779999971,0.649999976,0.620000005,1,1,1
872,0.790000021,0.649999976,0.629999995,1,1,1
873,0.779999971,0.649999976,0.600000024,1,1,0.853333354
874,0.779999971,0.649999976,0.639999986,1,1,0.879999995
875,0.790000021,0.649999976,0.589999974,1,1,0.959999979
876,0.779999971,0.649999976,0.620000005,1,1,0.99000001
877,0.790000021,0.649999976,0.610000014,1,1,0.98555553
878,0.779999971,0.649999976,0.600000024,1,1,0.99777776
879,0.790000021,0.649999976,0.610000014,1,1,1
880,0.790000021,0.649999976,0.610000014,1,1,1
881,0.790000021,0.639999986,0.620000005,1,1,1
882,0.779999971,0.649999976,0.620000005,1,1,1
883,0.790000021,0.639999986,0.620000005,1,1,1
884,0.790000021,0.629999995,0.620000005,1,1,1
885,0.790000021,0.639999986,0.620000005,1,1,1
886,0.790000021,0.639999986,0.610000014,1,1,1
887,0.790000021,0.639999986,0.610000014,1,1,1
888,0.790000021,0.649999976,0.610000014,1,1,1
889,0.800000012,0.639999986,0.610000014,1,1,1
890,0.790000021,0.639999986,0.620000005,1,1,1
891,0.779999971,0.649999976,0.610000014,1,1,1
892,0.779999971,0.639999986,0.600000024,1,1,1
893,0.800000012,0.639999986,0.620000005,1,1,1
894,0.800000012,0.639999986,0.620000005,1,1,1
895,0.800000012,0.639999986,0.610000014,1,1,1
896,0.810000002,0.639999986,0.620000005,1,1,1
897,0.790000021,0.639999986,0.629999995,1,1,1
898,0.800000012,0.639999986,0.620000005,1,1,1
899,0.810000002,0.639999986,0.610000014,1,1,1
900,0.790000021,0.639999986,0.629999995,1,1,1
901,0.810000002,0.639999986,0.610000014,1,1,1
902,0.800000012,0.639999986,0.629999995,1,1,1
903,0.800000012,0.639999986,0.629999995,1,1,1
904,0.819999993,0.639999986,0.620000005,1,1,1
905,0.75,0.649999976,0.620000005,0.920000017,1,1
906,0.730000019,0.639999986,0.629999995,0.958888888,1,1
907,0.800000012,0.639999986,0.620000005,0.984444439,1,1
908,0.810000002,0.649999976,0.620000005,0.99444443,1,1
909,0.819999993,0.639999986,0.620000005,1,1,1
910,0.800000012,0.639999986,0.620000005,1,1,1
911,0.790000021,0.649999976,0.610000014,1,1,1
912,0.790000021,0.649999976,0.620000005,1,1,1
913,0.779999971,0.649999976,0.620000005,1,1,1
914,0.800000012,0.649999976,0.620000005,1,1,1
915,0.790000021,0.649999976,0.629999995,1,1,1
916,0.790000021,0.639999986,0.620000005,1,1,1
917,0.790000021,0.649999976,0.620000005,1,1,1
918,0.800000012,0.649999976,0.620000005,1,1,1
919,0.790000021,0.639999986,0.610000014,1,1,1
920,0.790000021,0.649999976,0.620000005,1,1,1
921,0.800000012,0.649999976,0.519999981,1,1,0.970000029
922,0.800000012,0.649999976,0.610000014,1,1,0.832222223
923,0.800000012,0.649999976,0.569999993,1,1,0.961111128
924,0.800000012,0.639999986,0.610000014,1,1,0.984444439
925,0.800000012,0.649999976,0.610000014,1,1,1
926,0.800000012,0.639999986,0.620000005,1,1,1
927,0.800000012,0.649999976,0.610000014,1,1,1
928,0.800000012,0.649999976,0.600000024,1,1,1
929,0.810000002,0.639999986,0.610000014,1,1,1
930,0.800000012,0.639999986,0.620000005,1,1,1
931,0.800000012,0.639999986,0.620000005,1,1,1
932,0.800000012,0.639999986,0.610000014,1,1,1
933,0.800000012,0.639999986,0.620000005,1,1,1
934,0.800000012,0.639999986,0.610000014,1,1,1
935,0.800000012,0.649999976,0.610000014,1,1,1
936,0.800000012,0.649999976,0.610000014,1,1,1
937,0.800000012,0.639999986,0.610000014,1,1,1
938,0.800000012,0.660000026,0.620000005,1,1,1
939,0.800000012,0.629999995,0.610000014,1,1,1
940,0.810000002,0.629999995,0.610000014,1,0.857777774,1
941,0.800000012,0.689999998,0.610000014,1,0.923333347,1
942,0.800000012,0.680000007,0.610000014,1,0.981111109,1
943,0.800000012,0.639999986,0.600000024,1,0.99777776,1
944,0.800000012,0.639999986,0.620000005,1,0.99888891,1
945,0.800000012,0.649999976,0.610000014,1,1,1
946,0.800000012,0.649999976,0.620000005,1,1,1
947,0.800000012,0.639999986,0.620000005,1,1,1
948,0.800000012,0.649999976,0.620000005,1,1,1
949,0.800000012,0.660000026,0.610000014,1,1,1
950,0.800000012,0.639999986,0.610000014,1,1,1
951,0.800000012,0.660000026,0.620000005,1,1,1
952,0.800000012,0.660000026,0.620000005,1,1,1
953,0.800000012,0.649999976,0.620000005,1,1,1
954,0.800000012,0.660000026,0.620000005,1,1,1
955,0.800000012,0.660000026,0.610000014,1,1,1
956,0.800000012,0.660000026,0.600000024,1,1,1
957,0.790000021,0.670000017,0.639999986,1,1,1
958,0.800000012,0.660000026,0.620000005,1,1,1
959,0.790000021,0.660000026,0.629999995,1,1,1
960,0.800000012,0.660000026,0.560000002,1,1,0.930000007
961,0.800000012,0.670000017,0.639999986,1,1,0.847777784
962,0.800000012,0.670000017,0.540000021,1,1,0.951111138
