Epoch,LLDLwFW_valacc,LLDLwoFW_valacc,DenseModel_valacc,LLDLwFW_trainacc,LLDLwoFW_trainacc,DenseModel_trainacc
46,0.810000002,0.610000014,0.600000024,0.99000001,0.860000014,0.76444447
47,0.829999983,0.620000005,0.629999995,0.99000001,0.867777765,0.75
48,0.829999983,0.589999974,0.569999993,0.978888869,0.874444425,0.768888891
49,0.829999983,0.589999974,0.629999995,0.980000019,0.882222235,0.76222223
50,0.810000002,0.660000026,0.709999979,0.977777779,0.878888905,0.766666651
51,0.810000002,0.610000014,0.560000002,0.982222199,0.878888905,0.769999981
52,0.829999983,0.600000024,0.680000007,0.980000019,0.878888905,0.798888862
53,0.800000012,0.569999993,0.639999986,0.945555568,0.902222216,0.74333334
54,0.790000021,0.610000014,0.639999986,0.982222199,0.888888896,0.801111102
55,0.829999983,0.610000014,0.600000024,0.99000001,0.896666646,0.797777772
56,0.800000012,0.639999986,0.639999986,0.980000019,0.906666696,0.784444451
57,0.819999993,0.660000026,0.660000026,0.982222199,0.896666646,0.800000012
58,0.839999974,0.600000024,0.670000017,0.98888886,0.907777786,0.810000002
59,0.779999971,0.610000014,0.680000007,0.99444443,0.914444447,0.814444423
60,0.800000012,0.629999995,0.649999976,0.99000001,0.901111126,0.819999993
61,0.790000021,0.620000005,0.639999986,0.99333334,0.908888876,0.821111083
62,0.800000012,0.639999986,0.689999998,0.980000019,0.912222207,0.810000002
63,0.839999974,0.660000026,0.620000005,0.98888886,0.918888867,0.826666653
64,0.779999971,0.620000005,0.649999976,1,0.924444437,0.832222223
65,0.810000002,0.610000014,0.660000026,0.99000001,0.931111097,0.818888903
66,0.75,0.629999995,0.629999995,0.98888886,0.918888867,0.850000024
67,0.870000005,0.649999976,0.670000017,0.975555539,0.921111107,0.841111124
68,0.779999971,0.670000017,0.629999995,0.943333328,0.921111107,0.841111124
69,0.790000021,0.620000005,0.589999974,0.967777789,0.922222197,0.850000024
70,0.779999971,0.629999995,0.620000005,0.99555558,0.924444437,0.851111114
71,0.75999999,0.639999986,0.670000017,1,0.933333337,0.865555584
72,0.790000021,0.639999986,0.649999976,1,0.945555568,0.853333354
73,0.769999981,0.680000007,0.639999986,1,0.942222238,0.871111095
74,0.800000012,0.670000017,0.589999974,0.99666667,0.931111097,0.858888865
75,0.810000002,0.689999998,0.629999995,0.99444443,0.926666677,0.860000014
76,0.779999971,0.649999976,0.639999986,0.99444443,0.939999998,0.881111085
77,0.779999971,0.620000005,0.629999995,0.99555558,0.947777748,0.867777765
78,0.829999983,0.689999998,0.600000024,0.99000001,0.932222247,0.879999995
79,0.810000002,0.660000026,0.629999995,0.99222225,0.942222238,0.885555565
80,0.800000012,0.620000005,0.600000024,0.99333334,0.949999988,0.901111126
81,0.779999971,0.670000017,0.579999983,0.9911111,0.952222228,0.887777805
82,0.819999993,0.670000017,0.610000014,0.99555558,0.957777798,0.879999995
83,0.790000021,0.649999976,0.589999974,0.99333334,0.944444418,0.894444466
84,0.75,0.600000024,0.620000005,0.99000001,0.947777748,0.893333316
85,0.790000021,0.639999986,0.639999986,0.98777777,0.956666648,0.899999976
86,0.779999971,0.629999995,0.629999995,0.99333334,0.954444468,0.901111126
87,0.829999983,0.689999998,0.639999986,0.99777776,0.930000007,0.894444466
88,0.779999971,0.680000007,0.560000002,1,0.961111128,0.914444447
89,0.800000012,0.689999998,0.620000005,1,0.964444458,0.913333356
90,0.800000012,0.660000026,0.610000014,1,0.946666658,0.926666677
91,0.810000002,0.639999986,0.629999995,1,0.943333328,0.925555527
92,0.810000002,0.620000005,0.629999995,1,0.953333318,0.927777767
93,0.800000012,0.670000017,0.670000017,1,0.965555549,0.924444437
94,0.790000021,0.600000024,0.680000007,1,0.971111119,0.921111107
95,0.790000021,0.649999976,0.649999976,1,0.970000029,0.921111107
96,0.790000021,0.660000026,0.639999986,1,0.971111119,0.934444427
97,0.790000021,0.649999976,0.610000014,1,0.936666667,0.934444427
98,0.790000021,0.649999976,0.610000014,1,0.964444458,0.949999988
99,0.790000021,0.730000019,0.639999986,1,0.970000029,0.949999988
100,0.790000021,0.680000007,0.610000014,1,0.965555549,0.944444418
101,0.800000012,0.689999998,0.610000014,1,0.974444449,0.966666639
102,0.800000012,0.639999986,0.600000024,1,0.957777798,0.947777748
103,0.800000012,0.680000007,0.629999995,1,0.935555577,0.936666667
104,0.800000012,0.649999976,0.579999983,1,0.966666639,0.957777798
105,0.800000012,0.610000014,0.620000005,1,0.974444449,0.966666639
106,0.800000012,0.670000017,0.629999995,1,0.973333359,0.965555549
107,0.800000012,0.649999976,0.620000005,1,0.982222199,0.968888879
108,0.800000012,0.680000007,0.579999983,1,0.98888886,0.967777789
109,0.800000012,0.649999976,0.639999986,1,0.982222199,0.955555558
110,0.810000002,0.670000017,0.610000014,1,0.986666679,0.968888879
111,0.800000012,0.660000026,0.610000014,1,0.99000001,0.975555539
112,0.800000012,0.610000014,0.610000014,1,0.986666679,0.983333349
113,0.800000012,0.639999986,0.589999974,1,0.963333309,0.965555549
114,0.800000012,0.600000024,0.649999976,1,0.927777767,0.975555539
115,0.800000012,0.610000014,0.600000024,1,0.944444418,0.980000019
116,0.800000012,0.660000026,0.629999995,1,0.984444439,0.9911111
117,0.800000012,0.670000017,0.540000021,1,0.98888886,0.984444439
118,0.800000012,0.670000017,0.600000024,1,0.9911111,0.981111109
119,0.810000002,0.670000017,0.639999986,1,0.98555553,0.983333349
120,0.800000012,0.629999995,0.629999995,1,0.986666679,0.981111109
121,0.800000012,0.660000026,0.600000024,1,0.986666679,0.98777777
122,0.800000012,0.600000024,0.579999983,1,0.957777798,0.975555539
123,0.810000002,0.560000002,0.579999983,1,0.932222247,0.99666667
124,0.810000002,0.610000014,0.639999986,1,0.945555568,0.99333334
125,0.800000012,0.660000026,0.620000005,1,0.978888869,0.986666679
126,0.819999993,0.660000026,0.639999986,1,0.99333334,0.9911111
127,0.829999983,0.649999976,0.620000005,1,0.99000001,0.958888888
128,0.810000002,0.660000026,0.660000026,1,0.99555558,0.971111119
129,0.819999993,0.680000007,0.620000005,1,0.99555558,0.981111109
130,0.819999993,0.689999998,0.579999983,1,0.99222225,0.978888869
131,0.810000002,0.589999974,0.610000014,1,0.971111119,0.964444458
132,0.819999993,0.680000007,0.639999986,1,0.936666667,0.966666639
133,0.829999983,0.600000024,0.649999976,1,0.959999979,0.98888886
134,0.800000012,0.680000007,0.579999983,0.936666667,0.966666639,0.99444443
135,0.769999981,0.680000007,0.620000005,0.877777755,0.975555539,0.99444443
136,0.779999971,0.629999995,0.610000014,0.949999988,0.99444443,0.99555558
137,0.790000021,0.670000017,0.600000024,0.980000019,0.99333334,0.99666667
138,0.779999971,0.689999998,0.600000024,0.98777777,0.99555558,0.99777776
139,0.800000012,0.680000007,0.579999983,0.99666667,0.99555558,0.99888891
140,0.790000021,0.639999986,0.600000024,0.99666667,0.9911111,0.99333334
141,0.810000002,0.639999986,0.600000024,0.99777776,0.966666639,0.99222225
142,0.800000012,0.620000005,0.560000002,0.99444443,0.958888888,0.99888891
143,0.800000012,0.660000026,0.540000021,1,0.970000029,0.99555558
144,0.819999993,0.600000024,0.560000002,1,0.986666679,0.99777776
145,0.819999993,0.629999995,0.579999983,1,0.99222225,0.99777776
146,0.819999993,0.589999974,0.620000005,1,0.99666667,0.956666648
147,0.810000002,0.610000014,0.660000026,1,0.967777789,0.928888917
148,0.800000012,0.680000007,0.629999995,0.99333334,0.972222209,0.974444449
149,0.75999999,0.620000005,0.629999995,0.99333334,0.972222209,0.99000001
150,0.779999971,0.610000014,0.629999995,0.98777777,0.972222209,0.99777776
151,0.75,0.699999988,0.620000005,0.981111109,0.976666689,1
152,0.779999971,0.620000005,0.579999983,0.973333359,0.967777789,1
153,0.790000021,0.620000005,0.620000005,0.986666679,0.99000001,1
154,0.819999993,0.680000007,0.620000005,0.99333334,0.983333349,1
155,0.790000021,0.660000026,0.610000014,0.99555558,0.984444439,1
156,0.810000002,0.639999986,0.579999983,0.99888891,0.99444443,1
157,0.800000012,0.649999976,0.589999974,1,0.99777776,1
158,0.810000002,0.680000007,0.579999983,1,0.99777776,1
159,0.819999993,0.680000007,0.589999974,1,0.99555558,1
160,0.810000002,0.620000005,0.569999993,1,0.99666667,1
161,0.810000002,0.680000007,0.589999974,1,1,1
162,0.819999993,0.660000026,0.579999983,1,1,1
163,0.819999993,0.680000007,0.589999974,1,0.99777776,1
164,0.829999983,0.649999976,0.589999974,1,0.99555558,1
165,0.829999983,0.649999976,0.600000024,1,0.99333334,1
166,0.829999983,0.620000005,0.589999974,1,0.9911111,1
167,0.819999993,0.649999976,0.589999974,1,0.963333309,1
168,0.810000002,0.569999993,0.589999974,1,0.887777805,1
169,0.810000002,0.589999974,0.600000024,1,0.948888898,1
170,0.810000002,0.660000026,0.579999983,1,0.971111119,1
171,0.810000002,0.589999974,0.600000024,1,0.99777776,1
172,0.819999993,0.670000017,0.569999993,1,0.99888891,1
173,0.819999993,0.649999976,0.610000014,1,0.99777776,1
174,0.800000012,0.660000026,0.579999983,1,0.99888891,1
175,0.819999993,0.629999995,0.639999986,1,0.99888891,0.862222195
176,0.800000012,0.680000007,0.610000014,1,1,0.893333316
177,0.800000012,0.670000017,0.649999976,1,1,0.957777798
178,0.800000012,0.680000007,0.579999983,1,1,0.983333349
179,0.819999993,0.680000007,0.610000014,1,1,0.99666667
180,0.819999993,0.670000017,0.600000024,1,1,1
181,0.819999993,0.670000017,0.589999974,1,1,1
182,0.819999993,0.649999976,0.579999983,1,1,1
183,0.810000002,0.660000026,0.579999983,1,1,1
184,0.819999993,0.670000017,0.579999983,1,1,1
185,0.800000012,0.649999976,0.589999974,1,0.955555558,1
186,0.819999993,0.600000024,0.589999974,1,0.896666646,1
187,0.819999993,0.649999976,0.589999974,1,0.963333309,1
188,0.810000002,0.629999995,0.579999983,1,0.99444443,1
189,0.819999993,0.639999986,0.589999974,1,0.99555558,1
190,0.819999993,0.639999986,0.579999983,1,0.99777776,1
191,0.800000012,0.649999976,0.579999983,1,0.99888891,1
192,0.819999993,0.649999976,0.589999974,1,1,1
193,0.819999993,0.649999976,0.589999974,1,1,1
194,0.819999993,0.639999986,0.579999983,1,1,1
195,0.810000002,0.660000026,0.589999974,1,1,1
196,0.819999993,0.649999976,0.579999983,1,1,1
197,0.810000002,0.649999976,0.579999983,1,1,1
198,0.819999993,0.660000026,0.600000024,1,1,1
199,0.810000002,0.670000017,0.589999974,1,1,1
200,0.810000002,0.629999995,0.589999974,1,1,1
201,0.810000002,0.639999986,0.569999993,1,1,1
202,0.829999983,0.660000026,0.579999983,1,1,1
203,0.819999993,0.660000026,0.589999974,1,1,1
204,0.819999993,0.670000017,0.579999983,1,1,1
205,0.800000012,0.639999986,0.600000024,1,1,1
206,0.810000002,0.660000026,0.660000026,1,1,0.99888891
207,0.810000002,0.639999986,0.5,1,1,0.826666653
208,0.829999983,0.670000017,0.639999986,1,1,0.912222207
209,0.689999998,0.670000017,0.579999983,0.889999986,1,0.973333359
210,0.790000021,0.629999995,0.569999993,0.861111104,0.9911111,0.99555558
211,0.839999974,0.670000017,0.569999993,0.944444418,0.850000024,0.99888891
212,0.800000012,0.670000017,0.600000024,0.982222199,0.924444437,1
213,0.819999993,0.620000005,0.589999974,0.986666679,0.973333359,1
214,0.769999981,0.680000007,0.610000014,0.99666667,0.99666667,1
215,0.829999983,0.660000026,0.589999974,0.99888891,1,1
216,0.819999993,0.670000017,0.589999974,1,1,1
217,0.810000002,0.649999976,0.600000024,1,1,1
218,0.800000012,0.680000007,0.610000014,0.99666667,1,1
219,0.810000002,0.699999988,0.610000014,0.99444443,1,1
220,0.850000024,0.649999976,0.600000024,0.99222225,1,1
221,0.829999983,0.670000017,0.610000014,0.99777776,1,1
222,0.819999993,0.670000017,0.610000014,0.99888891,1,1
223,0.829999983,0.689999998,0.610000014,1,1,1
224,0.800000012,0.680000007,0.610000014,1,1,1
225,0.829999983,0.670000017,0.600000024,0.99888891,1,1
226,0.810000002,0.670000017,0.600000024,0.99888891,1,1
227,0.810000002,0.680000007,0.610000014,1,1,1
228,0.810000002,0.670000017,0.600000024,1,1,1
229,0.829999983,0.680000007,0.600000024,1,1,1
230,0.819999993,0.680000007,0.610000014,1,1,1
231,0.829999983,0.680000007,0.589999974,1,1,1
232,0.810000002,0.689999998,0.600000024,1,1,1
233,0.829999983,0.680000007,0.610000014,1,1,1
234,0.829999983,0.680000007,0.600000024,1,1,1
235,0.819999993,0.680000007,0.589999974,1,1,1
236,0.819999993,0.670000017,0.589999974,1,1,1
237,0.829999983,0.680000007,0.579999983,1,1,1
238,0.819999993,0.680000007,0.610000014,1,1,1
239,0.829999983,0.660000026,0.589999974,1,1,1
240,0.839999974,0.670000017,0.600000024,1,1,1
241,0.829999983,0.670000017,0.600000024,1,1,1
242,0.829999983,0.660000026,0.600000024,1,1,1
243,0.819999993,0.670000017,0.589999974,1,1,1
244,0.829999983,0.680000007,0.589999974,1,1,1
245,0.819999993,0.660000026,0.610000014,1,1,1
246,0.819999993,0.680000007,0.600000024,1,1,1
247,0.829999983,0.670000017,0.589999974,1,1,1
248,0.829999983,0.680000007,0.620000005,1,1,0.872222245
249,0.819999993,0.670000017,0.579999983,1,1,0.936666667
250,0.819999993,0.680000007,0.610000014,1,1,0.976666689
251,0.829999983,0.670000017,0.600000024,1,1,0.974444449
252,0.839999974,0.560000002,0.579999983,1,0.867777765,1
253,0.829999983,0.629999995,0.589999974,1,0.877777755,1
254,0.839999974,0.639999986,0.589999974,1,0.947777748,1
255,0.829999983,0.649999976,0.600000024,1,0.978888869,1
256,0.829999983,0.620000005,0.610000014,1,0.99555558,1
257,0.839999974,0.620000005,0.610000014,1,1,1
258,0.829999983,0.649999976,0.600000024,1,1,1
259,0.829999983,0.660000026,0.610000014,1,1,1
260,0.829999983,0.639999986,0.620000005,1,1,1
261,0.839999974,0.660000026,0.620000005,1,1,1
262,0.829999983,0.649999976,0.620000005,1,1,1
263,0.829999983,0.680000007,0.620000005,1,1,1
264,0.839999974,0.670000017,0.610000014,1,1,1
265,0.819999993,0.660000026,0.620000005,1,1,1
266,0.810000002,0.649999976,0.620000005,1,1,1
267,0.829999983,0.660000026,0.620000005,1,1,1
268,0.810000002,0.649999976,0.620000005,1,1,1
269,0.829999983,0.670000017,0.610000014,1,1,1
270,0.810000002,0.660000026,0.600000024,1,1,1
271,0.819999993,0.680000007,0.620000005,1,1,1
272,0.75,0.660000026,0.600000024,0.939999998,1,1
273,0.819999993,0.670000017,0.600000024,0.925555527,1,1
274,0.839999974,0.670000017,0.610000014,0.977777779,1,1
275,0.810000002,0.670000017,0.600000024,0.984444439,1,1
276,0.779999971,0.680000007,0.620000005,0.99888891,1,1
277,0.829999983,0.670000017,0.610000014,0.99333334,1,1
278,0.810000002,0.680000007,0.620000005,1,1,1
279,0.829999983,0.670000017,0.600000024,1,1,1
280,0.810000002,0.670000017,0.620000005,1,1,1
281,0.829999983,0.670000017,0.600000024,1,1,1
282,0.819999993,0.680000007,0.600000024,1,1,1
283,0.810000002,0.670000017,0.610000014,1,1,1
284,0.810000002,0.670000017,0.620000005,1,1,1
285,0.829999983,0.699999988,0.600000024,1,1,1
286,0.819999993,0.670000017,0.600000024,1,1,1
287,0.819999993,0.569999993,0.600000024,1,0.905555546,1
288,0.819999993,0.600000024,0.600000024,1,0.883333325,1
289,0.819999993,0.649999976,0.589999974,1,0.961111128,1
290,0.819999993,0.649999976,0.620000005,1,0.99555558,1
291,0.810000002,0.649999976,0.589999974,1,1,1
292,0.810000002,0.680000007,0.589999974,1,1,1
293,0.819999993,0.670000017,0.589999974,1,1,0.935555577
294,0.810000002,0.680000007,0.649999976,1,1,0.844444454
295,0.810000002,0.660000026,0.629999995,1,1,0.955555558
296,0.810000002,0.670000017,0.629999995,1,1,0.971111119
297,0.810000002,0.660000026,0.600000024,1,1,0.99777776
298,0.810000002,0.680000007,0.620000005,1,1,0.99888891
299,0.810000002,0.670000017,0.600000024,1,1,1
300,0.810000002,0.670000017,0.629999995,1,1,1
301,0.810000002,0.660000026,0.639999986,1,1,1
302,0.810000002,0.660000026,0.629999995,1,1,1
303,0.810000002,0.670000017,0.629999995,1,1,1
304,0.810000002,0.660000026,0.639999986,1,1,1
305,0.810000002,0.670000017,0.629999995,1,1,1
306,0.810000002,0.660000026,0.639999986,1,1,1
307,0.819999993,0.660000026,0.639999986,1,1,1
308,0.810000002,0.660000026,0.629999995,1,1,1
309,0.829999983,0.660000026,0.629999995,1,1,1
310,0.819999993,0.660000026,0.629999995,1,1,1
311,0.819999993,0.660000026,0.620000005,1,1,1
312,0.819999993,0.660000026,0.620000005,1,1,1
313,0.819999993,0.670000017,0.629999995,1,1,1
314,0.819999993,0.660000026,0.620000005,1,1,1
315,0.829999983,0.660000026,0.620000005,1,1,1
316,0.819999993,0.660000026,0.629999995,1,1,1
317,0.819999993,0.660000026,0.620000005,1,1,1
318,0.819999993,0.660000026,0.620000005,1,1,1
319,0.819999993,0.660000026,0.620000005,1,1,1
320,0.819999993,0.660000026,0.600000024,1,1,1
321,0.829999983,0.660000026,0.620000005,1,1,1
322,0.819999993,0.649999976,0.620000005,1,1,1
323,0.829999983,0.649999976,0.610000014,1,1,1
324,0.819999993,0.649999976,0.610000014,1,1,1
325,0.810000002,0.670000017,0.600000024,1,1,1
326,0.819999993,0.660000026,0.610000014,1,1,1
327,0.810000002,0.649999976,0.610000014,1,1,1
328,0.829999983,0.660000026,0.610000014,1,1,1
329,0.829999983,0.670000017,0.610000014,1,1,1
330,0.829999983,0.629999995,0.600000024,1,1,1
331,0.810000002,0.639999986,0.610000014,1,1,1
332,0.819999993,0.660000026,0.600000024,1,1,1
333,0.829999983,0.649999976,0.610000014,1,1,1
334,0.810000002,0.660000026,0.610000014,1,1,1
335,0.800000012,0.660000026,0.600000024,1,1,1
336,0.810000002,0.660000026,0.610000014,1,1,1
337,0.819999993,0.649999976,0.610000014,1,1,1
338,0.810000002,0.660000026,0.600000024,1,1,1
339,0.800000012,0.639999986,0.600000024,1,1,1
340,0.800000012,0.560000002,0.610000014,1,0.884444416,1
341,0.75,0.579999983,0.569999993,0.99666667,0.847777784,0.895555556
342,0.800000012,0.629999995,0.680000007,0.875555575,0.951111138,0.864444435
343,0.810000002,0.649999976,0.639999986,0.957777798,0.980000019,0.963333309
344,0.779999971,0.629999995,0.610000014,0.966666639,0.99666667,0.98888886
345,0.839999974,0.639999986,0.589999974,0.99000001,0.99888891,0.99333334
346,0.839999974,0.649999976,0.610000014,0.99555558,1,0.99888891
347,0.829999983,0.649999976,0.620000005,0.99777776,1,1
348,0.829999983,0.639999986,0.620000005,1,1,1
349,0.819999993,0.649999976,0.620000005,1,1,1
350,0.819999993,0.649999976,0.620000005,1,1,1
351,0.819999993,0.649999976,0.610000014,1,1,1
352,0.819999993,0.670000017,0.610000014,1,1,1
353,0.819999993,0.649999976,0.620000005,1,1,1
354,0.819999993,0.649999976,0.620000005,1,1,1
355,0.819999993,0.649999976,0.610000014,1,1,1
356,0.819999993,0.660000026,0.620000005,1,1,1
357,0.819999993,0.639999986,0.610000014,1,1,1
358,0.819999993,0.660000026,0.610000014,1,1,1
359,0.819999993,0.660000026,0.620000005,1,1,1
360,0.819999993,0.660000026,0.620000005,1,1,1
361,0.819999993,0.670000017,0.610000014,1,1,1
362,0.819999993,0.660000026,0.620000005,1,1,1
363,0.819999993,0.649999976,0.610000014,1,1,1
364,0.819999993,0.670000017,0.620000005,1,1,1
365,0.819999993,0.649999976,0.610000014,1,1,1
366,0.819999993,0.670000017,0.610000014,1,1,1
367,0.819999993,0.670000017,0.620000005,1,1,1
368,0.819999993,0.649999976,0.620000005,1,1,1
369,0.819999993,0.649999976,0.629999995,1,1,1
370,0.819999993,0.670000017,0.629999995,1,1,1
371,0.819999993,0.660000026,0.610000014,1,1,1
372,0.819999993,0.689999998,0.629999995,1,1,1
373,0.819999993,0.660000026,0.639999986,1,1,1
374,0.819999993,0.680000007,0.620000005,1,1,1
375,0.819999993,0.670000017,0.629999995,1,1,1
376,0.819999993,0.689999998,0.629999995,1,1,1
377,0.819999993,0.689999998,0.620000005,1,1,1
378,0.819999993,0.680000007,0.649999976,1,1,1
379,0.819999993,0.680000007,0.610000014,1,1,1
380,0.819999993,0.689999998,0.629999995,1,1,1
381,0.829999983,0.680000007,0.629999995,1,1,1
382,0.829999983,0.689999998,0.629999995,1,1,1
383,0.819999993,0.680000007,0.620000005,1,1,1
384,0.829999983,0.680000007,0.639999986,1,1,1
385,0.819999993,0.680000007,0.620000005,1,1,1
386,0.829999983,0.670000017,0.600000024,1,1,1
387,0.829999983,0.680000007,0.620000005,1,1,1
388,0.819999993,0.670000017,0.629999995,1,1,1
389,0.810000002,0.689999998,0.610000014,1,1,1
390,0.819999993,0.680000007,0.610000014,1,1,0.882222235
391,0.819999993,0.680000007,0.610000014,1,1,0.874444425
392,0.819999993,0.689999998,0.629999995,1,1,0.976666689
393,0.819999993,0.660000026,0.610000014,1,1,0.98888886
394,0.829999983,0.680000007,0.600000024,1,1,0.99888891
395,0.819999993,0.699999988,0.600000024,1,1,1
396,0.819999993,0.680000007,0.589999974,1,1,1
397,0.819999993,0.670000017,0.600000024,1,1,1
398,0.819999993,0.670000017,0.620000005,1,1,1
399,0.819999993,0.670000017,0.610000014,1,1,1
400,0.819999993,0.670000017,0.610000014,1,1,1
401,0.810000002,0.639999986,0.600000024,1,0.885555565,1
402,0.810000002,0.660000026,0.620000005,1,0.860000014,1
403,0.810000002,0.639999986,0.610000014,1,0.956666648,1
404,0.810000002,0.649999976,0.620000005,1,0.99222225,1
405,0.790000021,0.629999995,0.610000014,1,0.99888891,1
406,0.810000002,0.639999986,0.600000024,1,1,1
407,0.75,0.629999995,0.610000014,0.899999976,1,1
408,0.810000002,0.629999995,0.600000024,0.946666658,1,1
409,0.810000002,0.629999995,0.610000014,0.976666689,1,1
410,0.790000021,0.629999995,0.600000024,0.98777777,1,1
411,0.829999983,0.620000005,0.610000014,0.9911111,1,1
412,0.810000002,0.629999995,0.620000005,0.99777776,1,1
413,0.819999993,0.629999995,0.600000024,0.99333334,1,1
414,0.819999993,0.620000005,0.589999974,0.99222225,1,1
415,0.819999993,0.629999995,0.610000014,1,1,1
416,0.839999974,0.610000014,0.600000024,1,1,1
417,0.819999993,0.620000005,0.600000024,1,1,1
418,0.819999993,0.620000005,0.600000024,1,1,1
419,0.829999983,0.620000005,0.600000024,1,1,1
420,0.839999974,0.610000014,0.610000014,1,1,1
421,0.839999974,0.620000005,0.610000014,1,1,1
422,0.839999974,0.620000005,0.600000024,1,1,1
423,0.829999983,0.610000014,0.600000024,1,1,1
424,0.839999974,0.610000014,0.600000024,1,1,1
425,0.839999974,0.629999995,0.600000024,1,1,1
426,0.839999974,0.629999995,0.600000024,1,1,1
427,0.829999983,0.620000005,0.600000024,1,1,1
428,0.839999974,0.629999995,0.600000024,1,1,1
429,0.839999974,0.620000005,0.600000024,1,1,1
430,0.839999974,0.629999995,0.600000024,1,1,1
431,0.829999983,0.620000005,0.600000024,1,1,1
432,0.839999974,0.629999995,0.610000014,1,1,1
433,0.829999983,0.629999995,0.589999974,1,1,1
434,0.839999974,0.620000005,0.610000014,1,1,1
435,0.829999983,0.629999995,0.589999974,1,1,0.956666648
436,0.829999983,0.649999976,0.589999974,1,1,0.793333352
437,0.829999983,0.629999995,0.620000005,1,1,0.916666687
438,0.829999983,0.620000005,0.649999976,1,1,0.965555549
439,0.829999983,0.629999995,0.629999995,1,1,0.99555558
440,0.829999983,0.629999995,0.639999986,1,1,1
441,0.829999983,0.639999986,0.639999986,1,1,1
442,0.819999993,0.629999995,0.629999995,1,1,1
443,0.819999993,0.629999995,0.629999995,1,1,1
444,0.829999983,0.649999976,0.639999986,1,1,1
445,0.819999993,0.639999986,0.639999986,1,1,1
446,0.819999993,0.649999976,0.629999995,1,1,1
447,0.819999993,0.629999995,0.639999986,1,1,1
448,0.819999993,0.629999995,0.629999995,1,1,1
449,0.819999993,0.629999995,0.639999986,1,1,1
450,0.819999993,0.629999995,0.639999986,1,1,1
