Epoch,AttentionModelwFeatWeights_val,AttentionModelwoFeatWeights_val,DenseModel_val,AttentionModelwFeatWeights_train,AttentionModelwoFeatWeights_train,DenseModel_train
88,0.8,0.69,0.58,0.95,1,0.843333333
89,0.78,0.67,0.54,0.952222222,0.997777778,0.824444444
90,0.79,0.65,0.61,0.951111111,1,0.806666667
91,0.8,0.68,0.62,0.953333333,0.984444444,0.832222222
92,0.79,0.65,0.71,0.956666667,0.994444444,0.835555556
93,0.81,0.64,0.57,0.954444444,1,0.832222222
94,0.78,0.67,0.53,0.948888889,1,0.852222222
95,0.8,0.66,0.6,0.952222222,1,0.828888889
96,0.82,0.65,0.62,0.942222222,1,0.828888889
97,0.79,0.65,0.6,0.951111111,0.998888889,0.83
98,0.8,0.68,0.53,0.955555556,1,0.847777778
99,0.79,0.71,0.61,0.964444444,1,0.847777778
100,0.8,0.66,0.57,0.962222222,1,0.838888889
101,0.79,0.65,0.68,0.961111111,1,0.851111111
102,0.78,0.66,0.53,0.961111111,1,0.86
103,0.81,0.7,0.7,0.956666667,1,0.886666667
104,0.79,0.66,0.63,0.961111111,0.998888889,0.86
105,0.79,0.65,0.65,0.964444444,1,0.862222222
106,0.78,0.68,0.59,0.963333333,1,0.858888889
107,0.82,0.65,0.61,0.958888889,1,0.863333333
108,0.81,0.66,0.69,0.964444444,1,0.881111111
109,0.8,0.66,0.73,0.962222222,1,0.858888889
110,0.8,0.66,0.67,0.955555556,1,0.862222222
111,0.79,0.68,0.72,0.957777778,1,0.862222222
112,0.81,0.66,0.63,0.965555556,1,0.867777778
113,0.81,0.67,0.68,0.967777778,1,0.863333333
114,0.8,0.66,0.7,0.966666667,1,0.868888889
115,0.82,0.66,0.65,0.964444444,1,0.873333333
116,0.81,0.65,0.53,0.967777778,1,0.858888889
117,0.82,0.65,0.55,0.968888889,1,0.874444444
118,0.81,0.64,0.63,0.968888889,1,0.865555556
119,0.81,0.67,0.59,0.97,1,0.864444444
120,0.83,0.66,0.59,0.967777778,1,0.871111111
121,0.82,0.63,0.56,0.97,1,0.86
122,0.81,0.66,0.61,0.972222222,1,0.892222222
123,0.82,0.66,0.62,0.974444444,1,0.867777778
124,0.81,0.68,0.58,0.971111111,1,0.881111111
125,0.84,0.66,0.5,0.97,1,0.863333333
126,0.85,0.67,0.68,0.971111111,1,0.863333333
127,0.85,0.66,0.72,0.974444444,1,0.893333333
128,0.86,0.65,0.62,0.973333333,1,0.873333333
129,0.84,0.67,0.62,0.975555556,1,0.877777778
130,0.85,0.66,0.63,0.974444444,1,0.887777778
131,0.81,0.66,0.62,0.972222222,1,0.896666667
132,0.84,0.66,0.66,0.968888889,1,0.882222222
133,0.83,0.67,0.63,0.976666667,1,0.904444444
134,0.83,0.65,0.58,0.971111111,1,0.882222222
135,0.78,0.67,0.6,0.962222222,1,0.881111111
136,0.83,0.67,0.53,0.972222222,1,0.835555556
137,0.83,0.67,0.65,0.977777778,1,0.903333333
138,0.84,0.65,0.67,0.978888889,1,0.904444444
139,0.81,0.67,0.58,0.97,1,0.904444444
140,0.83,0.67,0.66,0.976666667,1,0.875555556
141,0.82,0.68,0.58,0.982222222,1,0.91
142,0.83,0.68,0.65,0.984444444,1,0.885555556
143,0.82,0.67,0.56,0.983333333,1,0.897777778
144,0.82,0.66,0.57,0.987777778,1,0.841111111
145,0.82,0.66,0.63,0.988888889,1,0.893333333
146,0.83,0.66,0.65,0.986666667,1,0.894444444
147,0.83,0.65,0.65,0.987777778,1,0.911111111
148,0.82,0.66,0.68,0.99,1,0.895555556
149,0.82,0.67,0.53,0.985555556,1,0.904444444
150,0.82,0.66,0.6,0.987777778,1,0.927777778
151,0.82,0.66,0.64,0.984444444,1,0.905555556
152,0.83,0.66,0.63,0.987777778,1,0.895555556
153,0.82,0.66,0.65,0.986666667,1,0.901111111
154,0.84,0.66,0.62,0.988888889,1,0.934444444
155,0.83,0.66,0.62,0.99,1,0.931111111
156,0.84,0.66,0.45,0.988888889,1,0.93
157,0.83,0.64,0.63,0.987777778,1,0.846666667
158,0.83,0.67,0.66,0.991111111,1,0.918888889
159,0.85,0.66,0.57,0.99,1,0.911111111
160,0.85,0.67,0.58,0.991111111,1,0.921111111
161,0.84,0.67,0.63,0.991111111,1,0.872222222
162,0.84,0.67,0.6,0.986666667,1,0.925555556
163,0.84,0.67,0.57,0.986666667,1,0.924444444
164,0.84,0.66,0.63,0.99,1,0.835555556
165,0.84,0.66,0.62,0.991111111,1,0.912222222
166,0.85,0.66,0.66,0.99,1,0.934444444
167,0.84,0.67,0.59,0.99,1,0.925555556
168,0.85,0.67,0.64,0.99,1,0.901111111
169,0.84,0.67,0.63,0.988888889,1,0.923333333
170,0.85,0.67,0.57,0.986666667,1,0.928888889
171,0.74,0.67,0.56,0.931111111,1,0.925555556
172,0.77,0.66,0.65,0.872222222,1,0.841111111
173,0.78,0.67,0.47,0.914444444,1,0.916666667
174,0.83,0.66,0.61,0.944444444,1,0.833333333
175,0.82,0.67,0.65,0.962222222,1,0.935555556
176,0.83,0.66,0.67,0.967777778,1,0.925555556
177,0.82,0.66,0.68,0.981111111,1,0.93
178,0.83,0.67,0.66,0.978888889,1,0.957777778
179,0.83,0.67,0.6,0.974444444,1,0.944444444
180,0.81,0.65,0.65,0.98,1,0.91
181,0.82,0.67,0.59,0.977777778,1,0.931111111
182,0.83,0.67,0.63,0.982222222,1,0.943333333
183,0.82,0.67,0.65,0.981111111,1,0.904444444
184,0.83,0.67,0.65,0.977777778,1,0.936666667
185,0.84,0.66,0.59,0.977777778,1,0.92
186,0.81,0.67,0.66,0.98,1,0.956666667
187,0.81,0.67,0.6,0.976666667,1,0.961111111
188,0.81,0.67,0.66,0.982222222,1,0.915555556
189,0.82,0.67,0.64,0.983333333,1,0.933333333
190,0.83,0.67,0.63,0.98,1,0.972222222
191,0.8,0.67,0.59,0.985555556,1,0.927777778
192,0.81,0.67,0.53,0.972222222,1,0.943333333
193,0.82,0.67,0.61,0.983333333,1,0.916666667
194,0.81,0.66,0.54,0.996666667,1,0.917777778
195,0.82,0.67,0.59,0.981111111,1,0.857777778
196,0.82,0.67,0.68,0.983333333,1,0.928888889
197,0.82,0.67,0.55,0.99,1,0.95
198,0.82,0.67,0.61,0.988888889,1,0.931111111
199,0.82,0.67,0.64,0.98,1,0.896666667
200,0.81,0.67,0.5,0.992222222,1,0.964444444
201,0.82,0.67,0.63,0.987777778,1,0.691111111
202,0.84,0.67,0.51,0.985555556,1,0.841111111
203,0.81,0.67,0.62,0.988888889,1,0.862222222
204,0.84,0.66,0.65,0.986666667,1,0.925555556
205,0.82,0.67,0.67,0.993333333,1,0.911111111
206,0.79,0.67,0.57,0.971111111,1,0.948888889
207,0.8,0.67,0.65,0.966666667,1,0.937777778
208,0.8,0.67,0.69,0.972222222,1,0.907777778
209,0.81,0.67,0.63,0.946666667,1,0.952222222
210,0.82,0.67,0.59,0.975555556,1,0.902222222
211,0.81,0.67,0.49,0.972222222,1,0.976666667
212,0.82,0.67,0.54,0.973333333,1,0.863333333
213,0.84,0.67,0.65,0.984444444,1,0.887777778
214,0.82,0.67,0.52,0.99,1,0.946666667
215,0.83,0.67,0.64,0.993333333,1,0.87
216,0.82,0.67,0.63,0.988888889,1,0.918888889
217,0.83,0.67,0.65,0.99,1,0.962222222
218,0.84,0.67,0.67,0.994444444,1,0.937777778
219,0.81,0.67,0.54,0.992222222,1,0.965555556
220,0.82,0.67,0.61,0.987777778,1,0.895555556
221,0.81,0.67,0.56,0.99,1,0.966666667
222,0.84,0.67,0.55,0.993333333,1,0.954444444
223,0.81,0.67,0.63,0.99,1,0.955555556
224,0.83,0.66,0.68,0.988888889,1,0.964444444
225,0.81,0.67,0.58,0.992222222,1,0.956666667
226,0.82,0.67,0.59,0.987777778,1,0.92
227,0.85,0.67,0.61,0.992222222,1,0.982222222
228,0.83,0.67,0.68,0.987777778,1,0.954444444
229,0.81,0.67,0.63,0.993333333,1,0.962222222
230,0.82,0.67,0.61,0.996666667,1,0.968888889
231,0.82,0.66,0.6,0.994444444,1,0.981111111
232,0.81,0.67,0.61,0.986666667,1,0.935555556
233,0.8,0.67,0.64,0.984444444,1,0.966666667
234,0.8,0.67,0.62,0.991111111,1,0.98
235,0.82,0.67,0.55,0.993333333,1,0.963333333
236,0.82,0.67,0.59,0.997777778,1,0.91
237,0.81,0.67,0.56,0.998888889,1,0.978888889
238,0.81,0.67,0.6,0.998888889,1,0.964444444
239,0.81,0.67,0.51,0.998888889,1,0.952222222
240,0.81,0.67,0.63,0.998888889,1,0.961111111
241,0.81,0.67,0.65,0.998888889,1,0.994444444
242,0.81,0.67,0.64,0.998888889,1,0.996666667
243,0.81,0.67,0.63,0.998888889,1,0.998888889
244,0.81,0.67,0.68,0.998888889,1,0.998888889
245,0.81,0.67,0.62,0.998888889,1,0.998888889
246,0.81,0.67,0.67,0.998888889,1,1
247,0.81,0.67,0.63,1,1,0.933333333
248,0.81,0.67,0.61,1,1,0.988888889
249,0.82,0.67,0.65,0.998888889,1,0.997777778
250,0.8,0.67,0.71,0.998888889,1,0.923333333
251,0.79,0.67,0.65,0.99,1,0.967777778
252,0.82,0.67,0.63,0.996666667,1,0.994444444
253,0.82,0.67,0.67,0.996666667,1,0.988888889
254,0.82,0.67,0.64,0.998888889,1,0.951111111
255,0.82,0.67,0.7,0.998888889,1,0.961111111
256,0.82,0.67,0.6,1,1,0.98
257,0.82,0.67,0.66,1,1,0.972222222
258,0.82,0.67,0.65,1,1,0.97
259,0.82,0.67,0.69,1,1,0.994444444
260,0.82,0.67,0.6,1,1,0.968888889
261,0.82,0.67,0.67,1,1,0.993333333
262,0.82,0.67,0.65,1,1,1
263,0.82,0.67,0.65,1,1,1
264,0.78,0.67,0.69,0.99,1,0.951111111
265,0.82,0.67,0.63,0.967777778,1,0.992222222
266,0.81,0.67,0.65,0.981111111,1,1
267,0.81,0.67,0.65,0.978888889,1,1
268,0.77,0.67,0.65,0.958888889,1,1
269,0.83,0.67,0.62,0.974444444,1,1
270,0.83,0.67,0.66,0.975555556,1,1
271,0.84,0.67,0.64,0.993333333,1,1
272,0.84,0.67,0.65,0.993333333,1,1
273,0.84,0.67,0.64,0.991111111,1,1
274,0.81,0.67,0.64,0.974444444,1,1
275,0.84,0.67,0.62,0.993333333,1,1
276,0.81,0.67,0.62,0.987777778,1,1
277,0.83,0.67,0.63,0.99,1,1
278,0.84,0.66,0.62,0.998888889,1,1
279,0.83,0.66,0.63,0.998888889,1,1
280,0.83,0.66,0.64,0.998888889,1,1
281,0.83,0.66,0.62,0.997777778,1,1
282,0.83,0.66,0.63,0.998888889,1,1
283,0.84,0.66,0.63,0.998888889,1,1
284,0.84,0.66,0.65,1,1,1
285,0.84,0.67,0.64,1,1,1
286,0.84,0.67,0.65,1,1,1
287,0.84,0.67,0.63,1,1,1
288,0.84,0.67,0.62,1,1,1
289,0.84,0.67,0.62,1,1,1
290,0.84,0.67,0.63,1,1,1
291,0.84,0.67,0.61,1,1,1
292,0.84,0.67,0.63,1,1,1
293,0.84,0.67,0.63,1,1,1
294,0.84,0.67,0.64,1,1,1
295,0.84,0.67,0.62,1,1,1
296,0.84,0.67,0.62,1,1,1
297,0.83,0.67,0.61,1,1,1
298,0.81,0.67,0.61,0.994444444,1,1
299,0.75,0.67,0.62,0.983333333,1,1
300,0.8,0.66,0.61,0.968888889,1,1
301,0.81,0.67,0.61,0.984444444,1,1
302,0.84,0.67,0.61,0.991111111,1,1
303,0.83,0.67,0.61,0.997777778,1,1
304,0.83,0.67,0.62,0.998888889,1,1
305,0.83,0.67,0.62,0.998888889,1,1
306,0.83,0.67,0.62,0.997777778,1,1
307,0.81,0.67,0.61,0.998888889,1,1
308,0.85,0.67,0.62,0.996666667,1,1
309,0.85,0.67,0.62,1,1,1
310,0.85,0.67,0.61,1,1,1
311,0.84,0.67,0.61,1,1,1
312,0.84,0.67,0.62,1,1,1
313,0.84,0.67,0.61,1,1,1
314,0.84,0.67,0.62,0.998888889,1,1
315,0.84,0.67,0.62,0.998888889,1,1
316,0.84,0.67,0.62,1,1,1
317,0.84,0.67,0.62,1,1,1
318,0.84,0.67,0.63,1,1,1
319,0.8,0.67,0.62,0.996666667,1,1
320,0.84,0.67,0.62,0.982222222,1,1
321,0.82,0.67,0.62,0.993333333,1,1
322,0.84,0.67,0.64,0.994444444,1,1
323,0.81,0.67,0.62,0.991111111,1,1
324,0.84,0.67,0.62,0.992222222,1,1
325,0.84,0.67,0.64,0.998888889,1,1
326,0.84,0.67,0.63,1,1,1
327,0.84,0.67,0.63,1,1,1
328,0.84,0.67,0.62,1,1,1
329,0.8,0.67,0.62,0.996666667,1,1
330,0.83,0.66,0.62,0.986666667,1,1
331,0.83,0.67,0.63,0.998888889,1,1
332,0.81,0.67,0.63,0.996666667,1,1
333,0.83,0.67,0.62,0.994444444,1,1
334,0.84,0.67,0.63,0.998888889,1,1
335,0.83,0.67,0.64,1,1,1
336,0.83,0.67,0.64,0.998888889,1,1
337,0.84,0.67,0.64,0.998888889,1,1
338,0.84,0.67,0.62,0.998888889,1,1
339,0.84,0.67,0.62,0.998888889,1,1
340,0.84,0.67,0.63,0.998888889,1,1
341,0.84,0.67,0.63,0.998888889,1,1
342,0.84,0.67,0.64,0.998888889,1,1
343,0.84,0.67,0.64,0.998888889,1,1
344,0.84,0.67,0.63,1,1,1
345,0.84,0.67,0.63,1,1,1
346,0.82,0.67,0.63,0.987777778,1,1
347,0.78,0.67,0.63,0.95,1,1
348,0.83,0.67,0.63,0.966666667,1,1
349,0.84,0.67,0.63,0.971111111,1,1
350,0.84,0.67,0.64,0.97,1,1
351,0.81,0.67,0.64,0.976666667,1,1
352,0.84,0.66,0.64,0.988888889,1,1
353,0.83,0.66,0.64,0.997777778,1,1
354,0.84,0.66,0.64,0.994444444,1,1
355,0.85,0.66,0.64,0.998888889,1,1
356,0.84,0.67,0.64,0.998888889,1,1
357,0.84,0.67,0.64,1,1,1
358,0.82,0.67,0.64,1,1,1
359,0.82,0.66,0.64,1,1,1
360,0.83,0.66,0.64,1,1,1
361,0.83,0.66,0.64,1,1,1
362,0.83,0.66,0.64,0.998888889,1,1
363,0.83,0.67,0.64,0.998888889,1,1
364,0.81,0.67,0.64,0.998888889,1,1
365,0.81,0.67,0.64,0.996666667,1,1
366,0.81,0.67,0.63,0.986666667,1,1
367,0.85,0.67,0.64,0.985555556,1,1
368,0.82,0.67,0.64,0.993333333,1,1
369,0.82,0.67,0.64,0.994444444,1,1
370,0.84,0.67,0.63,0.998888889,1,1
371,0.82,0.67,0.63,1,1,1
372,0.84,0.67,0.63,1,1,1
373,0.83,0.67,0.63,0.998888889,1,1
374,0.83,0.66,0.63,0.998888889,1,1
375,0.83,0.66,0.64,1,1,1
376,0.83,0.67,0.63,0.998888889,1,1
377,0.83,0.67,0.63,1,1,1
378,0.83,0.67,0.63,1,1,1
379,0.83,0.67,0.63,1,1,1
380,0.83,0.67,0.63,0.998888889,1,1
381,0.83,0.67,0.63,0.998888889,1,1
382,0.83,0.67,0.63,0.998888889,1,1
383,0.83,0.67,0.64,0.99,1,1
384,0.84,0.67,0.64,0.997777778,1,1
385,0.84,0.67,0.63,0.998888889,1,1
386,0.82,0.67,0.64,0.997777778,1,1
387,0.84,0.67,0.64,0.998888889,1,1
388,0.83,0.67,0.64,0.997777778,1,1
389,0.82,0.67,0.64,0.986666667,1,1
390,0.81,0.67,0.64,0.973333333,1,1
391,0.84,0.67,0.64,0.992222222,1,1
392,0.83,0.67,0.64,0.997777778,1,1
393,0.83,0.67,0.64,1,1,1
394,0.84,0.67,0.64,1,1,1
395,0.84,0.67,0.64,0.998888889,1,1
396,0.84,0.66,0.64,0.998888889,1,1
397,0.83,0.67,0.64,1,1,1
398,0.82,0.67,0.63,1,1,1
399,0.82,0.67,0.64,1,1,1
400,0.82,0.67,0.64,1,1,1
401,0.82,0.67,0.63,1,1,1
402,0.83,0.67,0.64,1,1,1
403,0.83,0.67,0.64,1,1,1
404,0.8,0.66,0.64,0.997777778,1,1
405,0.83,0.66,0.64,0.995555556,1,1
406,0.83,0.67,0.64,1,1,1
407,0.82,0.67,0.64,1,1,1
408,0.83,0.67,0.64,1,1,1
409,0.83,0.67,0.64,1,1,1
410,0.83,0.67,0.64,1,1,1
411,0.83,0.67,0.64,1,1,1
412,0.83,0.67,0.64,1,1,1
413,0.83,0.67,0.64,1,1,1
414,0.82,0.67,0.64,0.997777778,1,1
415,0.84,0.67,0.64,0.997777778,1,1
416,0.84,0.67,0.64,0.998888889,1,1
417,0.83,0.67,0.64,1,1,1
418,0.83,0.67,0.64,1,1,1
419,0.83,0.67,0.64,1,1,1
420,0.85,0.67,0.63,0.998888889,1,1
421,0.83,0.67,0.63,0.998888889,1,1
422,0.82,0.67,0.62,0.992222222,1,1
423,0.83,0.67,0.62,0.993333333,1,1
424,0.82,0.66,0.63,0.997777778,1,1
425,0.81,0.66,0.63,0.992222222,1,1
426,0.83,0.67,0.63,0.984444444,1,1
427,0.82,0.67,0.63,0.997777778,1,1
428,0.81,0.67,0.63,0.998888889,1,1
429,0.83,0.67,0.63,0.998888889,1,1
430,0.83,0.67,0.64,1,1,1
431,0.83,0.67,0.64,1,1,1
432,0.83,0.67,0.64,1,1,1
433,0.83,0.67,0.64,1,1,1
434,0.83,0.67,0.64,1,1,1
435,0.83,0.67,0.64,1,1,1
436,0.83,0.67,0.64,1,1,1
437,0.83,0.67,0.64,0.998888889,1,1
438,0.82,0.67,0.64,0.998888889,1,1
439,0.83,0.67,0.64,1,1,1
440,0.83,0.67,0.64,0.997777778,1,1
441,0.83,0.67,0.64,1,1,1
442,0.83,0.67,0.64,1,1,1
443,0.83,0.67,0.64,1,1,1
444,0.83,0.67,0.64,1,1,1
445,0.83,0.67,0.64,1,1,1
446,0.83,0.67,0.64,1,1,1
447,0.83,0.66,0.64,1,1,1
448,0.81,0.66,0.64,0.997777778,1,1
449,0.82,0.66,0.64,0.995555556,1,1
450,0.8,0.66,0.64,0.995555556,1,1
451,0.83,0.66,0.64,0.997777778,1,1
452,0.83,0.66,0.64,1,1,1
453,0.82,0.66,0.64,0.997777778,1,1
454,0.82,0.66,0.63,0.991111111,1,1
455,0.84,0.66,0.63,0.988888889,1,1
456,0.84,0.66,0.64,0.994444444,1,1
457,0.84,0.66,0.64,0.997777778,1,1
458,0.83,0.66,0.64,0.998888889,1,1
459,0.83,0.66,0.64,1,1,1
460,0.83,0.66,0.64,1,1,1
461,0.83,0.67,0.64,1,1,1
462,0.83,0.66,0.64,1,1,1
463,0.83,0.66,0.64,1,1,1
464,0.83,0.66,0.64,1,1,1
465,0.83,0.66,0.64,1,1,1
466,0.83,0.66,0.64,1,1,1
467,0.83,0.66,0.64,1,1,1
468,0.83,0.66,0.64,1,1,1
469,0.83,0.66,0.64,1,1,1
470,0.83,0.66,0.64,1,1,1
471,0.83,0.66,0.64,1,1,1
472,0.84,0.66,0.64,1,1,1
473,0.84,0.66,0.64,1,1,1
474,0.84,0.66,0.64,1,1,1
475,0.84,0.66,0.64,1,1,1
476,0.84,0.66,0.64,1,1,1
477,0.84,0.67,0.62,1,1,1
478,0.84,0.66,0.64,1,1,1
479,0.84,0.66,0.64,1,1,1
480,0.84,0.66,0.64,1,1,1
481,0.83,0.66,0.64,1,1,1
482,0.83,0.66,0.64,1,1,1
483,0.83,0.66,0.64,1,1,1
484,0.83,0.67,0.64,1,1,1
485,0.83,0.67,0.64,1,1,1
486,0.83,0.66,0.64,1,1,1
487,0.83,0.66,0.64,1,1,1
488,0.83,0.66,0.64,1,1,1
489,0.83,0.66,0.64,1,1,1
490,0.83,0.66,0.64,1,1,1
491,0.83,0.66,0.64,1,1,1
492,0.83,0.66,0.64,1,1,1
493,0.83,0.66,0.64,1,1,1
494,0.83,0.66,0.64,1,1,1
495,0.83,0.66,0.64,1,1,1
496,0.83,0.66,0.64,1,1,1
497,0.83,0.66,0.64,1,1,1
498,0.83,0.66,0.64,1,1,1
499,0.83,0.66,0.64,1,1,1
500,0.83,0.66,0.64,1,1,1
501,0.83,0.66,0.64,1,1,1
502,0.83,0.66,0.64,1,1,1
503,0.83,0.66,0.64,1,1,1
504,0.83,0.66,0.64,1,1,1
505,0.83,0.66,0.64,1,1,1
506,0.83,0.66,0.64,1,1,1
507,0.83,0.66,0.64,1,1,1
508,0.83,0.66,0.64,1,1,1
509,0.83,0.66,0.64,1,1,1
510,0.83,0.66,0.64,1,1,1
511,0.83,0.66,0.64,1,1,1
512,0.83,0.66,0.64,1,1,1
513,0.83,0.66,0.64,1,1,1
514,0.83,0.66,0.64,1,1,1
515,0.82,0.66,0.64,1,1,1
516,0.82,0.66,0.64,1,1,1
517,0.82,0.66,0.64,1,1,1
518,0.82,0.66,0.64,1,1,1
519,0.82,0.66,0.64,1,1,1
520,0.82,0.66,0.64,1,1,1
521,0.82,0.66,0.64,1,1,1
522,0.82,0.66,0.64,1,1,1
523,0.82,0.66,0.64,1,1,1
524,0.82,0.66,0.64,1,1,1
525,0.82,0.66,0.64,1,1,1
526,0.82,0.66,0.64,1,1,1
527,0.82,0.66,0.64,1,1,1
528,0.82,0.66,0.64,1,1,1
529,0.82,0.66,0.64,1,1,1
530,0.82,0.66,0.64,1,1,1
531,0.82,0.66,0.64,1,1,1
532,0.82,0.66,0.64,1,1,1
533,0.82,0.66,0.64,1,1,1
534,0.82,0.66,0.64,1,1,1
535,0.82,0.66,0.64,1,1,1
536,0.82,0.66,0.64,1,1,1
537,0.82,0.66,0.64,1,1,1
538,0.82,0.66,0.64,1,1,1
539,0.82,0.66,0.64,1,1,1
540,0.82,0.66,0.64,1,1,1
541,0.82,0.66,0.64,1,1,1
542,0.82,0.66,0.64,1,1,1
543,0.82,0.66,0.64,1,1,1
544,0.82,0.66,0.64,1,1,1
545,0.82,0.66,0.64,1,1,1
546,0.82,0.66,0.64,1,1,1
547,0.82,0.66,0.64,1,1,1
548,0.82,0.67,0.64,1,1,1
549,0.82,0.67,0.64,1,1,1
550,0.82,0.66,0.64,1,1,1
551,0.82,0.66,0.64,1,1,1
