epoch,accuracy,loss,val_accuracy,val_loss
0,0.48444444444444446,0.8867312320477465,0.5,0.8331333643658219
1,0.5166666666666667,0.7307497995700305,0.5,0.8398135711196737
2,0.5277777777777778,0.7001164456909972,0.64,0.6538022882684398
3,0.5277777777777778,0.6947002334362742,0.52,0.8840288442299385
4,0.5166666666666667,0.698178011384375,0.54,0.7027658198240245
5,0.5455555555555556,0.6832258609231624,0.43,1.0611085274963705
6,0.5577777777777778,0.6801633717187171,0.58,0.6875352784720943
7,0.59,0.6716162316521279,0.57,0.6541596241508809
8,0.5888888888888889,0.6496923947915314,0.48,0.9170554012483045
9,0.5944444444444444,0.6680674497481756,0.49,0.8373642713769189
10,0.6088888888888889,0.6478937420980377,0.53,0.8337967919290911
11,0.6177777777777778,0.6397050464840901,0.56,0.7373852815332618
12,0.6211111111111111,0.6189479103454465,0.47,0.8836528979728517
13,0.6366666666666667,0.6160511503453985,0.51,0.8930197004482653
14,0.6233333333333333,0.6284253431798783,0.54,0.8046442429742022
15,0.6166666666666667,0.6235388514081315,0.56,0.7490201086723144
16,0.6411111111111111,0.6151839842398651,0.6,0.7750505102779383
17,0.65,0.6101407143888526,0.5,0.8010024793242886
18,0.6633333333333333,0.6063263804290022,0.57,0.7370252008136311
19,0.6444444444444445,0.6067853363684422,0.61,0.7187944970521296
20,0.6655555555555556,0.5901598848589162,0.66,0.6442512935439747
21,0.6644444444444444,0.5921856048860116,0.6,0.8844893590557006
22,0.6722222222222223,0.5864458438150598,0.62,0.7731887858072031
23,0.6833333333333333,0.5755841471231448,0.62,0.7075413746690937
24,0.6944444444444444,0.5640728312886994,0.46,1.2795247701102797
25,0.6577777777777778,0.576648499866275,0.55,1.0253473477255854
26,0.69,0.5750537477333482,0.67,0.7654300989435374
27,0.6744444444444444,0.5648813306598662,0.51,0.8899605672007721
28,0.69,0.5685028083404894,0.58,0.733093217401178
29,0.7188888888888889,0.5303580299514504,0.7,0.6419610784822257
