epoch,accuracy,loss,val_accuracy,val_loss
0,0.6666666865348816,0.6241786479949951,0.6200000047683716,0.6713933348655701
1,0.7611111402511597,0.4907458424568176,0.8299999833106995,0.46075308322906494
2,0.8066666722297668,0.41469457745552063,0.75,0.45214954018592834
3,0.8266666531562805,0.3870369791984558,0.7900000214576721,0.48781830072402954
4,0.8366666436195374,0.3697366714477539,0.8600000143051147,0.3532009422779083
5,0.8588888645172119,0.31804513931274414,0.8700000047683716,0.3624279499053955
6,0.8544444441795349,0.32042360305786133,0.8299999833106995,0.40209683775901794
7,0.8877778053283691,0.2704087197780609,0.8600000143051147,0.384818434715271
8,0.8677777647972107,0.28424593806266785,0.8500000238418579,0.4450422525405884
9,0.8933333158493042,0.2527192234992981,0.8600000143051147,0.378205806016922
10,0.8922222256660461,0.24905674159526825,0.8199999928474426,0.4219375550746918
11,0.9044444561004639,0.2498001903295517,0.8700000047683716,0.32893234491348267
12,0.898888885974884,0.24101538956165314,0.8399999737739563,0.42124444246292114
13,0.9122222065925598,0.20537948608398438,0.8399999737739563,0.3763444125652313
14,0.9111111164093018,0.21778413653373718,0.8199999928474426,0.41102439165115356
15,0.9233333468437195,0.20421813428401947,0.8700000047683716,0.3843909800052643
16,0.9344444274902344,0.17986758053302765,0.8399999737739563,0.4591291844844818
17,0.9277777671813965,0.1933213770389557,0.8700000047683716,0.44015151262283325
18,0.9222221970558167,0.19034507870674133,0.8600000143051147,0.47184082865715027
19,0.9333333373069763,0.16700488328933716,0.8399999737739563,0.46760424971580505
20,0.9277777671813965,0.15895675122737885,0.8600000143051147,0.4860827922821045
21,0.9288889169692993,0.1797293871641159,0.8299999833106995,0.4468304514884949
22,0.9366666674613953,0.15551428496837616,0.8399999737739563,0.5103394985198975
23,0.9522222280502319,0.12283804267644882,0.8399999737739563,0.6050591468811035
24,0.9566666483879089,0.12912791967391968,0.8399999737739563,0.5547733902931213
25,0.9311110973358154,0.18471628427505493,0.8600000143051147,0.5392041206359863
26,0.949999988079071,0.1271829754114151,0.8799999952316284,0.4911929666996002
27,0.945555567741394,0.12626878917217255,0.8299999833106995,0.6013827323913574
28,0.9333333373069763,0.1629122793674469,0.8600000143051147,0.6346568465232849
29,0.9388889074325562,0.14187924563884735,0.800000011920929,0.6926271319389343
30,0.9555555582046509,0.11974189430475235,0.8500000238418579,0.5670529007911682
31,0.9633333086967468,0.09837114810943604,0.8399999737739563,0.752627432346344
32,0.949999988079071,0.1211242601275444,0.8399999737739563,0.6338909864425659
33,0.9300000071525574,0.2008427530527115,0.8299999833106995,0.5895382165908813
34,0.9511111378669739,0.10454953461885452,0.8399999737739563,0.8285874724388123
35,0.9588888883590698,0.11122047156095505,0.8799999952316284,0.5971546769142151
36,0.9655555486679077,0.095929354429245,0.8399999737739563,0.6776883602142334
37,0.9322222471237183,0.19603362679481506,0.8100000023841858,0.6499691605567932
38,0.9633333086967468,0.09494637697935104,0.8500000238418579,0.7081535458564758
39,0.9644444584846497,0.08722802996635437,0.8500000238418579,0.6348406672477722
40,0.9744444489479065,0.07197602093219757,0.8299999833106995,0.7484977841377258
41,0.9722222089767456,0.0702245831489563,0.8299999833106995,0.8279944062232971
42,0.9755555391311646,0.0854349359869957,0.800000011920929,0.8372435569763184
43,0.9599999785423279,0.08084369450807571,0.8299999833106995,0.7827494740486145
44,0.9700000286102295,0.08655337989330292,0.8500000238418579,0.8134065866470337
45,0.9777777791023254,0.066072016954422,0.8399999737739563,0.8659223914146423
46,0.9755555391311646,0.062115397304296494,0.8299999833106995,0.8415428400039673
47,0.9733333587646484,0.06765101850032806,0.8600000143051147,0.9444688558578491
48,0.9888888597488403,0.04029790684580803,0.8500000238418579,0.9846452474594116
