epoch,auc,loss,val_auc,val_loss
0,0.5211196541786194,0.6662881374359131,0.434725284576416,0.6749701499938965
1,0.5277746319770813,0.647404134273529,0.44439560174942017,0.6768770813941956
2,0.5821523666381836,0.6382396221160889,0.4556044042110443,0.6749043464660645
3,0.5897677540779114,0.6343914866447449,0.46879124641418457,0.6722005605697632
4,0.6037254333496094,0.6311845183372498,0.4639560282230377,0.6751505136489868
5,0.6339953541755676,0.6239617466926575,0.4665934145450592,0.675201416015625
6,0.6324238181114197,0.624087929725647,0.4843955934047699,0.6745262742042542
7,0.6499526500701904,0.6201139092445374,0.4920879006385803,0.6723910570144653
8,0.6640287041664124,0.6153907775878906,0.48000001907348633,0.6746652722358704
9,0.6623107194900513,0.6140822768211365,0.47010987997055054,0.675213634967804
10,0.6817800402641296,0.6091378331184387,0.4837362468242645,0.6777028441429138
11,0.6685122847557068,0.6128497123718262,0.49032965302467346,0.6748510599136353
12,0.693952202796936,0.6051474809646606,0.48417583107948303,0.6768559217453003
13,0.7113458514213562,0.5999568700790405,0.4832966923713684,0.6803073287010193
14,0.7005818486213684,0.600592315196991,0.48571425676345825,0.6760374307632446
15,0.7173503041267395,0.5949978828430176,0.47582414746284485,0.6795839071273804
16,0.7205243110656738,0.5939003229141235,0.46483516693115234,0.6908561587333679
17,0.739945650100708,0.5853817462921143,0.4712088108062744,0.6840608716011047
18,0.7334174513816833,0.5881270170211792,0.48307693004608154,0.6825668215751648
19,0.7248079776763916,0.5904210805892944,0.488571435213089,0.6866125464439392
20,0.7544835209846497,0.5796976089477539,0.49978023767471313,0.6846420168876648
21,0.7356705665588379,0.5851182341575623,0.4881318509578705,0.689129114151001
22,0.7574971318244934,0.5753414630889893,0.49296700954437256,0.6865247488021851
23,0.7600204944610596,0.5752909183502197,0.4870329797267914,0.6907121539115906
24,0.7591446042060852,0.5733141303062439,0.5048351883888245,0.6977342367172241
25,0.7665740847587585,0.5670127868652344,0.48615384101867676,0.6943429708480835
26,0.7741106152534485,0.5658156275749207,0.47999998927116394,0.6978872418403625
27,0.7815541625022888,0.5618031620979309,0.487912118434906,0.6943496465682983
28,0.7803290486335754,0.5612079501152039,0.48835164308547974,0.7017900943756104
29,0.7727475762367249,0.5630226135253906,0.48879119753837585,0.7066178321838379
30,0.7753835320472717,0.5608887076377869,0.472747266292572,0.7026517391204834
31,0.7948219776153564,0.5520738959312439,0.4905494749546051,0.7005718350410461
32,0.7898538708686829,0.5536595582962036,0.4817582666873932,0.7101864814758301
33,0.7869501709938049,0.5525220632553101,0.4778021574020386,0.716300368309021
34,0.7828413248062134,0.5548035502433777,0.47626373171806335,0.7120127081871033
35,0.7875698208808899,0.5527852773666382,0.48417583107948303,0.7156358361244202
36,0.8098469972610474,0.5428365468978882,0.48835164308547974,0.7251654267311096
37,0.8081458806991577,0.5420865416526794,0.4837362766265869,0.7152936458587646
38,0.8039805889129639,0.5419304966926575,0.46637362241744995,0.723794162273407
39,0.8146516680717468,0.5373547673225403,0.4615384340286255,0.7384945750236511
40,0.8256945610046387,0.5283582806587219,0.47472524642944336,0.7236246466636658
41,0.8339406847953796,0.5224697589874268,0.47010987997055054,0.7316612005233765
