epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5277777910232544,0.5188075304031372,0.8775604963302612,0.5199999809265137,0.43633052706718445,0.7327262163162231
1,0.5166666507720947,0.5140547156333923,0.7349708676338196,0.6700000166893005,0.5613305568695068,0.7022460699081421
2,0.5600000023841858,0.5714092254638672,0.7327411770820618,0.6499999761581421,0.5350831747055054,0.74285888671875
3,0.5266666412353516,0.5238451361656189,0.7633190155029297,0.33000001311302185,0.6062890291213989,0.9284574389457703
4,0.5088889002799988,0.5148732662200928,0.7591995596885681,0.47999998927116394,0.3458939790725708,0.7719717621803284
5,0.5299999713897705,0.5271840691566467,0.7267687320709229,0.25999999046325684,0.6364344954490662,0.6988628506660461
6,0.5411111116409302,0.5510680675506592,0.7269203662872314,0.7200000286102295,0.5428794622421265,0.7283663749694824
7,0.5444444417953491,0.5348520874977112,0.7330519556999207,0.25999999046325684,0.47349271178245544,0.7531882524490356
8,0.5211111307144165,0.5549731850624084,0.7360442876815796,0.7400000095367432,0.45270273089408875,0.9657663106918335
9,0.5566666722297668,0.537466287612915,0.7373146414756775,0.28999999165534973,0.5488564968109131,0.6993753910064697
10,0.5555555820465088,0.5388380289077759,0.7263280153274536,0.699999988079071,0.534563422203064,0.7193892598152161
11,0.5577777624130249,0.5576068162918091,0.7461833953857422,0.6000000238418579,0.4844074845314026,0.7021034955978394
12,0.5688889026641846,0.5642556548118591,0.7244767546653748,0.49000000953674316,0.5909563302993774,0.6831874251365662
13,0.5277777910232544,0.5406887531280518,0.7406283020973206,0.25999999046325684,0.5109147429466248,0.795993983745575
14,0.5411111116409302,0.5517895221710205,0.7231543660163879,0.4399999976158142,0.6600831747055054,0.6812799572944641
15,0.5533333420753479,0.5695132613182068,0.7062949538230896,0.75,0.55509352684021,0.7708514332771301
16,0.5377777814865112,0.5588492155075073,0.7267591953277588,0.7300000190734863,0.6164241433143616,0.7213079929351807
17,0.5455555319786072,0.5484278798103333,0.7579079866409302,0.46000000834465027,0.6151247024536133,0.7087936997413635
18,0.5222222208976746,0.5498902797698975,0.7410507798194885,0.5,0.5454781651496887,0.7214709520339966
19,0.5266666412353516,0.5525885820388794,0.7150292992591858,0.75,0.6637214422225952,0.7051900625228882
20,0.5766666531562805,0.5876865386962891,0.7196698188781738,0.47999998927116394,0.6515072584152222,0.6606058478355408
21,0.5477777719497681,0.5797695517539978,0.7270836234092712,0.75,0.6884095072746277,0.7656633853912354
22,0.5655555725097656,0.5779641270637512,0.723041832447052,0.7599999904632568,0.6483888030052185,0.7001835107803345
23,0.5988888740539551,0.5868486166000366,0.7459560036659241,0.6600000262260437,0.6057692170143127,0.828183114528656
24,0.5433333516120911,0.5379483699798584,0.7526753544807434,0.25999999046325684,0.5241684317588806,0.722389280796051
25,0.5366666913032532,0.5581374168395996,0.719691812992096,0.6899999976158142,0.5805613994598389,0.7085702419281006
26,0.5577777624130249,0.5917696952819824,0.7117009162902832,0.6000000238418579,0.6255197525024414,0.6920905113220215
27,0.6155555844306946,0.5813807845115662,0.7073049545288086,0.25999999046325684,0.5530145168304443,0.7062010169029236
28,0.5933333039283752,0.5842861533164978,0.7226565480232239,0.25999999046325684,0.6023908257484436,0.7988356947898865
29,0.5955555438995361,0.6049994230270386,0.7066152095794678,0.25999999046325684,0.5641892552375793,0.7213748693466187
30,0.5833333134651184,0.5927532911300659,0.7043606042861938,0.7400000095367432,0.6104469895362854,0.7806087732315063
31,0.6277777552604675,0.6376998424530029,0.6999036073684692,0.7200000286102295,0.4859667420387268,0.7333968877792358
32,0.6388888955116272,0.6141233444213867,0.6959061622619629,0.6000000238418579,0.5951144099235535,0.6844918131828308
33,0.6277777552604675,0.6279353499412537,0.6838089823722839,0.7400000095367432,0.6346153616905212,0.9056540727615356
34,0.5577777624130249,0.5900452733039856,0.7438643574714661,0.6399999856948853,0.639033317565918,0.7190189957618713
35,0.6188889145851135,0.6133014559745789,0.7082115411758423,0.6800000071525574,0.627858579158783,0.6604365706443787
36,0.653333306312561,0.6325717568397522,0.6714749932289124,0.25999999046325684,0.5631496906280518,0.7970273494720459
37,0.6411111354827881,0.6443939805030823,0.669540524482727,0.7599999904632568,0.5761434435844421,0.8452552556991577
38,0.647777795791626,0.671477735042572,0.6661627888679504,0.7200000286102295,0.6681392788887024,0.6680314540863037
39,0.6122221946716309,0.6380330920219421,0.6949001550674438,0.3400000035762787,0.6190229058265686,0.7918995022773743
40,0.6277777552604675,0.639013409614563,0.6925340294837952,0.7699999809265137,0.610966682434082,0.7750195860862732
41,0.6788889169692993,0.6749494075775146,0.6560397148132324,0.6600000262260437,0.6413721442222595,0.7193379402160645
42,0.7255555391311646,0.7133345007896423,0.6416189670562744,0.6499999761581421,0.6192827224731445,0.6742433309555054
43,0.6511111259460449,0.6700348258018494,0.6909251809120178,0.699999988079071,0.6442307233810425,0.6640796065330505
44,0.6833333373069763,0.6946660876274109,0.6516973972320557,0.25999999046325684,0.6720374226570129,0.6764200329780579
45,0.7222222089767456,0.6949960589408875,0.6471746563911438,0.7599999904632568,0.7008835673332214,0.7174145579338074
46,0.699999988079071,0.7159422636032104,0.6243374943733215,0.699999988079071,0.6798336505889893,0.6474257707595825
47,0.6766666769981384,0.7100828289985657,0.6428836584091187,0.7400000095367432,0.7037421464920044,1.0431947708129883
48,0.7077777981758118,0.7313590049743652,0.6277962923049927,0.7300000190734863,0.6637213230133057,0.7381513118743896
49,0.7211111187934875,0.7081383466720581,0.641943633556366,0.25999999046325684,0.5990124940872192,0.7056995630264282
50,0.6411111354827881,0.6594322323799133,0.7062177658081055,0.7900000214576721,0.6478691101074219,0.6539244651794434
51,0.7088888883590698,0.705524206161499,0.6435946226119995,0.75,0.6580041646957397,0.8024128675460815
52,0.6711111068725586,0.6922685503959656,0.6684433817863464,0.7900000214576721,0.7034823298454285,0.693052351474762
53,0.6244444251060486,0.6489558815956116,1.0285298824310303,0.2800000011920929,0.6847712993621826,1.0386533737182617
54,0.7111111283302307,0.6893761157989502,0.6355533003807068,0.25999999046325684,0.6465696692466736,0.7512148022651672
55,0.653333306312561,0.6792071461677551,0.6506190896034241,0.7099999785423279,0.6670998334884644,0.7534232139587402
56,0.7400000095367432,0.7329800128936768,0.6147565841674805,0.7599999904632568,0.6668398976325989,0.6665279269218445
57,0.7599999904632568,0.7464555501937866,0.5808228254318237,0.7599999904632568,0.654106080532074,0.6631459593772888
58,0.7211111187934875,0.7398164868354797,0.6155946850776672,0.38999998569488525,0.6554054617881775,0.9908248782157898
59,0.754444420337677,0.7441195845603943,0.6020283102989197,0.7400000095367432,0.6678793430328369,0.7811698913574219
60,0.745555579662323,0.7703686356544495,0.5737952589988708,0.7599999904632568,0.687110185623169,0.69016432762146
61,0.7477777600288391,0.7483223676681519,0.6180011034011841,0.75,0.6637214422225952,0.7057982683181763
62,0.7177777886390686,0.7138134241104126,0.6219822764396667,0.7400000095367432,0.6499481201171875,0.7480449676513672
63,0.7444444298744202,0.7495874762535095,0.6002482771873474,0.25999999046325684,0.6743762493133545,0.7601821422576904
64,0.7311111092567444,0.7351316213607788,0.611447811126709,0.7400000095367432,0.660602867603302,0.6751729846000671
65,0.7322221994400024,0.7637328505516052,0.5963746905326843,0.7400000095367432,0.6699585318565369,0.6843478679656982
66,0.7777777910232544,0.7593163847923279,0.5965350270271301,0.7200000286102295,0.703222393989563,0.6247215270996094
67,0.7699999809265137,0.7836953401565552,0.5741764903068542,0.75,0.6777547597885132,0.6502465605735779
68,0.6933333277702332,0.6988850235939026,0.7379196286201477,0.75,0.6577443480491638,0.7180663347244263
69,0.6844444274902344,0.7379626035690308,0.642149806022644,0.7300000190734863,0.6312370300292969,0.7539364695549011
70,0.7166666388511658,0.7455917596817017,0.5886965990066528,0.7400000095367432,0.648128867149353,0.7199846506118774
71,0.7799999713897705,0.7396093606948853,0.5960701107978821,0.7300000190734863,0.6377339363098145,0.7814613580703735
72,0.7255555391311646,0.7501115798950195,0.5967336297035217,0.7300000190734863,0.6489086151123047,0.7357979416847229
73,0.7933333516120911,0.7635871767997742,0.5660505294799805,0.7099999785423279,0.6314968466758728,0.7330324649810791
74,0.6811110973358154,0.7314399480819702,0.6491000652313232,0.7300000190734863,0.6200624108314514,0.8761084675788879
75,0.7311111092567444,0.7372637987136841,0.6117139458656311,0.7300000190734863,0.6632017493247986,0.8144722580909729
76,0.7311111092567444,0.7601349353790283,0.6079351305961609,0.7099999785423279,0.6608628034591675,0.6971233487129211
77,0.754444420337677,0.7506228685379028,0.6063677072525024,0.75,0.6208420991897583,0.8156824707984924
78,0.7644444704055786,0.7467564940452576,0.5922728776931763,0.699999988079071,0.6629418730735779,0.6945309638977051
79,0.745555579662323,0.7362995743751526,0.6035784482955933,0.7699999809265137,0.657744288444519,0.8433101773262024
80,0.7300000190734863,0.7286800742149353,0.6080043315887451,0.75,0.670218288898468,0.6764997243881226
81,0.7599999904632568,0.7343195676803589,0.5942727327346802,0.7599999904632568,0.6535862684249878,0.6978587508201599
82,0.7955555319786072,0.7584816813468933,0.5803400278091431,0.75,0.6424115896224976,0.7143803238868713
83,0.7711111307144165,0.7290295362472534,0.6016923785209656,0.75,0.667619526386261,0.8869043588638306
84,0.7011111378669739,0.7256226539611816,0.6474409699440002,0.7300000190734863,0.6764553189277649,0.8014522790908813
85,0.8066666722297668,0.7860702276229858,0.5594995617866516,0.7400000095367432,0.7001039981842041,0.8496320247650146
86,0.7122222185134888,0.7572069764137268,0.6083015203475952,0.7599999904632568,0.6338357925415039,1.2690049409866333
87,0.753333330154419,0.7620600461959839,0.6511717438697815,0.75,0.6904885768890381,0.9031578898429871
88,0.6777777671813965,0.7401724457740784,0.6347013115882874,0.75,0.674376368522644,0.7929448485374451
89,0.7711111307144165,0.7317602634429932,0.5949743390083313,0.7300000190734863,0.6769750714302063,0.7117409706115723
90,0.7744444608688354,0.7616912126541138,0.5740289092063904,0.75,0.6473492980003357,0.7416402697563171
91,0.7855555415153503,0.7756294012069702,0.5667651891708374,0.7699999809265137,0.6902287006378174,0.8272494673728943
92,0.6933333277702332,0.7341511845588684,0.6588461399078369,0.7599999904632568,0.7245322465896606,0.6437698602676392
93,0.7977777719497681,0.7534668445587158,0.5701189637184143,0.7599999904632568,0.7325884103775024,0.8578544855117798
94,0.7566666603088379,0.7756941318511963,0.56501305103302,0.7599999904632568,0.6982848644256592,0.7438567876815796
95,0.7488889098167419,0.7600153088569641,0.5900485515594482,0.25999999046325684,0.6327962279319763,0.8913899064064026
96,0.7722222208976746,0.7625679969787598,0.5852876901626587,0.7400000095367432,0.6606029272079468,0.8078888654708862
97,0.7344444394111633,0.7527452111244202,0.5878100395202637,0.7099999785423279,0.6216216087341309,0.7527285814285278
98,0.7699999809265137,0.7565534114837646,0.5859134197235107,0.7400000095367432,0.6044699549674988,0.8166113495826721
99,0.7688888907432556,0.7731413841247559,0.5601105690002441,0.7300000190734863,0.6663202047348022,0.7751948833465576
100,0.7755555510520935,0.7735943794250488,0.5719324350357056,0.7699999809265137,0.6928274631500244,0.6876497864723206
101,0.7833333611488342,0.7698218822479248,0.5603750348091125,0.7300000190734863,0.7260915040969849,0.7378956079483032
102,0.7622222304344177,0.7763736248016357,0.5661082863807678,0.800000011920929,0.7198545336723328,0.7640271186828613
103,0.8111110925674438,0.7912241816520691,0.5594151616096497,0.800000011920929,0.7125780582427979,0.7412754893302917
104,0.7555555701255798,0.7606041431427002,0.579695463180542,0.7799999713897705,0.708939790725708,0.7338575124740601
105,0.8244444727897644,0.7899236083030701,0.5346421599388123,0.7699999809265137,0.6800936460494995,0.7158256769180298
106,0.7733333110809326,0.7724100947380066,0.5761407613754272,0.7599999904632568,0.6884095072746277,0.6733100414276123
107,0.7877777814865112,0.7876200079917908,0.542506992816925,0.75,0.712837815284729,0.8725740313529968
108,0.8077777624130249,0.8032697439193726,0.5283898115158081,0.6800000071525574,0.6582640409469604,0.7685337066650391
109,0.7688888907432556,0.766554057598114,0.5682033896446228,0.25999999046325684,0.6936071515083313,0.864203929901123
110,0.7933333516120911,0.781773567199707,0.5717052817344666,0.7699999809265137,0.6696985960006714,0.9104446172714233
111,0.754444420337677,0.7678773403167725,0.5928369760513306,0.7699999809265137,0.6530665755271912,0.7371286153793335
112,0.79666668176651,0.7951779961585999,0.5617303252220154,0.7300000190734863,0.6598232984542847,0.7625765204429626
