epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.550000011920929,0.5662680268287659,0.7573354244232178,0.5799999833106995,0.6408523917198181,0.6714532971382141
1,0.5666666626930237,0.5779933333396912,0.6988661885261536,0.6299999952316284,0.6561850309371948,0.6599006652832031
2,0.5577777624130249,0.5735834240913391,0.7104859948158264,0.6399999856948853,0.6868503093719482,0.6544778943061829
3,0.5166666507720947,0.5581891536712646,0.7017915844917297,0.7699999809265137,0.6663202047348022,0.690490186214447
4,0.5355555415153503,0.5762946605682373,0.7024718523025513,0.7400000095367432,0.6956860423088074,0.7767916917800903
5,0.5755555629730225,0.5919314622879028,0.7120141983032227,0.33000001311302185,0.6387733817100525,0.7382550239562988
6,0.5233333110809326,0.5693514347076416,0.7023940682411194,0.6700000166893005,0.6725572347640991,0.6651182770729065
7,0.5366666913032532,0.5712020993232727,0.6923800110816956,0.6499999761581421,0.685291051864624,0.6478450894355774
8,0.5222222208976746,0.589184582233429,0.6906295418739319,0.6000000238418579,0.6845114231109619,0.6540991067886353
9,0.5322222113609314,0.5870816111564636,0.6913328766822815,0.75,0.6881496906280518,0.7106249928474426
10,0.5433333516120911,0.6023883819580078,0.6805293560028076,0.7400000095367432,0.7263513803482056,0.6494401693344116
11,0.550000011920929,0.6202576756477356,0.6796914935112,0.550000011920929,0.6956861019134521,0.6293237805366516
12,0.5644444227218628,0.6079824566841125,0.6797712445259094,0.30000001192092896,0.6985447406768799,0.8451205492019653
13,0.5433333516120911,0.5955907702445984,0.691805362701416,0.5600000023841858,0.6172037720680237,0.6827428936958313
14,0.5488888621330261,0.61846524477005,0.675630509853363,0.44999998807907104,0.5764033198356628,0.7089897394180298
15,0.5577777624130249,0.6379683613777161,0.675905168056488,0.6499999761581421,0.6504678130149841,0.6629927158355713
16,0.5988888740539551,0.6413914561271667,0.6663666367530823,0.49000000953674316,0.6307172775268555,0.6605684161186218
17,0.5733333230018616,0.6350209712982178,0.6771377921104431,0.5600000023841858,0.7245322465896606,0.6396939754486084
18,0.5933333039283752,0.6588175296783447,0.6570218801498413,0.49000000953674316,0.6632017493247986,0.6518287062644958
19,0.5744444727897644,0.6366192102432251,0.6715064644813538,0.7799999713897705,0.6860706806182861,0.688913106918335
20,0.5944444537162781,0.6419220566749573,0.6750103235244751,0.5799999833106995,0.6811330318450928,0.6547998189926147
21,0.6288889050483704,0.6598884463310242,0.6553872227668762,0.5899999737739563,0.7227131128311157,0.6370584964752197
22,0.5899999737739563,0.6576624512672424,0.6521347165107727,0.7200000286102295,0.6426714658737183,0.7048364281654358
23,0.6188889145851135,0.6879266500473022,0.6359184384346008,0.6399999856948853,0.67463618516922,0.6908199787139893
24,0.6244444251060486,0.6873508095741272,0.6406776309013367,0.6499999761581421,0.6787942051887512,0.6670619249343872
25,0.6111111044883728,0.6766415238380432,0.6440908312797546,0.5600000023841858,0.6709979176521301,0.6774276494979858
26,0.6111111044883728,0.6908029317855835,0.6362214088439941,0.6299999952316284,0.6564449071884155,0.6725988984107971
27,0.653333306312561,0.709312915802002,0.626554548740387,0.5699999928474426,0.7001039981842041,0.6479197144508362
28,0.6311110854148865,0.7027740478515625,0.6307908296585083,0.6100000143051147,0.7133575677871704,0.6258904337882996
29,0.6333333253860474,0.7061454653739929,0.6274648308753967,0.5400000214576721,0.7117983102798462,0.6589044332504272
30,0.6455555558204651,0.7255547046661377,0.6087862849235535,0.6200000047683716,0.6764553189277649,0.6825332045555115
31,0.6633333563804626,0.7290036678314209,0.6083120107650757,0.5899999737739563,0.720893919467926,0.6311996579170227
32,0.6377778053283691,0.728110671043396,0.603238046169281,0.6200000047683716,0.665020763874054,0.6791403293609619
33,0.6422222256660461,0.718831479549408,0.6202147603034973,0.6700000166893005,0.6969854235649109,0.6443729400634766
34,0.6666666865348816,0.7496910095214844,0.5977947115898132,0.6200000047683716,0.6884095668792725,0.6481197476387024
35,0.6711111068725586,0.7465946674346924,0.5988878607749939,0.7599999904632568,0.727910578250885,0.6466565728187561
36,0.6744444370269775,0.758232593536377,0.5844413638114929,0.6800000071525574,0.6884095072746277,0.683726966381073
37,0.6655555367469788,0.7500889897346497,0.5912243127822876,0.6299999952316284,0.7312889695167542,0.6260103583335876
38,0.6788889169692993,0.7679129242897034,0.5749180912971497,0.6600000262260437,0.677234947681427,0.6770387291908264
39,0.6922222375869751,0.7780657410621643,0.5753936171531677,0.6100000143051147,0.7091994881629944,0.6492359638214111
40,0.6911110877990723,0.7724846005439758,0.572304904460907,0.6600000262260437,0.687110185623169,0.6832665205001831
41,0.6922222375869751,0.7877008318901062,0.5581730604171753,0.6499999761581421,0.7024428248405457,0.6536824107170105
42,0.6966666579246521,0.7777259945869446,0.5656127333641052,0.6499999761581421,0.7027027010917664,0.6701329946517944
43,0.70333331823349,0.7935311198234558,0.5517441034317017,0.6800000071525574,0.7027027010917664,0.6760043501853943
44,0.7122222185134888,0.8068836331367493,0.539819061756134,0.5799999833106995,0.6533263325691223,0.8057942986488342
45,0.7200000286102295,0.8046738505363464,0.5400615334510803,0.6499999761581421,0.6439709067344666,0.7705980539321899
46,0.7200000286102295,0.8059486150741577,0.5368615388870239,0.5699999928474426,0.6574843525886536,0.7610538601875305
47,0.7144444584846497,0.8162211775779724,0.5280237197875977,0.699999988079071,0.7302495241165161,0.692394495010376
48,0.7222222089767456,0.8005648851394653,0.5472107529640198,0.6600000262260437,0.6858108043670654,0.7251072525978088
49,0.742222249507904,0.8260276913642883,0.5184582471847534,0.5799999833106995,0.6780145168304443,0.748984694480896
50,0.7255555391311646,0.8292534351348877,0.507413387298584,0.6899999976158142,0.6447505354881287,0.8385398387908936
51,0.7511110901832581,0.8367661237716675,0.5070292949676514,0.6899999976158142,0.6920478343963623,0.7470526099205017
52,0.7633333206176758,0.8530694842338562,0.4823712408542633,0.7400000095367432,0.6954261660575867,0.7878820896148682
53,0.7333333492279053,0.8319485187530518,0.5014743804931641,0.6299999952316284,0.6824324131011963,0.776020348072052
54,0.7666666507720947,0.8548262715339661,0.48441237211227417,0.5600000023841858,0.6574844121932983,0.7941573262214661
55,0.7822222113609314,0.8598896861076355,0.4712211489677429,0.550000011920929,0.672817051410675,0.6965555548667908
56,0.753333330154419,0.8660112023353577,0.46243512630462646,0.6100000143051147,0.6813929080963135,0.7809129953384399
57,0.7599999904632568,0.8603686690330505,0.4701031446456909,0.5899999737739563,0.6717775464057922,0.8144770860671997
58,0.7566666603088379,0.8759698271751404,0.44775184988975525,0.6200000047683716,0.6720373630523682,0.8238303661346436
59,0.7722222208976746,0.8779370784759521,0.44676458835601807,0.5799999833106995,0.6424116492271423,0.8944856524467468
60,0.7822222113609314,0.8860223293304443,0.4316050410270691,0.7300000190734863,0.6930873394012451,0.8031799793243408
61,0.8088889122009277,0.9067387580871582,0.4016098082065582,0.6000000238418579,0.665020763874054,0.9021375775337219
62,0.7933333516120911,0.8944894671440125,0.41740885376930237,0.6299999952316284,0.687110185623169,0.8570347428321838
