epoch,loss,mae,mse,root_mean_squared_error
59,0.8417398929595947,0.7225860357284546,0.7634000778198242,0.8737276792526245
60,0.7719766497612,0.652825117111206,0.6731428503990173,0.8204528093338013
61,0.8050038814544678,0.6858540177345276,0.7715010046958923,0.8783512711524963
62,0.7535129189491272,0.6343536972999573,0.6194412708282471,0.7870458960533142
63,0.7988229990005493,0.6796609163284302,0.7404985427856445,0.8605222702026367
64,0.7911718487739563,0.6720101833343506,0.676485538482666,0.8224874138832092
65,0.7798066735267639,0.6606376767158508,0.683548629283905,0.826770007610321
66,0.8242093324661255,0.7050424218177795,0.7599056959152222,0.8717256784439087
67,0.8118348717689514,0.6926648020744324,0.729227602481842,0.8539482355117798
68,0.7697084546089172,0.65053391456604,0.658611536026001,0.8115488290786743
69,0.8252159357070923,0.7060394287109375,0.7734614014625549,0.8794665336608887
70,0.7553256154060364,0.6361494660377502,0.6374320983886719,0.7983934283256531
71,0.7961253523826599,0.6769466400146484,0.6834844350814819,0.8267311453819275
72,0.7491946816444397,0.6300092339515686,0.6375347375869751,0.7984577417373657
73,0.7583388686180115,0.6391483545303345,0.6568056344985962,0.8104354739189148
74,0.7453732490539551,0.6261836886405945,0.631749153137207,0.7948265075683594
75,0.7986173033714294,0.6794329285621643,0.7119835019111633,0.843791127204895
76,0.7872716188430786,0.6680904626846313,0.6960036754608154,0.83426833152771
77,0.7714336514472961,0.6522549390792847,0.6467796564102173,0.8042261004447937
78,0.743524968624115,0.6243433356285095,0.6083821654319763,0.7799885869026184
79,0.7432258129119873,0.6240453124046326,0.6194460391998291,0.7870489358901978
80,0.7076376676559448,0.5884543657302856,0.5536178350448608,0.7440549731254578
81,0.7223407626152039,0.6031548380851746,0.5636250972747803,0.7507497072219849
82,0.7464939951896667,0.6272999048233032,0.6443549394607544,0.8027172088623047
83,0.7357474565505981,0.6165596842765808,0.5635873675346375,0.7507245540618896
84,0.7389742732048035,0.6197851300239563,0.5784521698951721,0.7605604529380798
85,0.6935169696807861,0.5743247270584106,0.5063514709472656,0.7115837931632996
86,0.7331584692001343,0.6139644384384155,0.6148989796638489,0.7841549515724182
87,0.6966723203659058,0.5774719715118408,0.5219411849975586,0.7224549651145935
88,0.7679799795150757,0.6487733721733093,0.6255970597267151,0.7909469604492188
89,0.6776663064956665,0.5584642291069031,0.4726310968399048,0.687481701374054
90,0.6825824975967407,0.563381016254425,0.4886682629585266,0.6990481019020081
91,0.6945824027061462,0.5753803849220276,0.5313869714736938,0.7289629578590393
92,0.7028635144233704,0.5836570262908936,0.540880024433136,0.7354454398155212
93,0.6648622155189514,0.5456589460372925,0.4973812401294708,0.7052525877952576
94,0.6496978402137756,0.5304930210113525,0.44756439328193665,0.6690025329589844
95,0.7126627564430237,0.593463122844696,0.5538182258605957,0.7441896200180054
96,0.6872875690460205,0.5680837035179138,0.4887077212333679,0.6990763545036316
97,0.6987539529800415,0.5795575976371765,0.49419039487838745,0.7029867768287659
98,0.6732386350631714,0.5540394186973572,0.47060656547546387,0.6860076785087585
99,0.6346778869628906,0.515479326248169,0.3976205587387085,0.6305716037750244
100,0.6615236401557922,0.5423235893249512,0.45641255378723145,0.6755831241607666
101,0.6401349902153015,0.5209410786628723,0.42785656452178955,0.6541074514389038
102,0.6627628207206726,0.5435715317726135,0.45989760756492615,0.6781575083732605
103,0.6718593239784241,0.552670955657959,0.45955562591552734,0.6779053211212158
104,0.67580646276474,0.5566208362579346,0.48871317505836487,0.699080228805542
105,0.6829532384872437,0.5637695789337158,0.472599595785141,0.6874588131904602
106,0.6680521965026855,0.5488641858100891,0.4659605920314789,0.6826130747795105
107,0.6452603936195374,0.5260718464851379,0.43060967326164246,0.6562085747718811
108,0.664237380027771,0.5450469255447388,0.4312465786933899,0.656693696975708
109,0.659492015838623,0.5403102040290833,0.4412703812122345,0.6642818450927734
110,0.5979437232017517,0.4787609875202179,0.36732470989227295,0.6060732007026672
111,0.6347061991691589,0.5155239105224609,0.4082440137863159,0.6389397382736206
112,0.6356641054153442,0.516485869884491,0.4554022550582886,0.6748349666595459
113,0.6404454708099365,0.5212722420692444,0.41667425632476807,0.6455031037330627
114,0.628912091255188,0.5097416639328003,0.4319264888763428,0.6572111248970032
115,0.6306794881820679,0.5115089416503906,0.381262868642807,0.6174649000167847
116,0.6192640662193298,0.5000929236412048,0.4020916223526001,0.6341069340705872
117,0.6416054964065552,0.5224345922470093,0.43809542059898376,0.6618877649307251
118,0.5859284996986389,0.46675363183021545,0.3383837342262268,0.5817075967788696
119,0.6207384467124939,0.5015688538551331,0.3842158913612366,0.6198515295982361
120,0.597101092338562,0.47793135046958923,0.37210673093795776,0.6100054979324341
121,0.6132264733314514,0.49405768513679504,0.38732555508613586,0.6223548650741577
122,0.5836719274520874,0.4645107388496399,0.3532068729400635,0.5943120718002319
123,0.6255995631217957,0.5064427256584167,0.3946499526500702,0.6282117366790771
124,0.5896870493888855,0.47052791714668274,0.3541271388530731,0.5950857996940613
125,0.5831136107444763,0.4639643430709839,0.3427218794822693,0.585424542427063
126,0.6289188861846924,0.5097680687904358,0.4152129292488098,0.6443701982498169
127,0.606604278087616,0.4874579906463623,0.375458300113678,0.61274653673172
128,0.5959107279777527,0.47676482796669006,0.3496417701244354,0.591305136680603
129,0.5956689119338989,0.476521760225296,0.35666048526763916,0.5972105860710144
130,0.5900532603263855,0.4709041714668274,0.34164291620254517,0.5845022797584534
131,0.5946792960166931,0.47552815079689026,0.37999287247657776,0.6164356470108032
132,0.6514157652854919,0.5322669148445129,0.41787251830101013,0.6464306116104126
133,0.5482628345489502,0.42911869287490845,0.28784334659576416,0.5365103483200073
134,0.5899126529693604,0.47076931595802307,0.3426470458507538,0.585360586643219
135,0.5976990461349487,0.47856464982032776,0.3608781695365906,0.600731372833252
136,0.5884721875190735,0.469334214925766,0.367890864610672,0.6065400838851929
137,0.5734634399414062,0.45432767271995544,0.3292906582355499,0.5738385319709778
138,0.5757222771644592,0.4565925598144531,0.31775280833244324,0.5636956691741943
139,0.5612112283706665,0.44209107756614685,0.30849331617355347,0.555421769618988
140,0.573260486125946,0.4541444480419159,0.32042399048805237,0.5660600662231445
141,0.5528603792190552,0.4337426722049713,0.31067708134651184,0.5573841333389282
142,0.5318343639373779,0.4127155840396881,0.2819431722164154,0.5309832096099854
143,0.5308547616004944,0.41174429655075073,0.29056304693222046,0.5390390157699585
144,0.5799050331115723,0.4607965350151062,0.36950984597206116,0.6078732013702393
145,0.561826765537262,0.4427298307418823,0.3202512562274933,0.5659074783325195
146,0.525056779384613,0.40595993399620056,0.25520893931388855,0.5051820874214172
147,0.584031879901886,0.4649440348148346,0.3496860861778259,0.5913426280021667
148,0.5031958222389221,0.3841077983379364,0.2382037490606308,0.48806121945381165
149,0.5258305072784424,0.4067503809928894,0.2587454319000244,0.5086702704429626
150,0.5179820656776428,0.39889973402023315,0.24577409029006958,0.4957560896873474
151,0.5456316471099854,0.4265572726726532,0.29458317160606384,0.5427551865577698
152,0.537537157535553,0.41846516728401184,0.26930850744247437,0.5189494490623474
153,0.5292571783065796,0.4101931154727936,0.2694607973098755,0.5190961360931396
154,0.5275194048881531,0.40845564007759094,0.27339017391204834,0.5228672623634338
155,0.4988076090812683,0.3797515630722046,0.2457953840494156,0.49577754735946655
156,0.5363366007804871,0.4172862470149994,0.28344327211380005,0.5323939323425293
157,0.5376978516578674,0.41864946484565735,0.2813858389854431,0.5304581522941589
158,0.506875216960907,0.38783198595046997,0.23592333495616913,0.4857194125652313
159,0.5327777862548828,0.41373658180236816,0.26560550928115845,0.5153692960739136
160,0.5023993253707886,0.3833608329296112,0.2472364604473114,0.4972287714481354
161,0.4697934091091156,0.35076016187667847,0.1989615261554718,0.4460510313510895
162,0.5177544355392456,0.39872801303863525,0.2581516206264496,0.5080862045288086
163,0.47378453612327576,0.3547632098197937,0.21869628131389618,0.4676497280597687
164,0.49614039063453674,0.3771279752254486,0.22318418323993683,0.4724237322807312
165,0.5020700693130493,0.3830609619617462,0.2200159877538681,0.469058632850647
166,0.4964886009693146,0.377482533454895,0.2257128804922104,0.47509250044822693
167,0.4927999973297119,0.3737984895706177,0.24183498322963715,0.49176719784736633
168,0.5123753547668457,0.39337676763534546,0.25418490171432495,0.5041675567626953
169,0.4127833843231201,0.2937932014465332,0.1506490856409073,0.3881354033946991
170,0.49371859431266785,0.3747386932373047,0.21259811520576477,0.46108362078666687
171,0.4779410660266876,0.3589574098587036,0.21132759749889374,0.45970380306243896
172,0.4813993573188782,0.36242496967315674,0.21454651653766632,0.4631916582584381
173,0.4785105288028717,0.359539270401001,0.2064661830663681,0.4543854892253876
174,0.5047295093536377,0.3857697546482086,0.22836139798164368,0.47787174582481384
175,0.4457182288169861,0.32676151394844055,0.17286668717861176,0.415772408246994
176,0.49077096581459045,0.3718244433403015,0.2290254831314087,0.47856608033180237
177,0.4334075152873993,0.31446167826652527,0.157221719622612,0.3965119421482086
178,0.4741818606853485,0.35524508357048035,0.21237149834632874,0.46083781123161316
179,0.4421509802341461,0.3232157230377197,0.1720828264951706,0.41482865810394287
180,0.4690963923931122,0.3501661419868469,0.20776189863681793,0.4558090567588806
181,0.4490622580051422,0.3301372826099396,0.16987402737140656,0.4121577739715576
182,0.4292813241481781,0.31036168336868286,0.15192517638206482,0.389775812625885
183,0.4747579097747803,0.3558403253555298,0.19775359332561493,0.4446949362754822
184,0.45004260540008545,0.33113330602645874,0.1782158464193344,0.4221561849117279
185,0.45517924427986145,0.3362744152545929,0.2007954865694046,0.44810208678245544
186,0.4628467559814453,0.3439444303512573,0.1876859813928604,0.43322739005088806
187,0.46367207169532776,0.34477007389068604,0.18880000710487366,0.4345112144947052
188,0.4276277422904968,0.3087344765663147,0.15345457196235657,0.391732782125473
189,0.380426824092865,0.261540949344635,0.12953175604343414,0.3599052131175995
190,0.43535470962524414,0.3164811432361603,0.1744263917207718,0.41764384508132935
191,0.4454961121082306,0.3266218900680542,0.17266768217086792,0.41553300619125366
192,0.4379369020462036,0.3190693259239197,0.15868473052978516,0.3983525335788727
193,0.44288161396980286,0.324010968208313,0.16833661496639252,0.4102884531021118
194,0.4527064561843872,0.33383551239967346,0.18336059153079987,0.4282062351703644
195,0.39354708790779114,0.2746918499469757,0.1344311237335205,0.36664849519729614
196,0.42877036333084106,0.3099218010902405,0.1551780253648758,0.3939264118671417
197,0.3878641724586487,0.26901933550834656,0.11904516071081161,0.34502920508384705
198,0.4246712923049927,0.3058314919471741,0.1560959368944168,0.3950897753238678
199,0.409676194190979,0.2908382713794708,0.1364833563566208,0.3694365322589874
0,0.36841022968292236,0.24957555532455444,0.12068154662847519,0.3473924994468689
1,0.28206831216812134,0.16322916746139526,0.052097126841545105,0.22824795544147491
2,0.2878192663192749,0.1689804047346115,0.05492844805121422,0.2343681901693344
3,0.28573644161224365,0.1668991595506668,0.05093025788664818,0.22567732632160187
4,0.26506307721138,0.14622731506824493,0.04248339310288429,0.2061149924993515
5,0.2767210006713867,0.15788675844669342,0.05085540562868118,0.22551143169403076
6,0.2654740512371063,0.14664117991924286,0.0433197058737278,0.20813386142253876
7,0.25964391231536865,0.14081163704395294,0.04066762328147888,0.20166215300559998
8,0.26526758074760437,0.14643719792366028,0.04512312635779381,0.21242204308509827
9,0.26579707860946655,0.14696814119815826,0.04570794105529785,0.21379415690898895
10,0.2597276568412781,0.14089955389499664,0.04051661491394043,0.2012873888015747
11,0.26231157779693604,0.14348368346691132,0.04293327406048775,0.2072034627199173
12,0.2649882435798645,0.14616236090660095,0.04320123791694641,0.20784907042980194
13,0.26275935769081116,0.1439359039068222,0.041524384170770645,0.2037753313779831
14,0.25689396262168884,0.13807179033756256,0.03979191184043884,0.1994791030883789
15,0.26214078068733215,0.1433212161064148,0.04173898324370384,0.20430120825767517
16,0.2561870813369751,0.13736775517463684,0.04068440943956375,0.2017037719488144
17,0.25751668214797974,0.13869769871234894,0.040311992168426514,0.20077846944332123
18,0.25034329295158386,0.13152551651000977,0.038564156740903854,0.19637759029865265
19,0.25805720686912537,0.13923946022987366,0.04154029116034508,0.20381435751914978
20,0.26042109727859497,0.14160484075546265,0.04326425492763519,0.20800061523914337
21,0.24898847937583923,0.1301731914281845,0.036030031740665436,0.18981578946113586
22,0.25307974219322205,0.13426579535007477,0.03949423134326935,0.19873155653476715
23,0.24375130236148834,0.1249382272362709,0.0367620587348938,0.19173434376716614
24,0.263561874628067,0.14474982023239136,0.0428025908768177,0.2068878710269928
25,0.25507116317749023,0.13626092672348022,0.03914770111441612,0.1978577822446823
26,0.24595098197460175,0.12714135646820068,0.03321801498532295,0.18225809931755066
27,0.24968461692333221,0.1308765858411789,0.03674960881471634,0.19170187413692474
28,0.24560067057609558,0.12679460644721985,0.033262595534324646,0.18238036334514618
29,0.2579038739204407,0.1390998512506485,0.04110752046108246,0.20274989306926727
30,0.24841442704200745,0.12961101531982422,0.036183297634124756,0.19021907448768616
31,0.2528250813484192,0.13402239978313446,0.04109162464737892,0.20271068811416626
32,0.25363194942474365,0.1348308026790619,0.04129066318273544,0.2032010406255722
33,0.24585016071796417,0.12704980373382568,0.03511522710323334,0.18739058077335358
34,0.2391589879989624,0.12035972625017166,0.030805494636297226,0.17551493644714355
35,0.24753306806087494,0.1287354677915573,0.035631995648145676,0.18876439332962036
36,0.24916085600852966,0.1303645223379135,0.03843870013952255,0.19605790078639984
37,0.24956639111042023,0.13077139854431152,0.03661598265171051,0.19135303795337677
38,0.2428048551082611,0.12401008605957031,0.03801414743065834,0.1949721723794937
39,0.24521848559379578,0.12642382085323334,0.03465643152594566,0.18616238236427307
40,0.2486851066350937,0.12989205121994019,0.03596417233347893,0.18964222073554993
41,0.24410061538219452,0.12530864775180817,0.033455971628427505,0.1829097419977188
42,0.2383720576763153,0.11958145350217819,0.03169151768088341,0.1780211180448532
43,0.23476383090019226,0.11597511172294617,0.03145063295960426,0.17734326422214508
44,0.23966771364212036,0.12088053673505783,0.03253341093659401,0.18037021160125732
45,0.2474113255739212,0.12862515449523926,0.036974288523197174,0.19228699803352356
46,0.24198611080646515,0.12320075184106827,0.03266838565468788,0.1807439774274826
47,0.24513228237628937,0.12634894251823425,0.03509827330708504,0.18734532594680786
48,0.2447957694530487,0.12601231038570404,0.03648194298148155,0.1910024732351303
49,0.24272432923316956,0.12394272536039352,0.03656283766031265,0.19121411442756653
50,0.23090238869190216,0.11212082207202911,0.029305335134267807,0.17118801176548004
51,0.23631815612316132,0.11753883957862854,0.03061196394264698,0.17496274411678314
52,0.24513617157936096,0.12635767459869385,0.03459923341870308,0.18600869178771973
53,0.23780232667922974,0.11902458965778351,0.03405487537384033,0.18453963100910187
54,0.24231047928333282,0.12353378534317017,0.03527800738811493,0.18782441318035126
55,0.25070279836654663,0.13192687928676605,0.03875868767499924,0.1968722641468048
56,0.23897118866443634,0.12019702047109604,0.03195255622267723,0.17875277996063232
57,0.23377756774425507,0.11500371247529984,0.030552679672837257,0.17479324340820312
58,0.23769626021385193,0.11892370879650116,0.035003241151571274,0.18709152936935425
59,0.24531793594360352,0.12654604017734528,0.035175785422325134,0.1875520944595337
60,0.23888443410396576,0.1201130673289299,0.03424336016178131,0.1850496083498001
61,0.24437497556209564,0.1256057322025299,0.035181522369384766,0.18756738305091858
62,0.23309630155563354,0.1143273264169693,0.029543142765760422,0.17188118398189545
63,0.23613664507865906,0.11737003177404404,0.032313838601112366,0.17976050078868866
64,0.23346227407455444,0.11469670385122299,0.028916575014591217,0.17004874348640442
65,0.24179184436798096,0.12302741408348083,0.035094890743494034,0.18733631074428558
66,0.24341456592082977,0.12465161085128784,0.034299395978450775,0.18520095944404602
67,0.23566977679729462,0.11690640449523926,0.02918042056262493,0.17082276940345764
68,0.2333156168460846,0.11455418914556503,0.03170830383896828,0.17806825041770935
69,0.24095822870731354,0.12219849973917007,0.03439270332455635,0.18545269966125488
70,0.2275412678718567,0.10878269374370575,0.028113683685660362,0.1676713526248932
71,0.24319101870059967,0.12443306297063828,0.033149220049381256,0.18206927180290222
72,0.23713628947734833,0.11837911605834961,0.03303535282611847,0.18175630271434784
73,0.22803014516830444,0.10927344113588333,0.02797498181462288,0.16725723445415497
74,0.23980726301670074,0.12105214595794678,0.03572610765695572,0.1890135109424591
75,0.22961856424808502,0.11086486279964447,0.026678994297981262,0.16333705186843872
76,0.23095813393592834,0.1122041568160057,0.029553445056080818,0.17191115021705627
77,0.22801057994365692,0.1092572957277298,0.02904500626027584,0.17042595148086548
78,0.2356576770544052,0.11690496653318405,0.03228785842657089,0.1796882301568985
79,0.23059019446372986,0.11183822900056839,0.027432113885879517,0.1656264215707779
80,0.23083627223968506,0.11208608001470566,0.030383769422769547,0.1743094027042389
81,0.23332343995571136,0.11457450687885284,0.030885418877005577,0.1757424771785736
82,0.23166003823280334,0.11291228979825974,0.03156391531229019,0.17766235768795013
83,0.2297842651605606,0.1110384538769722,0.028102248907089233,0.16763725876808167
84,0.2318938821554184,0.1131492331624031,0.028367802500724792,0.16842743754386902
85,0.22998392581939697,0.11124033480882645,0.02569720707833767,0.1603034883737564
86,0.23120498657226562,0.11246202141046524,0.03182832896709442,0.17840495705604553
87,0.23288685083389282,0.11414496600627899,0.029963761568069458,0.17310044169425964
88,0.22790944576263428,0.10916836559772491,0.028326524421572685,0.16830486059188843
89,0.21858881413936615,0.09984883666038513,0.02688956819474697,0.1639803946018219
90,0.23265010118484497,0.11391209065914154,0.030885010957717896,0.1757413148880005
91,0.22934888303279877,0.11061045527458191,0.02990567684173584,0.17293258011341095
92,0.22566324472427368,0.10692540556192398,0.028139233589172363,0.16774752736091614
93,0.22639213502407074,0.10765593498945236,0.02832167036831379,0.16829043626785278
94,0.22994427382946014,0.11121039092540741,0.030920930206775665,0.1758434772491455
95,0.22795461118221283,0.10922177881002426,0.028302550315856934,0.16823361814022064
96,0.22807680070400238,0.10934480279684067,0.02766399458050728,0.16632497310638428
97,0.22759024798870087,0.1088593527674675,0.027677811682224274,0.16636650264263153
98,0.2315826416015625,0.11285228282213211,0.032981500029563904,0.18160809576511383
99,0.23150373995304108,0.11277482658624649,0.03030235320329666,0.17407570779323578
100,0.23407405614852905,0.11534630507230759,0.031536925584077835,0.1775863915681839
101,0.2274119257926941,0.10868559777736664,0.027874739840626717,0.1669573038816452
102,0.22947964072227478,0.11075388640165329,0.029561715200543404,0.17193520069122314
103,0.23429881036281586,0.11557477712631226,0.02781183272600174,0.16676880419254303
104,0.22848670184612274,0.1097632572054863,0.02822025679051876,0.1679888665676117
105,0.22224953770637512,0.10352766513824463,0.02582520805299282,0.16070222854614258
106,0.22613807022571564,0.10741624236106873,0.028998838737607002,0.17029045522212982
107,0.2227047085762024,0.10398374497890472,0.028215089812874794,0.16797347366809845
108,0.22962696850299835,0.11090583354234695,0.028954848647117615,0.17016124725341797
109,0.23092332482337952,0.11220394819974899,0.028881007805466652,0.1699441373348236
110,0.22891803085803986,0.11019972711801529,0.02926679328083992,0.17107540369033813
111,0.2352895438671112,0.11657248437404633,0.03215716406702995,0.1793241798877716
112,0.2308499962091446,0.11213485151529312,0.027712514623999596,0.16647076606750488
113,0.22300954163074493,0.10429570078849792,0.028110219165682793,0.16766102612018585
114,0.22877071797847748,0.11005892604589462,0.02924792282283306,0.1710202395915985
115,0.2223249226808548,0.10361264646053314,0.024373196065425873,0.15611916780471802
116,0.23092465102672577,0.11221300810575485,0.031185414642095566,0.17659392952919006
117,0.22584125399589539,0.10712987184524536,0.026849063113331795,0.16385683417320251
118,0.22171388566493988,0.10300371795892715,0.026263128966093063,0.162059023976326
119,0.23911571502685547,0.12040764093399048,0.03491374850273132,0.18685221672058105
120,0.2241179496049881,0.10541117936372757,0.027077166363596916,0.16455140709877014
121,0.22829793393611908,0.10959167778491974,0.029107684269547462,0.1706097424030304
122,0.22667966783046722,0.1079748198390007,0.02715635672211647,0.16479185223579407
123,0.226169154047966,0.10746539384126663,0.030464576557278633,0.17454104125499725
124,0.2312486469745636,0.11254443228244781,0.02951095812022686,0.1717875450849533
125,0.22888503968715668,0.11018194258213043,0.02966132201254368,0.17222462594509125
126,0.22023890912532806,0.10153689980506897,0.025772590190172195,0.1605384349822998
127,0.22354622185230255,0.10484498739242554,0.02540944516658783,0.15940339863300323
128,0.22765830159187317,0.10895871371030807,0.029208729043602943,0.17090561985969543
129,0.2255663126707077,0.10686861723661423,0.029620133340358734,0.17210499942302704
130,0.22572831809520721,0.1070314347743988,0.028276996687054634,0.1681576520204544
131,0.22755533456802368,0.10886013507843018,0.027238084003329277,0.16503964364528656
132,0.22597399353981018,0.10727956891059875,0.028778454288840294,0.1696421355009079
133,0.21692517399787903,0.09823138266801834,0.025932257995009422,0.16103495657444
134,0.2182098776102066,0.09951669722795486,0.024844618514180183,0.15762175619602203
135,0.2205887883901596,0.1018965020775795,0.027273153886198997,0.1651458591222763
136,0.22792546451091766,0.10923489183187485,0.027381321415305138,0.16547302901744843
137,0.22265051305294037,0.10396014899015427,0.028432656079530716,0.16861985623836517
138,0.2275105118751526,0.10882121324539185,0.02867855504155159,0.16934743523597717
139,0.22764050960540771,0.1089530736207962,0.026897519826889038,0.1640046387910843
140,0.22434857487678528,0.10566195100545883,0.02883235365152359,0.16980092227458954
141,0.22249655425548553,0.10381156951189041,0.029017427936196327,0.1703450232744217
142,0.22379814088344574,0.1051144003868103,0.02716354839503765,0.16481368243694305
143,0.22672432661056519,0.1080402061343193,0.028257805854082108,0.16810058057308197
144,0.2216455191373825,0.10296298563480377,0.027330432087183,0.16531918942928314
145,0.22027535736560822,0.1015951856970787,0.02549375779926777,0.15966764092445374
146,0.22637447714805603,0.10769524425268173,0.0288633331656456,0.1698921173810959
147,0.22606058418750763,0.10738149285316467,0.027565844357013702,0.1660296469926834
148,0.22609888017177582,0.10742108523845673,0.029250850901007652,0.17102880775928497
149,0.22225911915302277,0.10358337312936783,0.026843108236789703,0.16383866965770721
