epoch,accuracy,loss,val_accuracy,val_loss
0,0.992222249507904,0.028636492788791656,0.8899999856948853,0.6599643230438232
0,0.9977777600288391,0.01531149260699749,0.8999999761581421,0.6963558793067932
0,0.9988889098167419,0.01015707291662693,0.8999999761581421,0.7294474840164185
0,0.9988889098167419,0.00829770602285862,0.8899999856948853,0.7551170587539673
0,1.0,0.006296378094702959,0.8899999856948853,0.7743462324142456
0,1.0,0.005529433023184538,0.8899999856948853,0.802278459072113
0,1.0,0.0050927819684147835,0.8899999856948853,0.8141822218894958
0,1.0,0.004920618608593941,0.8899999856948853,0.8356467485427856
0,1.0,0.004451228771358728,0.8899999856948853,0.8531085252761841
0,1.0,0.004238669294863939,0.8899999856948853,0.867370069026947
0,1.0,0.004054551012814045,0.8899999856948853,0.8788092732429504
0,1.0,0.003937198780477047,0.8899999856948853,0.8894880414009094
0,1.0,0.003835985902696848,0.8899999856948853,0.8977667093276978
0,1.0,0.0037394545506685972,0.8899999856948853,0.9172008633613586
0,1.0,0.003630224848166108,0.8899999856948853,0.9159379601478577
0,1.0,0.0035633633378893137,0.8899999856948853,0.928697407245636
0,1.0,0.003519702237099409,0.8899999856948853,0.9367275238037109
0,1.0,0.0034345875028520823,0.8899999856948853,0.9470140337944031
0,1.0,0.0033748841378837824,0.8899999856948853,0.9495713710784912
0,1.0,0.003337044036015868,0.8899999856948853,0.9592875838279724
0,1.0,0.003300716634839773,0.8899999856948853,0.9587873220443726
0,1.0,0.003259920049458742,0.8899999856948853,0.9680930972099304
0,1.0,0.0032295510172843933,0.8899999856948853,0.9756683111190796
0,1.0,0.003195047378540039,0.8899999856948853,0.9804165363311768
0,1.0,0.0031645391136407852,0.8899999856948853,0.9815278649330139
0,1.0,0.0031394625548273325,0.8899999856948853,0.9842493534088135
0,1.0,0.00311630149371922,0.8899999856948853,0.9871204495429993
0,1.0,0.003086133161559701,0.8899999856948853,0.9945240020751953
0,1.0,0.0030617425218224525,0.8899999856948853,1.0017427206039429
0,1.0,0.003043927252292633,0.8899999856948853,1.0084017515182495
0,1.0,0.003023013472557068,0.8899999856948853,1.009049892425537
0,1.0,0.003001270117238164,0.8899999856948853,1.0106338262557983
0,1.0,0.002984955906867981,0.8899999856948853,1.0191442966461182
0,1.0,0.0029638430569320917,0.8899999856948853,1.0205110311508179
0,1.0,0.002944502281025052,0.8899999856948853,1.0311696529388428
