Epoch,LLDLwFW_valauc,LLDLwoFW_valauc,DenseModel_valauc,LLDLwFW_valacc,LLDLwoFW_valacc,DenseModel_valacc,LLDLwFW_trainauc,LLDLwoFW_trainauc,DenseModel_trainauc,LLDLwFW_trainacc,LLDLwoFW_trainacc,DenseModel_trainacc
414,0.893970907,0.609407485,0.698024929,0.870000005,0.730000019,0.75999999,1,0.768297911,1,1,0.73888886,1
415,0.893970907,0.644750535,0.682952166,0.870000005,0.769999981,0.769999981,1,0.786170542,1,1,0.821111083,1
416,0.893451095,0.642151833,0.653846204,0.870000005,0.769999981,0.720000029,1,0.775428891,1,1,0.823333323,1
417,0.89371109,0.650987506,0.731028974,0.870000005,0.769999981,0.720000029,1,0.777968585,0.873624206,1,0.790000021,0.813333333
418,0.893970966,0.681133032,0.614345193,0.870000005,0.769999981,0.660000026,1,0.751894355,0.956519008,1,0.74333334,0.896666646
419,0.893970907,0.746621668,0.651507318,0.870000005,0.769999981,0.680000007,1,0.770611286,0.994878292,1,0.835555553,0.972222209
420,0.893451154,0.766372204,0.675155938,0.870000005,0.790000021,0.720000029,1,0.785300076,0.999974072,1,0.76444447,0.99666667
421,0.893970907,0.730249524,0.668399215,0.870000005,0.819999993,0.720000029,1,0.773044348,1,1,0.851111114,1
422,0.893451154,0.745062411,0.652027011,0.870000005,0.829999983,0.720000029,1,0.79528147,0.99999994,1,0.834444463,1
423,0.893451154,0.674376309,0.65280658,0.870000005,0.769999981,0.720000029,1,0.800386965,1,1,0.833333313,1
424,0.888773382,0.631756783,0.653326333,0.870000005,0.790000021,0.720000029,1,0.773714066,1,1,0.808888912,1
425,0.888253629,0.645270288,0.651767135,0.870000005,0.790000021,0.730000019,1,0.775183022,0.99999994,1,0.813333333,1
426,0.888513505,0.681392968,0.652027011,0.870000005,0.74000001,0.730000019,1,0.779402018,0.99999994,1,0.73888886,1
427,0.888773441,0.65488565,0.653326452,0.870000005,0.790000021,0.730000019,1,0.809976757,0.99999994,1,0.791111112,1
428,0.888253629,0.665020764,0.653846145,0.870000005,0.779999971,0.730000019,1,0.767644346,1,1,0.75999999,1
429,0.887993753,0.645270288,0.653066576,0.870000005,0.790000021,0.74000001,1,0.764405727,0.99999994,1,0.775555551,1
430,0.887733877,0.668659031,0.665020764,0.870000005,0.800000012,0.74000001,1,0.770035446,0.99999994,1,0.815555573,1
431,0.887733877,0.66735965,0.663461506,0.870000005,0.790000021,0.74000001,1,0.749982178,1,1,0.708888888,1
432,0.887733817,0.654365897,0.665280581,0.870000005,0.769999981,0.74000001,1,0.767087996,1,1,0.76111114,1
433,0.888253629,0.655405402,0.651247382,0.870000005,0.75999999,0.75,1,0.789613008,1,1,0.817777753,1
434,0.887733877,0.666320086,0.637733996,0.870000005,0.800000012,0.75,1,0.764114499,1,1,0.765555561,1
435,0.887733936,0.660083175,0.650207877,0.870000005,0.75999999,0.74000001,1,0.76944977,0.99999994,1,0.790000021,1
436,0.888253689,0.639812887,0.652806759,0.870000005,0.25999999,0.75,1,0.797109485,1,1,0.792222202,1
437,0.888253689,0.665020764,0.652546823,0.870000005,0.779999971,0.75,1,0.781631231,0.99999994,1,0.792222202,1
438,0.887474,0.674116433,0.652546823,0.870000005,0.769999981,0.75,1,0.79175806,0.99999994,1,0.778888881,1
439,0.888253629,0.676195383,0.653066576,0.870000005,0.769999981,0.74000001,1,0.809177637,0.99999994,1,0.836666644,1
440,0.887733936,0.671777546,0.652287006,0.870000005,0.25999999,0.75,1,0.783083916,0.99999994,1,0.802222252,1
441,0.887733877,0.657744348,0.654885709,0.870000005,0.790000021,0.74000001,1,0.786115468,1,1,0.816666663,1
442,0.887733877,0.656444967,0.652806699,0.870000005,0.779999971,0.75,1,0.803641796,1,1,0.785555542,1
443,0.888253689,0.63123703,0.656704843,0.870000005,0.779999971,0.74000001,1,0.801325262,1,1,0.826666653,1
444,0.887733936,0.664241195,0.655145645,0.870000005,0.790000021,0.74000001,1,0.771879673,1,1,0.856666684,1
445,0.888253629,0.664501071,0.661642492,0.870000005,0.790000021,0.74000001,1,0.782592118,1,1,0.847777784,1
446,0.888253629,0.646049917,0.66112268,0.870000005,0.779999971,0.74000001,1,0.783491492,1,1,0.811111093,1
447,0.888773322,0.642671525,0.662162244,0.870000005,0.790000021,0.720000029,1,0.776176274,1,1,0.842222214,1
448,0.887733877,0.645530164,0.659303725,0.870000005,0.790000021,0.74000001,1,0.796164751,1.000000119,1,0.822222233,1
449,0.887733936,0.649688244,0.658004224,0.870000005,0.800000012,0.74000001,1,0.79144752,1,1,0.835555553,1
450,0.888253629,0.65202713,0.663461506,0.870000005,0.779999971,0.730000019,1,0.782190919,0.99999994,1,0.833333313,1
451,0.887733936,0.700623751,0.667619646,0.870000005,0.769999981,0.74000001,1,0.78728348,1,1,0.775555551,1
452,0.886954188,0.690228641,0.661642492,0.870000005,0.699999988,0.74000001,1,0.824034691,0.99999994,1,0.828888893,1
453,0.887214124,0.644750595,0.666840017,0.870000005,0.779999971,0.75,1,0.779599309,1,1,0.833333313,1
454,0.869282722,0.645530164,0.669438779,0.870000005,0.75999999,0.75,1,0.781579375,1,1,0.771111131,1
455,0.888253629,0.618243277,0.671257973,0.879999995,0.75999999,0.75,1,0.783763349,1,1,0.801111102,1
456,0.883575916,0.618503153,0.666320205,0.819999993,0.75,0.730000019,0.972327352,0.791777432,1,0.949999988,0.824444473,1
457,0.893451154,0.638513565,0.667359829,0.870000005,0.75999999,0.74000001,0.985579729,0.794983745,1,0.946666658,0.853333354,1
458,0.921777487,0.63747406,0.673856735,0.879999995,0.769999981,0.74000001,0.99271065,0.760723889,1,0.973333359,0.813333333,1
459,0.90280658,0.634875298,0.669698656,0.850000024,0.360000014,0.74000001,0.999077916,0.806945264,1,0.984444439,0.814444423,1
460,0.905145586,0.664501011,0.672297359,0.879999995,0.769999981,0.74000001,0.999987066,0.797403872,1,0.99666667,0.822222233,1
461,0.907744288,0.648908496,0.672817171,0.889999986,0.75,0.74000001,1,0.802124441,1,1,0.873333335,1
462,0.902027071,0.658783793,0.668399274,0.879999995,0.779999971,0.74000001,0.99999994,0.794605255,1,1,0.816666663,1
463,0.90280658,0.668139279,0.673336864,0.879999995,0.790000021,0.720000029,1,0.791110992,1,1,0.781111121,1
464,0.902027011,0.612785816,0.64994818,0.879999995,0.769999981,0.74000001,0.99999994,0.763613105,1,1,0.774444461,1
465,0.88825351,0.61252594,0.696725547,0.879999995,0.730000019,0.75999999,1,0.768511474,0.985886931,1,0.796666682,0.972222209
466,0.887733817,0.638253629,0.682172596,0.879999995,0.25999999,0.720000029,0.99999994,0.786426067,0.879208446,1,0.803333342,0.796666682
467,0.884875178,0.626559258,0.681392848,0.879999995,0.75,0.720000029,1,0.807106972,0.981858909,1,0.848888874,0.936666667
468,0.885654747,0.625,0.673856556,0.879999995,0.75999999,0.730000019,1,0.798843622,0.996408641,1,0.791111112,0.978888869
469,0.884615242,0.640592515,0.693866909,0.879999995,0.75999999,0.769999981,0.99999994,0.802405834,0.998414636,1,0.832222223,0.986666679
470,0.882276475,0.617983401,0.677494884,0.879999995,0.75,0.75,1,0.810856819,0.999631166,1,0.860000014,0.99222225
471,0.884355366,0.642671525,0.66112268,0.879999995,0.730000019,0.75999999,1,0.801807344,1,1,0.857777774,1
472,0.883575916,0.625519812,0.665800452,0.879999995,0.25999999,0.75999999,1,0.803127289,1,1,0.798888862,1
473,0.884615302,0.640852392,0.664241135,0.879999995,0.730000019,0.75999999,1,0.804826021,1,1,0.800000012,1
474,0.884615302,0.608627915,0.664760947,0.879999995,0.730000019,0.75999999,1,0.823400617,0.99999994,1,0.861111104,1
475,0.884615302,0.62292105,0.663721323,0.879999995,0.74000001,0.75999999,0.99999994,0.822284341,1,1,0.842222214,1
476,0.884355426,0.617203832,0.663461506,0.879999995,0.730000019,0.75,1,0.792502165,0.99999994,1,0.812222242,1
477,0.884875238,0.625,0.664501011,0.879999995,0.75999999,0.75,1,0.810737073,1,1,0.861111104,1
478,0.88539499,0.619542718,0.663461506,0.879999995,0.75999999,0.75,0.99999994,0.824630022,1,1,0.861111104,1
479,0.884615362,0.636694431,0.66320169,0.879999995,0.75999999,0.74000001,0.99999994,0.806488991,1.000000119,1,0.833333313,1
480,0.884615362,0.644750535,0.662941813,0.879999995,0.75999999,0.74000001,1,0.775147378,1,1,0.851111114,1
481,0.885135114,0.624220371,0.662422121,0.879999995,0.75999999,0.74000001,0.99999994,0.800739586,1,1,0.779999971,1
482,0.885135114,0.625519753,0.663721502,0.879999995,0.75999999,0.74000001,1,0.774477601,1,1,0.803333342,1
483,0.884615302,0.619542658,0.66320169,0.879999995,0.75,0.74000001,1,0.801315427,1,1,0.846666694,1
484,0.885135114,0.591735959,0.664241314,0.879999995,0.74000001,0.74000001,1,0.798746586,1,1,0.824444473,1
485,0.885135114,0.62292099,0.663721561,0.879999995,0.75,0.74000001,1,0.790535152,1,1,0.788888872,1
486,0.885135055,0.607848287,0.661122799,0.879999995,0.74000001,0.730000019,1,0.768776834,1.000000119,1,0.843333304,1
487,0.884875178,0.598752618,0.666320264,0.879999995,0.709999979,0.730000019,1,0.811452031,1,1,0.829999983,1
488,0.881236911,0.615384698,0.668139338,0.879999995,0.720000029,0.730000019,1,0.786675215,1.000000119,1,0.817777753,1
489,0.880717158,0.621101856,0.667099774,0.879999995,0.730000019,0.730000019,1,0.82193172,1.000000119,1,0.819999993,1
490,0.880457282,0.641891897,0.662681997,0.879999995,0.25999999,0.730000019,1,0.758944392,1.000000119,1,0.777777791,1
491,0.880457282,0.620062351,0.667619586,0.879999995,0.709999979,0.730000019,1,0.777011037,1,1,0.835555553,1
492,0.880717218,0.61876303,0.652287006,0.879999995,0.720000029,0.730000019,1,0.791919827,1,1,0.808888912,1
493,0.880717218,0.612266183,0.653586388,0.879999995,0.25999999,0.730000019,1,0.791178942,0.99999994,1,0.862222195,1
494,0.880717218,0.62915802,0.657224655,0.879999995,0.75,0.730000019,1,0.820592284,0.99999994,1,0.822222233,1
495,0.880717158,0.586798251,0.650727689,0.879999995,0.689999998,0.730000019,1,0.789949477,0.99999994,1,0.805555582,1
496,0.880717158,0.614864826,0.655665338,0.879999995,0.74000001,0.730000019,1,0.796637058,0.99999994,1,0.810000002,1
497,0.879937589,0.632276595,0.654625893,0.879999995,0.75999999,0.730000019,1,0.796908855,0.99999994,1,0.815555573,1
498,0.879677713,0.669438779,0.64864862,0.879999995,0.75,0.730000019,1,0.822381377,1,1,0.837777793,1
499,0.879677713,0.630197585,0.653326511,0.879999995,0.75999999,0.730000019,1,0.831068516,0.99999994,1,0.843333304,1
500,0.880717218,0.655405343,0.650727749,0.879999995,0.75,0.730000019,1,0.818618596,0.99999994,1,0.844444454,1
501,0.880457282,0.672297299,0.656185091,0.879999995,0.779999971,0.74000001,1,0.83119154,1,1,0.843333304,1
502,0.880717218,0.729989648,0.653586268,0.879999995,0.769999981,0.730000019,1,0.834481895,1,1,0.843333304,1
503,0.880717218,0.679314017,0.653326452,0.879999995,0.779999971,0.74000001,1,0.813982248,1,1,0.860000014,1
504,0.88123697,0.631756783,0.65904367,0.879999995,0.689999998,0.74000001,1,0.809381485,1,1,0.872222245,1
505,0.884875238,0.655145526,0.657744348,0.879999995,0.779999971,0.74000001,1,0.824788511,1,1,0.850000024,1
506,0.884875238,0.63955307,0.656964719,0.879999995,0.779999971,0.730000019,1,0.833692491,1,1,0.833333313,1
507,0.87993753,0.642931402,0.654885769,0.879999995,0.769999981,0.74000001,1,0.825992107,1,1,0.831111133,1
508,0.884615362,0.60628897,0.6569646,0.879999995,0.25999999,0.730000019,1,0.807181418,1,1,0.841111124,1
509,0.884615302,0.583160102,0.654365957,0.879999995,0.74000001,0.74000001,1,0.805531204,1,1,0.843333304,1
510,0.884095609,0.592775464,0.659823298,0.879999995,0.74000001,0.74000001,1,0.813542128,1,1,0.851111114,1
511,0.884095609,0.615904391,0.655405343,0.879999995,0.74000001,0.74000001,1,0.813623011,1,1,0.807777762,1
512,0.882536352,0.641112149,0.655145586,0.879999995,0.74000001,0.74000001,1,0.795689106,1,1,0.854444444,1
513,0.883835673,0.639552951,0.660862684,0.879999995,0.74000001,0.74000001,1,0.828150153,1,1,0.855555534,1
514,0.884615362,0.591995895,0.651507318,0.879999995,0.74000001,0.730000019,1,0.834815145,1,1,0.847777784,1
515,0.884355545,0.63955307,0.65488559,0.879999995,0.730000019,0.74000001,1,0.80956918,1,1,0.881111085,1
516,0.884615302,0.632276535,0.657484412,0.879999995,0.74000001,0.730000019,1,0.830308259,1,1,0.821111083,1
517,0.882536292,0.61798346,0.655405581,0.879999995,0.74000001,0.74000001,1,0.823749959,0.99999994,1,0.860000014,1
518,0.88201654,0.663981378,0.646309853,0.879999995,0.720000029,0.730000019,1,0.804492712,0.99999994,1,0.845555544,1
519,0.883315921,0.606289029,0.659823239,0.879999995,0.720000029,0.74000001,1,0.826665103,1,1,0.855555534,1
520,0.82016623,0.587837875,0.673076987,0.839999974,0.689999998,0.74000001,0.996305108,0.824138224,1,0.99666667,0.864444435,1
521,0.851611257,0.633835733,0.655405343,0.790000021,0.730000019,0.74000001,0.943897784,0.81240654,1,0.906666696,0.883333325,1
522,0.876039505,0.64579004,0.623440683,0.829999983,0.730000019,0.74000001,0.989022195,0.820110142,0.99999994,0.953333318,0.863333344,1
523,0.89864862,0.624220431,0.663461566,0.889999986,0.74000001,0.620000005,0.995153308,0.809950829,0.882230401,0.970000029,0.882222235,0.818888903
524,0.892931402,0.631756723,0.733887672,0.860000014,0.730000019,0.75,0.995894372,0.84073925,0.924873412,0.98555553,0.835555553,0.852222204
525,0.908523977,0.619542658,0.724792123,0.860000014,0.75999999,0.709999979,0.999692619,0.819061816,0.984068751,0.99222225,0.870000005,0.939999998
526,0.90904367,0.627338886,0.66943866,0.879999995,0.25999999,0.790000021,0.999760628,0.821164906,0.991355062,0.99666667,0.873333335,0.959999979
527,0.903066516,0.634095609,0.669178843,0.879999995,0.74000001,0.769999981,0.999860823,0.815276325,0.997479558,0.99555558,0.844444454,0.978888869
528,0.9069646,0.632276535,0.656185031,0.879999995,0.730000019,0.769999981,0.999941766,0.824953556,1,0.99888891,0.855555534,0.99555558
529,0.905405402,0.596673667,0.647089362,0.879999995,0.720000029,0.75999999,1,0.832097411,1,1,0.851111114,1
530,0.90904361,0.587577999,0.649168372,0.870000005,0.720000029,0.75,1,0.796307147,0.99999994,1,0.811111093,1
531,0.905925214,0.61460501,0.652286947,0.870000005,0.75,0.75999999,1,0.801254094,1,1,0.828888893,1
532,0.905405402,0.634875238,0.648388863,0.860000014,0.74000001,0.75,1,0.779722333,1,1,0.825555563,1
533,0.905925095,0.595374227,0.644490659,0.870000005,0.74000001,0.75,0.999993503,0.777670979,1,0.99888891,0.835555553,1
534,0.905405402,0.561070681,0.646829605,0.870000005,0.550000012,0.730000019,0.999977291,0.807601929,0.99999994,0.99666667,0.777777791,1
535,0.903326273,0.610187113,0.648648679,0.850000024,0.699999988,0.74000001,1,0.791411936,1,0.99888891,0.819999993,1
536,0.883056164,0.555353463,0.646309853,0.860000014,0.689999998,0.74000001,0.999993563,0.782174706,1,0.99888891,0.803333342,1
537,0.878118575,0.612785935,0.648388743,0.879999995,0.680000007,0.730000019,0.99999994,0.78354007,1.000000119,1,0.768888891,1
538,0.871361732,0.579002142,0.650467694,0.860000014,0.699999988,0.74000001,1,0.774383783,1,1,0.827777803,1
539,0.873440623,0.593814969,0.651767194,0.870000005,0.670000017,0.74000001,1,0.776227951,1,1,0.857777774,1
540,0.874220371,0.576923132,0.652806759,0.879999995,0.680000007,0.730000019,0.99999994,0.809472084,1,1,0.803333342,1
541,0.874740005,0.60550946,0.650987625,0.879999995,0.660000026,0.74000001,0.99999994,0.782423854,1,1,0.846666694,1
542,0.874220252,0.583939731,0.646829486,0.879999995,0.649999976,0.720000029,0.99999994,0.796462357,1,1,0.800000012,1
543,0.8737005,0.586538434,0.647089422,0.879999995,0.660000026,0.730000019,1,0.799435735,1,1,0.837777793,1
544,0.873960435,0.590176702,0.636694431,0.870000005,0.699999988,0.730000019,1,0.797733963,1,1,0.773333311,1
545,0.874220371,0.581081092,0.636954248,0.879999995,0.680000007,0.730000019,1,0.811533034,1.000000119,1,0.854444444,1
546,0.870062411,0.568347216,0.641372204,0.870000005,0.660000026,0.720000029,1,0.820699036,1,1,0.806666672,1
547,0.870322347,0.612785816,0.641112387,0.879999995,0.670000017,0.730000019,1,0.802599967,0.99999994,1,0.841111124,1
548,0.871621668,0.593555093,0.639033318,0.879999995,0.660000026,0.720000029,0.99999994,0.801467597,1,1,0.854444444,1
549,0.871881545,0.608108103,0.640852571,0.879999995,0.680000007,0.730000019,0.99999994,0.824228823,1,1,0.854444444,1
550,0.871881545,0.611746371,0.640332699,0.879999995,0.680000007,0.720000029,0.99999994,0.788956165,1,1,0.822222233,1
551,0.871881485,0.584199607,0.63955307,0.870000005,0.680000007,0.730000019,0.99999994,0.825309455,1,1,0.866666675,1
552,0.856029153,0.584459484,0.655405462,0.870000005,0.689999998,0.730000019,0.99999994,0.813299537,1,1,0.784444451,1
553,0.857328415,0.597713113,0.647869051,0.870000005,0.699999988,0.730000019,1,0.827257216,1,1,0.851111114,1
554,0.856808662,0.635914803,0.647609115,0.870000005,0.730000019,0.730000019,1,0.797400653,1,1,0.834444463,1
555,0.855249465,0.64241159,0.647869051,0.870000005,0.720000029,0.730000019,1,0.778699875,1,1,0.837777793,1
556,0.856029093,0.623180926,0.653846264,0.870000005,0.74000001,0.730000019,1,0.770481884,1.000000119,1,0.798888862,1
557,0.856029093,0.630717278,0.632016718,0.870000005,0.75,0.730000019,1,0.761040926,1,1,0.833333313,1
558,0.857328415,0.630717278,0.650987566,0.870000005,0.75999999,0.730000019,1,0.766651213,0.99999994,1,0.7588889,1
559,0.856029093,0.62084204,0.631496966,0.870000005,0.74000001,0.730000019,1,0.777001262,0.99999994,1,0.763333321,1
560,0.856808722,0.623960555,0.651767254,0.870000005,0.74000001,0.74000001,1,0.788189411,0.99999994,1,0.786666691,1
561,0.857848167,0.665540636,0.666060388,0.870000005,0.75999999,0.730000019,1,0.770685792,1,1,0.810000002,1
562,0.856808722,0.672557175,0.663461626,0.870000005,0.75,0.74000001,1,0.792291999,0.99999994,1,0.847777784,1
563,0.856808662,0.670997977,0.650467813,0.870000005,0.75,0.74000001,1,0.775157094,1,1,0.779999971,1
564,0.85628897,0.636954248,0.667099833,0.870000005,0.75,0.730000019,1,0.785118997,1,1,0.779999971,1
565,0.858108044,0.675935626,0.634875298,0.870000005,0.75999999,0.730000019,1,0.781530857,1,1,0.829999983,1
566,0.856548786,0.679054081,0.649948061,0.870000005,0.779999971,0.74000001,1,0.794602036,1,1,0.777777791,1
567,0.856029093,0.67567575,0.6652807,0.870000005,0.75999999,0.720000029,1,0.781223536,1,1,0.782222211,1
568,0.856548786,0.637733877,0.670478165,0.870000005,0.75999999,0.74000001,1,0.78012675,1,1,0.842222214,1
569,0.856029034,0.667359769,0.667879522,0.870000005,0.779999971,0.730000019,1,0.788742661,1,1,0.798888862,1
570,0.855509341,0.652286887,0.661902428,0.870000005,0.769999981,0.74000001,1,0.763803899,1,1,0.807777762,1
571,0.855249465,0.66943872,0.646309972,0.870000005,0.779999971,0.730000019,1,0.768598855,1,1,0.800000012,1
572,0.855769217,0.66735971,0.647349417,0.870000005,0.769999981,0.730000019,1,0.782349408,1,1,0.75777775,1
573,0.856029093,0.670218349,0.648388743,0.870000005,0.769999981,0.730000019,1,0.800076246,1,1,0.794444442,1
574,0.853950083,0.719594657,0.643971086,0.870000005,0.769999981,0.720000029,1,0.796692014,1,1,0.813333333,1
575,0.855509281,0.715696514,0.653846204,0.870000005,0.25999999,0.730000019,1,0.800167024,0.99999994,1,0.773333311,1
576,0.855769277,0.707900226,0.652806759,0.870000005,0.769999981,0.74000001,1,0.786794901,1,1,0.808888912,1
577,0.855249465,0.72219336,0.62707895,0.870000005,0.769999981,0.730000019,1,0.784190416,1,1,0.813333333,1
578,0.85628891,0.70348233,0.625519812,0.870000005,0.779999971,0.720000029,1,0.781003535,1,1,0.776666641,1
579,0.852910519,0.711018741,0.632536471,0.870000005,0.779999971,0.670000017,1,0.771005988,0.915746152,1,0.812222242,0.854444444
580,0.854989588,0.673856616,0.68477124,0.870000005,0.779999971,0.670000017,1,0.76588434,0.943719685,1,0.815555573,0.882222235
581,0.854989588,0.687110245,0.688149691,0.870000005,0.75999999,0.720000029,1,0.783908904,0.978277385,1,0.837777793,0.916666687
582,0.856029034,0.715176702,0.636954308,0.870000005,0.779999971,0.720000029,1,0.79202342,0.994651854,1,0.827777803,0.964444458
583,0.854729712,0.655405402,0.67983371,0.870000005,0.779999971,0.730000019,1,0.771009207,0.998612046,1,0.811111093,0.98777777
584,0.854729712,0.706081212,0.680353522,0.870000005,0.75999999,0.730000019,1,0.756071329,0.999999881,1,0.722222209,1
585,0.856029093,0.688669503,0.685810804,0.870000005,0.769999981,0.730000019,1,0.791256607,1,1,0.832222223,1
586,0.852390766,0.658004224,0.683212161,0.870000005,0.25999999,0.730000019,1,0.797099769,1,1,0.829999983,1
587,0.857848227,0.701663196,0.675415814,0.870000005,0.75,0.730000019,1,0.778538048,1,1,0.813333333,1
588,0.837318003,0.689968884,0.661382556,0.870000005,0.769999981,0.74000001,1,0.774134636,1,1,0.825555563,1
589,0.838097692,0.662422001,0.675935686,0.870000005,0.769999981,0.720000029,1,0.767097652,1,1,0.826666653,1
590,0.851611137,0.692567587,0.661642432,0.870000005,0.25999999,0.730000019,1,0.795556486,1,1,0.808888912,1
591,0.846153736,0.638773501,0.646309853,0.870000005,0.75999999,0.74000001,1,0.796666205,0.99999994,1,0.776666641,1
592,0.849532127,0.622661114,0.646309853,0.870000005,0.75999999,0.720000029,1,0.785005748,0.99999994,1,0.843333304,1
593,0.848492682,0.668659091,0.64579016,0.870000005,0.75,0.720000029,1,0.748882115,1,1,0.721111119,1
594,0.870582104,0.625779688,0.646829665,0.870000005,0.75999999,0.720000029,1,0.778641582,1,1,0.784444451,1
595,0.810550928,0.616943896,0.644490778,0.800000012,0.75999999,0.720000029,0.987203896,0.763700485,1,0.973333359,0.805555582,1
596,0.914760947,0.737006187,0.643971026,0.810000002,0.810000002,0.709999979,0.921285152,0.754896879,0.99999994,0.881111085,0.785555542,1
597,0.891112208,0.740384698,0.650727689,0.800000012,0.819999993,0.709999979,0.990067184,0.770310402,1,0.970000029,0.73555553,1
598,0.922037303,0.677234888,0.637993813,0.860000014,0.769999981,0.709999979,0.997738361,0.777561009,1,0.98555553,0.73555553,1
599,0.894750535,0.73960501,0.637993872,0.850000024,0.790000021,0.720000029,0.99999994,0.752699912,1,0.99777776,0.775555551,1
600,0.896049857,0.713617504,0.651507318,0.860000014,0.769999981,0.709999979,0.99999994,0.76661551,1,1,0.76111114,1
601,0.893970728,0.734927237,0.644750535,0.860000014,0.800000012,0.720000029,0.99999994,0.772594571,1,1,0.791111112,1
602,0.896049857,0.700363755,0.651767194,0.870000005,0.790000021,0.709999979,0.999999881,0.743776619,0.99999994,1,0.75555557,1
603,0.894750476,0.730769277,0.655145645,0.850000024,0.790000021,0.720000029,0.999999881,0.766198218,1,1,0.728888869,1
604,0.895010233,0.658783793,0.641372204,0.860000014,0.800000012,0.720000029,1,0.763787806,0.99999994,1,0.810000002,1
605,0.895270169,0.721153915,0.645530283,0.860000014,0.790000021,0.720000029,0.99999994,0.762089252,1,1,0.783333361,1
606,0.879677653,0.715176702,0.647349358,0.870000005,0.790000021,0.730000019,1,0.740055859,1,1,0.75333333,1
607,0.895789921,0.664241135,0.648388863,0.870000005,0.779999971,0.730000019,1,0.781534135,1.000000119,1,0.766666651,1
608,0.87915796,0.626819193,0.645790219,0.870000005,0.75999999,0.720000029,1.000000119,0.7699157,0.99999994,1,0.825555563,1
609,0.879417777,0.619022846,0.651507378,0.870000005,0.270000011,0.730000019,1,0.778538167,1,1,0.814444423,1
610,0.87915796,0.646049976,0.649428427,0.870000005,0.75999999,0.730000019,1,0.790457428,0.99999994,1,0.804444432,1
611,0.878898084,0.657224536,0.649168551,0.870000005,0.769999981,0.730000019,1,0.786807835,1,1,0.801111102,1
612,0.879417837,0.652546883,0.648388803,0.870000005,0.800000012,0.730000019,0.99999994,0.795359135,1,1,0.826666653,1
613,0.879417777,0.664501011,0.649428368,0.870000005,0.779999971,0.74000001,1,0.7936216,1,1,0.829999983,1
614,0.879937649,0.629677773,0.648648798,0.870000005,0.75,0.730000019,1,0.787212312,1,1,0.74666667,1
615,0.878898084,0.646049917,0.649168432,0.860000014,0.74000001,0.720000029,1,0.802997947,1,1,0.825555563,1
616,0.878898025,0.628378391,0.649168432,0.860000014,0.74000001,0.730000019,1,0.777845681,1,1,0.845555544,1
617,0.878898025,0.607848287,0.648648739,0.860000014,0.720000029,0.730000019,1,0.806634545,1,1,0.814444423,1
618,0.878378332,0.607328475,0.646309793,0.860000014,0.730000019,0.720000029,1,0.778851986,1,1,0.852222204,1
619,0.879157901,0.604469895,0.668139338,0.860000014,0.730000019,0.720000029,1,0.772309899,1,1,0.853333354,1
620,0.87915796,0.606029153,0.648129046,0.870000005,0.730000019,0.730000019,1,0.774710596,1,1,0.853333354,1
621,0.877078891,0.609407544,0.642151713,0.860000014,0.730000019,0.720000029,1,0.805608988,0.99999994,1,0.786666691,1
622,0.87707895,0.611226618,0.654106081,0.860000014,0.25999999,0.74000001,1,0.794854283,1,1,0.851111114,1
623,0.878897965,0.613045752,0.659563422,0.860000014,0.730000019,0.730000019,0.99999994,0.789868534,1,1,0.821111083,1
624,0.87707895,0.61460495,0.658264041,0.860000014,0.720000029,0.730000019,0.99999994,0.790124178,1,1,0.852222204,1
625,0.87707895,0.593295157,0.644750595,0.860000014,0.730000019,0.720000029,1,0.786794841,1,1,0.839999974,1
626,0.878638208,0.595893979,0.646569729,0.860000014,0.730000019,0.730000019,1,0.791130424,0.99999994,1,0.823333323,1
627,0.878898084,0.587058246,0.650467873,0.860000014,0.730000019,0.730000019,0.99999994,0.776816845,0.99999994,1,0.827777803,1
628,0.877338827,0.601091564,0.658783793,0.860000014,0.720000029,0.730000019,1,0.782012999,1,1,0.815555573,1
629,0.87707895,0.595374286,0.648648679,0.860000014,0.720000029,0.75,1,0.793870747,1,1,0.818888903,1
630,0.878638268,0.589916885,0.62500006,0.860000014,0.730000019,0.74000001,1,0.771717906,0.99999994,1,0.783333361,1
631,0.878638268,0.613305628,0.654625833,0.860000014,0.74000001,0.74000001,1,0.745941103,0.99999994,1,0.766666651,1
632,0.878638208,0.614864886,0.658523977,0.860000014,0.75,0.74000001,1,0.754074991,1,1,0.783333361,1
633,0.87915796,0.616424143,0.64163202,0.860000014,0.75999999,0.649999976,1,0.776515901,0.892603159,1,0.802222252,0.828888893
634,0.880197525,0.655665278,0.680873215,0.860000014,0.769999981,0.660000026,1,0.791046262,0.922262371,1,0.807777762,0.845555544
635,0.879417837,0.62292105,0.701403439,0.860000014,0.75999999,0.670000017,1,0.786914527,0.978707552,1,0.772222221,0.930000007
636,0.877078891,0.641112328,0.687110186,0.850000024,0.769999981,0.709999979,1,0.800542295,0.995256901,1,0.790000021,0.971111119
637,0.880197465,0.640592575,0.701663256,0.860000014,0.75999999,0.75999999,1,0.776528895,0.998741508,1,0.822222233,0.982222199
638,0.877858579,0.664501131,0.653066456,0.850000024,0.75999999,0.709999979,1,0.770724595,0.999569714,1,0.74555558,0.99000001
639,0.881756723,0.616424143,0.688409567,0.860000014,0.75,0.75,1,0.761765659,0.999961078,1,0.816666663,0.99222225
640,0.862006128,0.618503153,0.685291111,0.850000024,0.75,0.74000001,1,0.777696967,0.99999994,1,0.814444423,0.99888891
