Epoch,LLDLwFW_valauc,LLDLwoFW_valauc,DenseModel_valauc,LLDLwFW_valacc,LLDLwoFW_valacc,DenseModel_valacc,LLDLwFW_trainauc,LLDLwoFW_trainauc,DenseModel_trainauc,LLDLwFW_trainacc,LLDLwoFW_trainacc,DenseModel_trainacc
977,0.85758841,0.630197525,0.682432413,0.870000005,0.769999981,0.769999981,1,0.816004336,0.99999994,1,0.861111104,1
978,0.85758841,0.632276535,0.687370062,0.870000005,0.779999971,0.75999999,1,0.813412905,1,1,0.819999993,1
979,0.85758841,0.631756783,0.683212042,0.870000005,0.75999999,0.75,1,0.822575569,0.99999994,1,0.822222233,1
980,0.85758841,0.630977154,0.686330497,0.870000005,0.769999981,0.779999971,1,0.804000854,1,1,0.863333344,1
981,0.85758841,0.623700678,0.681912661,0.870000005,0.75999999,0.75999999,1,0.79745245,1,1,0.788888872,1
982,0.85758841,0.615384638,0.685550928,0.870000005,0.769999981,0.75999999,1,0.796643615,1,1,0.785555542,1
983,0.852910638,0.639293134,0.687889814,0.870000005,0.75,0.75,1,0.767867684,1,1,0.812222242,1
984,0.852910638,0.647349298,0.686590433,0.870000005,0.74000001,0.75,1,0.771591604,1,1,0.782222211,1
985,0.852910638,0.667879403,0.681132972,0.870000005,0.720000029,0.75,1,0.744071126,1,1,0.75222224,1
986,0.852910638,0.67567569,0.683731794,0.870000005,0.730000019,0.75,1,0.74641031,1,1,0.76111114,1
987,0.852910638,0.645530105,0.68685025,0.870000005,0.75,0.75,1,0.784610987,1,1,0.818888903,1
988,0.852390885,0.672817111,0.688409626,0.870000005,0.769999981,0.74000001,1,0.799471319,1,1,0.793333352,1
989,0.852390885,0.656704843,0.682172537,0.870000005,0.730000019,0.74000001,1,0.797598004,0.99999994,1,0.814444423,1
990,0.852390826,0.656444967,0.670738041,0.870000005,0.779999971,0.74000001,1,0.81812042,0.99999994,1,0.855555534,1
991,0.852390826,0.656964719,0.681652844,0.870000005,0.75,0.75,1,0.8114748,1,1,0.829999983,1
992,0.851871073,0.645530164,0.685810804,0.870000005,0.75,0.75,1,0.811885655,0.99999994,1,0.870000005,1
993,0.851871073,0.610447049,0.679054022,0.870000005,0.75,0.74000001,1,0.806893289,1,1,0.816666663,1
994,0.851351321,0.648388803,0.682432413,0.870000005,0.75,0.74000001,1,0.823533118,0.99999994,1,0.810000002,1
995,0.852910578,0.619802475,0.670218289,0.870000005,0.730000019,0.74000001,1,0.81696862,1,1,0.806666672,1
996,0.852910578,0.63331604,0.682432532,0.870000005,0.74000001,0.75999999,1,0.805130124,0.99999994,1,0.831111133,1
997,0.851351321,0.629417956,0.675415874,0.879999995,0.709999979,0.75,1,0.820640743,1,1,0.867777765,1
998,0.852650702,0.614864945,0.676975131,0.870000005,0.75,0.75,1,0.807336748,1,1,0.842222214,1
999,0.852910638,0.63539499,0.686330557,0.879999995,0.25999999,0.75,1,0.830977857,1,1,0.846666694,1
1000,0.853170514,0.593555152,0.674636185,0.870000005,0.75,0.74000001,1,0.787503541,1,1,0.861111104,1
1001,0.852910638,0.623960495,0.662941873,0.879999995,0.720000029,0.75,1,0.837578177,1,1,0.871111095,1
1002,0.853170514,0.596673667,0.67567569,0.870000005,0.720000029,0.75,1,0.801842868,1,1,0.801111102,1
1003,0.852650642,0.589916885,0.682432473,0.870000005,0.699999988,0.74000001,1,0.806055427,1,1,0.792222202,1
1004,0.851091504,0.660083115,0.668399215,0.870000005,0.709999979,0.75,1,0.793767214,1,1,0.794444442,1
1005,0.852130949,0.655405402,0.669178903,0.870000005,0.709999979,0.74000001,1,0.81639576,1,1,0.829999983,1
1006,0.852390826,0.671777546,0.67359674,0.860000014,0.680000007,0.75,1,0.8152861,1,1,0.845555544,1
1007,0.852131009,0.675935626,0.61876303,0.860000014,0.75,0.600000024,1,0.803826272,0.969247162,1,0.807777762,0.938888907
1008,0.850831509,0.634615481,0.716476202,0.870000005,0.75999999,0.649999976,1,0.806906402,0.826441884,1,0.833333313,0.75111109
1009,0.850831509,0.652027071,0.68399179,0.860000014,0.25999999,0.720000029,1,0.810873032,0.969632208,1,0.847777784,0.904444456
1010,0.852130949,0.650467753,0.673336685,0.860000014,0.75,0.709999979,1,0.794614971,0.983667672,1,0.810000002,0.941111088
1011,0.851351261,0.619282782,0.682432353,0.870000005,0.75,0.74000001,1,0.822041631,0.998867571,1,0.803333342,0.98555553
1012,0.852650642,0.610187173,0.683471859,0.860000014,0.75,0.730000019,1,0.810251653,0.999941707,1,0.829999983,0.99666667
1013,0.849532247,0.626819193,0.696465731,0.860000014,0.75,0.75,1,0.819352984,0.999993563,1,0.877777755,0.99666667
1014,0.851351261,0.611746311,0.696725607,0.860000014,0.74000001,0.74000001,1,0.821168125,0.99999994,1,0.861111104,0.99888891
1015,0.850831509,0.627598763,0.680613339,0.870000005,0.730000019,0.74000001,1,0.842848778,0.99999994,1,0.878888905,1
1016,0.847453177,0.630197525,0.681133032,0.860000014,0.74000001,0.75,1,0.820207119,1.000000119,1,0.787777781,1
1017,0.850831509,0.626559198,0.6652807,0.860000014,0.74000001,0.75,1,0.828354001,1,1,0.847777784,1
1018,0.850831509,0.592255771,0.684771359,0.860000014,0.730000019,0.74000001,1,0.794022918,1.000000119,1,0.860000014,1
1019,0.850831509,0.616424203,0.685810924,0.860000014,0.75,0.75,1,0.819343328,1.000000119,1,0.806666672,1
1020,0.850571632,0.606029153,0.677494884,0.870000005,0.75999999,0.75999999,1,0.805013597,1,1,0.867777765,1
1021,0.850831509,0.64371103,0.681392908,0.860000014,0.25999999,0.75,1,0.803622484,1,1,0.836666644,1
1022,0.849532127,0.601871133,0.673336804,0.860000014,0.74000001,0.75999999,1,0.820103645,1.000000119,1,0.805555582,1
1023,0.798856556,0.593555152,0.685291052,0.779999971,0.730000019,0.75999999,0.983683765,0.802001476,1.000000119,0.98555553,0.825555563,1
1024,0.852650702,0.633835852,0.685031116,0.819999993,0.730000019,0.75,0.946599185,0.780773818,0.99999994,0.898888886,0.833333313,1
1025,0.88123703,0.619542718,0.682692289,0.850000024,0.730000019,0.75999999,0.98730737,0.80910635,1,0.961111128,0.822222233,1
1026,0.864085197,0.603690267,0.688669443,0.870000005,0.74000001,0.75999999,0.998663664,0.77339381,1,0.99000001,0.832222223,1
1027,0.882276535,0.623440862,0.681912601,0.850000024,0.74000001,0.75999999,0.999957919,0.788797617,1,0.99666667,0.791111112,1
1028,0.868243217,0.621101916,0.685810864,0.879999995,0.74000001,0.75999999,0.999938548,0.80050987,1.000000119,0.99555558,0.810000002,1
1029,0.871101916,0.620062292,0.685810864,0.860000014,0.75,0.75,1,0.754806221,0.99999994,1,0.794444442,1
1030,0.870582163,0.607328534,0.6889292,0.860000014,0.699999988,0.75999999,0.99999994,0.766227305,0.99999994,1,0.74777776,1
1031,0.871881545,0.60758841,0.687889695,0.860000014,0.730000019,0.75999999,1,0.791259766,0.99999994,1,0.792222202,1
1032,0.871621668,0.59927237,0.690748513,0.870000005,0.680000007,0.75,1.000000119,0.80604893,1,1,0.843333304,1
1033,0.871881485,0.602390826,0.690488458,0.879999995,0.699999988,0.75999999,1,0.797727466,1,1,0.778888881,1
1034,0.872661114,0.614345133,0.689449072,0.879999995,0.699999988,0.75,1.000000119,0.802755296,1.000000119,1,0.832222223,1
1035,0.872401237,0.613825381,0.689968884,0.879999995,0.699999988,0.75,1,0.806213975,1,1,0.798888862,1
1036,0.873440742,0.621361792,0.691268146,0.879999995,0.720000029,0.75,0.99999994,0.792401969,1.000000119,1,0.841111124,1
1037,0.875519753,0.629677713,0.693607092,0.879999995,0.709999979,0.75,1,0.810740411,1,1,0.826666653,1
1038,0.874740124,0.625259936,0.691787958,0.879999995,0.720000029,0.75,1,0.809540033,1,1,0.813333333,1
1039,0.875519693,0.594334781,0.69308728,0.870000005,0.709999979,0.75,1,0.816602945,0.99999994,1,0.824444473,1
1040,0.875519753,0.606548905,0.695426166,0.879999995,0.709999979,0.75,1,0.794087589,0.99999994,1,0.763333321,1
1041,0.875779629,0.617463589,0.697765052,0.879999995,0.709999979,0.75,1,0.822300494,0.99999994,1,0.833333313,1
1042,0.875519812,0.618243217,0.695945978,0.879999995,0.709999979,0.74000001,1.000000119,0.82758069,1,1,0.817777753,1
1043,0.875519812,0.653066576,0.696985483,0.879999995,0.74000001,0.75,1.000000119,0.805922747,0.99999994,1,0.847777784,1
1044,0.874220431,0.629417896,0.696205676,0.879999995,0.730000019,0.75,1,0.787875473,1,1,0.802222252,1
1045,0.875519812,0.646309793,0.692827344,0.879999995,0.74000001,0.75,1,0.81078881,0.99999994,1,0.828888893,1
1046,0.875519812,0.637733877,0.693347156,0.879999995,0.74000001,0.74000001,1,0.818256199,1,1,0.854444444,1
1047,0.873960555,0.658264041,0.694906533,0.879999995,0.730000019,0.75,1,0.836271226,1,1,0.831111133,1
1048,0.873440802,0.653326392,0.699064434,0.879999995,0.720000029,0.74000001,1,0.815337896,1,1,0.847777784,1
1049,0.87499994,0.604989648,0.694646597,0.870000005,0.720000029,0.74000001,1,0.809798837,1,1,0.819999993,1
1050,0.873180926,0.617983401,0.694126785,0.879999995,0.709999979,0.74000001,1,0.785264552,1,1,0.810000002,1
1051,0.873440802,0.642671525,0.694126785,0.879999995,0.720000029,0.74000001,1,0.802108228,1,1,0.817777753,1
1052,0.872661054,0.621881485,0.69932431,0.870000005,0.75,0.75,1,0.816353798,1,1,0.855555534,1
1053,0.874480247,0.615124822,0.699844122,0.879999995,0.720000029,0.74000001,1,0.816955566,1,1,0.836666644,1
1054,0.875,0.625519753,0.630457401,0.879999995,0.720000029,0.689999998,1,0.807821929,0.996887565,1,0.838888884,0.99333334
1055,0.873440683,0.63331604,0.693347156,0.879999995,0.74000001,0.670000017,0.99999994,0.792906642,0.854182422,1,0.845555544,0.779999971
1056,0.87292093,0.570426285,0.674376309,0.879999995,0.730000019,0.699999988,1,0.816124022,0.971913159,1,0.813333333,0.923333347
1057,0.873180926,0.619022846,0.626299441,0.879999995,0.75,0.660000026,1,0.805233657,0.983198404,1,0.836666644,0.948888898
1058,0.873700619,0.644750595,0.690748394,0.879999995,0.74000001,0.769999981,1,0.845433891,0.99727571,1,0.829999983,0.975555539
1059,0.87292099,0.59095639,0.670738101,0.870000005,0.74000001,0.720000029,1,0.788668215,0.999954641,1,0.828888893,0.99555558
1060,0.873440742,0.579781771,0.672297239,0.870000005,0.730000019,0.75,1,0.803263187,0.99999994,1,0.825555563,0.99888891
1061,0.85628897,0.607848227,0.685291052,0.870000005,0.74000001,0.75,1,0.823293865,1,1,0.874444425,1
1062,0.872401237,0.645010352,0.684251428,0.870000005,0.730000019,0.75,1,0.799494028,1,1,0.873333335,1
1063,0.85628897,0.612266183,0.684251428,0.870000005,0.74000001,0.74000001,1,0.816929817,1.000000119,1,0.858888865,1
1064,0.856548846,0.597193241,0.683731675,0.870000005,0.730000019,0.75,1,0.821989894,0.99999994,1,0.822222233,1
1065,0.856548846,0.628118515,0.686850309,0.870000005,0.74000001,0.730000019,1,0.817968309,1,1,0.827777803,1
1066,0.856808722,0.607328534,0.687110186,0.879999995,0.75,0.75,1,0.8044765,1,1,0.865555584,1
1067,0.856029093,0.624480247,0.687110186,0.870000005,0.730000019,0.74000001,1,0.795304,1,1,0.817777753,1
1068,0.855769217,0.53404367,0.69100827,0.879999995,0.730000019,0.769999981,1,0.805194795,1,1,0.852222204,1
1069,0.855509341,0.62084198,0.688149631,0.870000005,0.74000001,0.75999999,1,0.788516164,1,1,0.835555553,1
1070,0.855509341,0.627858579,0.691008389,0.870000005,0.720000029,0.74000001,1,0.794504941,1,1,0.800000012,1
1071,0.856808722,0.59303546,0.694646478,0.870000005,0.730000019,0.769999981,1,0.791065693,1,1,0.793333352,1
1072,0.857328475,0.558212101,0.694386601,0.870000005,0.720000029,0.75999999,1,0.808947802,1,1,0.835555553,1
1073,0.857068539,0.604210079,0.695945859,0.870000005,0.74000001,0.769999981,1,0.803010941,1,1,0.861111104,1
1074,0.851351321,0.589916945,0.69516629,0.879999995,0.720000029,0.769999981,1,0.802489996,0.99999994,1,0.861111104,1
1075,0.852390707,0.586278617,0.689708948,0.870000005,0.699999988,0.75,1,0.812862694,1,1,0.858888865,1
1076,0.85135138,0.575883567,0.693606973,0.879999995,0.709999979,0.75999999,1,0.816654623,1,1,0.795555532,1
1077,0.851091444,0.582380414,0.695945859,0.879999995,0.689999998,0.75999999,1,0.804997385,1,1,0.838888884,1
1078,0.851351261,0.625519753,0.692307711,0.879999995,0.610000014,0.75,1,0.831618607,1,1,0.833333313,1
1079,0.851351261,0.595894039,0.692567468,0.870000005,0.699999988,0.75,1,0.812044203,1,1,0.843333304,1
1080,0.851351321,0.59095639,0.698024869,0.870000005,0.709999979,0.75,1,0.810504019,1,1,0.856666684,1
1081,0.851351321,0.585239053,0.694126666,0.879999995,0.689999998,0.75999999,1,0.804599464,1,1,0.827777803,1
1082,0.851351321,0.587837875,0.692827463,0.879999995,0.699999988,0.75,1,0.807210445,1,1,0.786666691,1
1083,0.852650642,0.594334722,0.697505116,0.879999995,0.689999998,0.75999999,1,0.827651978,1,1,0.813333333,1
1084,0.851351321,0.581860721,0.690748453,0.879999995,0.699999988,0.75,1,0.828939617,1,1,0.797777772,1
1085,0.851351321,0.597973049,0.691528082,0.879999995,0.689999998,0.75,1,0.815392852,0.99999994,1,0.784444451,1
1086,0.851091385,0.557692349,0.689968824,0.879999995,0.720000029,0.75,1,0.814412534,0.99999994,1,0.858888865,1
1087,0.852650642,0.620582104,0.696985304,0.870000005,0.720000029,0.74000001,1,0.802386403,1,1,0.819999993,1
1088,0.85135138,0.575883627,0.690748394,0.879999995,0.709999979,0.75,1,0.797245324,1,1,0.824444473,1
1089,0.851611137,0.648908615,0.692567587,0.870000005,0.689999998,0.74000001,1,0.803030312,1,1,0.838888884,1
1090,0.851611197,0.587837815,0.693347096,0.870000005,0.699999988,0.75,1,0.808863759,1,1,0.812222242,1
1091,0.851611137,0.579781711,0.693606973,0.879999995,0.709999979,0.75,1,0.820906043,1,1,0.838888884,1
1092,0.85135138,0.620062351,0.694386542,0.879999995,0.699999988,0.75,1,0.807301104,1,1,0.823333323,1
1093,0.850571632,0.590176761,0.692307651,0.870000005,0.709999979,0.75,1,0.790072501,1,1,0.853333354,1
1094,0.851091504,0.59511441,0.692307711,0.879999995,0.730000019,0.75,1,0.810720921,1,1,0.834444463,1
1095,0.85135138,0.581860781,0.69516629,0.879999995,0.709999979,0.75,1,0.825684786,1,1,0.873333335,1
1096,0.851611257,0.594334722,0.693866909,0.879999995,0.699999988,0.75,1,0.798733652,1,1,0.837777793,1
1097,0.838357568,0.554054141,0.696725488,0.829999983,0.680000007,0.75,1,0.808045208,1,1,0.851111114,1
1098,0.825363874,0.574064553,0.696725547,0.839999974,0.25999999,0.74000001,0.955706954,0.794977367,1,0.932222247,0.787777781,1
1099,0.888773322,0.587058306,0.701923072,0.850000024,0.689999998,0.75999999,0.985586166,0.797106266,1,0.966666639,0.827777803,1
1100,0.878118336,0.590176761,0.696985483,0.839999974,0.720000029,0.75999999,0.99636656,0.817405283,1,0.98888886,0.800000012,1
1101,0.885654867,0.599532247,0.69932431,0.879999995,0.589999974,0.75999999,0.995829523,0.817602634,1,0.98888886,0.814444423,1
1102,0.890072703,0.581081092,0.699064434,0.879999995,0.699999988,0.75,0.99999994,0.815040171,0.99999994,1,0.834444463,1
1103,0.888773441,0.596153855,0.691268206,0.879999995,0.720000029,0.74000001,1,0.814143956,1,1,0.803333342,1
1104,0.887214065,0.593814969,0.692047894,0.879999995,0.689999998,0.74000001,1.000000119,0.800726771,1,1,0.806666672,1
1105,0.887993693,0.577702761,0.692307651,0.870000005,0.720000029,0.75,1,0.796336234,1,1,0.866666675,1
1106,0.89033258,0.555873215,0.628638268,0.870000005,0.699999988,0.620000005,1,0.808336377,0.88637495,1,0.838888884,0.815555573
1107,0.889812887,0.557172656,0.668659091,0.870000005,0.699999988,0.680000007,1,0.813593984,0.89342171,1,0.815555573,0.805555582
1108,0.889293134,0.590696454,0.695945978,0.870000005,0.74000001,0.709999979,1,0.792324305,0.9792642,1,0.801111102,0.924444437
1109,0.889033198,0.617203832,0.727650762,0.870000005,0.720000029,0.730000019,1,0.81123209,0.995920122,1,0.826666653,0.961111128
1110,0.889812887,0.570686162,0.705301464,0.870000005,0.720000029,0.720000029,0.99999994,0.810468554,0.999107003,1,0.821111083,0.9911111
1111,0.889552951,0.620582163,0.678794265,0.870000005,0.74000001,0.74000001,1,0.814529061,0.999883592,1,0.829999983,0.99222225
1112,0.890332639,0.584719419,0.676195443,0.870000005,0.699999988,0.730000019,0.99999994,0.822096705,1.000000119,1,0.838888884,1
1113,0.873440683,0.597972989,0.676195443,0.870000005,0.720000029,0.730000019,1,0.811507165,1,1,0.828888893,1
1114,0.889293015,0.59095633,0.668918848,0.870000005,0.74000001,0.730000019,1,0.797636747,0.99999994,1,0.810000002,1
1115,0.858627737,0.601611257,0.674376309,0.870000005,0.74000001,0.730000019,1,0.782614827,1,1,0.784444451,1
1116,0.858107984,0.614345193,0.673336804,0.870000005,0.730000019,0.730000019,1,0.816936195,1.000000119,1,0.798888862,1
1117,0.858627796,0.599792063,0.670997977,0.870000005,0.670000017,0.730000019,1,0.803509116,1.000000119,1,0.813333333,1
1118,0.858627856,0.580041587,0.661382556,0.870000005,0.709999979,0.74000001,1,0.797384501,1.000000119,1,0.777777791,1
1119,0.858627856,0.568607152,0.666060388,0.870000005,0.720000029,0.74000001,1,0.811151266,1.000000119,1,0.831111133,1
1120,0.858627856,0.578222513,0.667879522,0.870000005,0.730000019,0.74000001,1,0.791169226,1,1,0.781111121,1
1121,0.859147549,0.61174643,0.658264041,0.870000005,0.730000019,0.730000019,0.99999994,0.811817765,1,1,0.828888893,1
1122,0.859147549,0.588617504,0.666839898,0.870000005,0.720000029,0.74000001,1,0.811135054,1,1,0.834444463,1
1123,0.843035221,0.556652844,0.665800452,0.870000005,0.660000026,0.74000001,1,0.80649215,1,1,0.834444463,1
1124,0.843554974,0.583679855,0.672817051,0.870000005,0.699999988,0.74000001,1,0.802318513,1,1,0.825555563,1
1125,0.843035221,0.555613339,0.668659151,0.870000005,0.699999988,0.75,1,0.81960547,1,1,0.821111083,1
1126,0.842515469,0.577183008,0.671777666,0.870000005,0.680000007,0.74000001,1,0.817715883,1,1,0.845555544,1
1127,0.842515469,0.585239112,0.668659031,0.870000005,0.649999976,0.74000001,1,0.797688544,1,1,0.870000005,1
1128,0.842515409,0.582380474,0.672297359,0.870000005,0.680000007,0.74000001,1,0.812400043,1,1,0.852222204,1
1129,0.842515528,0.570426226,0.673336804,0.870000005,0.689999998,0.74000001,1,0.807268679,1,1,0.816666663,1
1130,0.842775404,0.568347216,0.670997977,0.870000005,0.680000007,0.74000001,1,0.814619541,1,1,0.848888874,1
1131,0.842515528,0.566008329,0.671777546,0.870000005,0.680000007,0.74000001,1,0.798895419,1,1,0.815555573,1
1132,0.842515588,0.581340969,0.672037482,0.870000005,0.680000007,0.74000001,1,0.827354252,1,1,0.814444423,1
1133,0.842515528,0.5207901,0.672557235,0.870000005,0.670000017,0.75,1,0.807844579,0.99999994,1,0.867777765,1
1134,0.842515528,0.575883627,0.670478284,0.870000005,0.709999979,0.74000001,1,0.792702794,1,1,0.842222214,1
1135,0.842515528,0.56107074,0.669698656,0.870000005,0.689999998,0.74000001,1,0.798235357,1,1,0.846666694,1
1136,0.842515528,0.571985424,0.653586328,0.870000005,0.680000007,0.74000001,1,0.810397387,1,1,0.807777762,1
1137,0.842515528,0.534043729,0.672297359,0.870000005,0.720000029,0.74000001,1,0.796510935,0.99999994,1,0.839999974,1
1138,0.844074786,0.555613339,0.672557354,0.870000005,0.699999988,0.74000001,1,0.796329796,1,1,0.818888903,1
1139,0.844074786,0.551195383,0.67359674,0.870000005,0.699999988,0.74000001,1,0.8105883,1.000000119,1,0.813333333,1
1140,0.844074786,0.553534329,0.654885709,0.870000005,0.699999988,0.74000001,1,0.809902251,1,1,0.867777765,1
1141,0.844074786,0.565488577,0.676455379,0.870000005,0.670000017,0.74000001,1,0.810837388,1,1,0.833333313,1
1142,0.844074786,0.561850309,0.674376369,0.870000005,0.660000026,0.730000019,1,0.826548576,1,1,0.853333354,1
1143,0.844074845,0.55899173,0.677494884,0.870000005,0.670000017,0.74000001,1,0.817502439,1,1,0.851111114,1
1144,0.844074845,0.542879403,0.675675631,0.870000005,0.680000007,0.74000001,1,0.822229326,1,1,0.861111104,1
1145,0.844074786,0.584459424,0.672037482,0.860000014,0.680000007,0.74000001,1,0.801894665,1,1,0.818888903,1
1146,0.844074786,0.56314975,0.676195502,0.870000005,0.699999988,0.74000001,1,0.805301666,1,1,0.857777774,1
1147,0.844074786,0.584199548,0.677234948,0.870000005,0.709999979,0.74000001,1,0.824270904,1,1,0.828888893,1
1148,0.843814969,0.571725607,0.667619586,0.870000005,0.709999979,0.74000001,1,0.809297323,1,1,0.841111124,1
1149,0.843814909,0.557952225,0.68191278,0.870000005,0.74000001,0.74000001,1,0.808572531,1,1,0.810000002,1
1150,0.844074786,0.570166349,0.660602927,0.860000014,0.680000007,0.74000001,1,0.809957385,1,1,0.858888865,1
1151,0.844074845,0.570945978,0.668139338,0.860000014,0.699999988,0.74000001,1,0.81599462,1,1,0.814444423,1
1152,0.843814969,0.590696514,0.670218349,0.870000005,0.730000019,0.74000001,1,0.835099816,1,1,0.842222214,1
1153,0.844074786,0.589397132,0.677234828,0.870000005,0.720000029,0.74000001,1,0.812901616,0.99999994,1,0.832222223,1
1154,0.844074845,0.555093467,0.656444907,0.860000014,0.720000029,0.720000029,1,0.815748692,1,1,0.815555573,1
1155,0.839916825,0.54443866,0.610706866,0.860000014,0.660000026,0.709999979,1,0.817026854,0.990788758,1,0.852222204,0.973333359
1156,0.839916766,0.528066516,0.73752594,0.870000005,0.660000026,0.709999979,1,0.820223391,0.829570591,1,0.851111114,0.75333333
1157,0.839916825,0.529625773,0.655925214,0.860000014,0.589999974,0.699999988,1,0.832472622,0.967775226,1,0.847777784,0.908888876
1158,0.839916825,0.538721442,0.683731914,0.860000014,0.670000017,0.75,1,0.812775373,0.994739234,1,0.846666694,0.965555549
1159,0.839916885,0.555873275,0.669698477,0.860000014,0.680000007,0.720000029,1,0.818641305,0.999213815,1,0.807777762,0.99000001
1160,0.839916825,0.558212101,0.664241135,0.860000014,0.689999998,0.730000019,1,0.839073002,0.9999547,1,0.870000005,0.99555558
1161,0.839916825,0.526507258,0.667099774,0.860000014,0.699999988,0.75,1,0.840564549,1,1,0.828888893,1
1162,0.835758746,0.583939731,0.664761007,0.870000005,0.720000029,0.74000001,1,0.842819631,1,1,0.871111095,1
1163,0.841476142,0.568867028,0.665020883,0.870000005,0.709999979,0.74000001,1,0.842580259,1,1,0.875555575,1
1164,0.835758805,0.618503094,0.667099714,0.870000005,0.720000029,0.75999999,1,0.863529623,1,1,0.864444435,1
1165,0.839916825,0.600311875,0.665540516,0.870000005,0.699999988,0.75,1,0.842722535,1,1,0.853333354,1
1166,0.834199548,0.599532187,0.662941813,0.879999995,0.709999979,0.74000001,1,0.847375154,1,1,0.877777755,1
1167,0.839916825,0.548336923,0.6652807,0.860000014,0.720000029,0.75,1,0.841001272,0.99999994,1,0.846666694,1
1168,0.841216207,0.63123703,0.670478165,0.860000014,0.689999998,0.74000001,1,0.83566606,1,1,0.871111095,1
1169,0.838357568,0.643191338,0.670738041,0.870000005,0.720000029,0.75,1,0.845754027,1,1,0.819999993,1
1170,0.834199548,0.656964779,0.6652807,0.870000005,0.709999979,0.74000001,1,0.816738844,0.99999994,1,0.838888884,1
1171,0.833160043,0.625,0.672297299,0.860000014,0.720000029,0.75,1,0.813564837,0.99999994,1,0.842222214,1
1172,0.834199488,0.594854593,0.670218289,0.879999995,0.709999979,0.74000001,1,0.829974949,1.000000119,1,0.853333354,1
1173,0.837837756,0.61876303,0.664760888,0.860000014,0.709999979,0.74000001,1,0.830990791,1,1,0.862222195,1
1174,0.832120538,0.650987566,0.673077047,0.850000024,0.670000017,0.74000001,1,0.819841564,0.99999994,1,0.827777803,1
1175,0.844074845,0.601091444,0.672037482,0.850000024,0.709999979,0.75,1,0.835371614,1,1,0.875555575,1
1176,0.855509281,0.603170574,0.672817171,0.819999993,0.689999998,0.75,0.966979325,0.822096646,1,0.934444427,0.877777755,1
1177,0.829781651,0.620062411,0.673077047,0.75999999,0.730000019,0.75999999,0.986828446,0.834378302,1,0.956666648,0.866666675,1
1178,0.893451154,0.615124762,0.662681937,0.850000024,0.709999979,0.74000001,0.99459362,0.844116986,1.000000119,0.980000019,0.870000005,1
1179,0.863305569,0.58264035,0.661642492,0.819999993,0.649999976,0.75,0.999744415,0.840166509,0.99999994,0.99444443,0.852222204,1
1180,0.871881425,0.595893979,0.661902308,0.850000024,0.649999976,0.75,1,0.842020452,1,1,0.874444425,1
1181,0.858627915,0.605509341,0.668918908,0.850000024,0.620000005,0.75,1.000000119,0.839202404,1,1,0.870000005,1
1182,0.8542099,0.547817051,0.658264041,0.850000024,0.649999976,0.75,1,0.821608126,0.99999994,1,0.803333342,1
1183,0.858627856,0.556392968,0.661122739,0.850000024,0.649999976,0.75,1,0.835785806,1,1,0.842222214,1
1184,0.85420996,0.574064493,0.659303606,0.860000014,0.720000029,0.75,1,0.821226358,0.99999994,1,0.817777753,1
1185,0.856029153,0.568866909,0.656704724,0.860000014,0.709999979,0.75,1,0.817026854,1,1,0.800000012,1
1186,0.8542099,0.570686042,0.659303665,0.860000014,0.689999998,0.75999999,1,0.802434981,1,1,0.836666644,1
1187,0.851351261,0.570686102,0.659043789,0.860000014,0.720000029,0.75,0.99999994,0.835132182,1,1,0.839999974,1
1188,0.848752499,0.556652784,0.660083175,0.870000005,0.680000007,0.75999999,1,0.814034104,1,1,0.819999993,1
1189,0.849792004,0.545998037,0.659823298,0.870000005,0.730000019,0.730000019,1,0.818903327,1,1,0.881111085,1
1190,0.851091444,0.504937649,0.659303606,0.870000005,0.680000007,0.74000001,0.99999994,0.803334355,1,1,0.824444473,1
1191,0.851091444,0.5527547,0.662422061,0.870000005,0.680000007,0.74000001,1,0.843741715,1,1,0.857777774,1
1192,0.851091444,0.607328534,0.657744229,0.870000005,0.75,0.730000019,0.99999994,0.826930344,1,1,0.797777772,1
1193,0.851091444,0.565488577,0.660343111,0.870000005,0.709999979,0.730000019,1,0.803535104,1,1,0.776666641,1
1194,0.851091444,0.581081092,0.656964719,0.870000005,0.720000029,0.730000019,1,0.811885536,1,1,0.812222242,1
1195,0.851091444,0.556392908,0.659563482,0.870000005,0.699999988,0.74000001,1,0.820893049,1,1,0.863333344,1
1196,0.850571752,0.541580081,0.661122739,0.870000005,0.689999998,0.74000001,1,0.814331651,1,1,0.864444435,1
1197,0.850311875,0.578742206,0.659563422,0.870000005,0.680000007,0.74000001,1,0.803425074,1,1,0.882222235,1
1198,0.850311875,0.535602868,0.657744348,0.870000005,0.689999998,0.769999981,1,0.831573248,0.99999994,1,0.844444454,1
1199,0.845374286,0.58887738,0.659563482,0.870000005,0.689999998,0.74000001,0.99999994,0.813280165,1,1,0.882222235,1
1200,0.846673608,0.550155878,0.662941873,0.879999995,0.469999999,0.75,1,0.816564143,1,1,0.858888865,1
1201,0.845374286,0.565488577,0.656445026,0.870000005,0.689999998,0.75,0.99999994,0.845226705,1,1,0.858888865,1
1202,0.845374227,0.561590433,0.664501011,0.870000005,0.680000007,0.75999999,0.99999994,0.828273118,1,1,0.857777774,1
1203,0.845374227,0.539760947,0.660343111,0.870000005,0.620000005,0.720000029,0.99999994,0.853557944,1,1,0.877777755,1
1204,0.845374227,0.525207996,0.659303546,0.870000005,0.649999976,0.75999999,1,0.820766866,1,1,0.836666644,1
