Epoch,LLDLwFW_valacc,LLDLwoFW_valacc,DenseModel_valacc,LLDLwFW_trainacc,LLDLwoFW_trainacc,DenseModel_trainacc,LLDLwFW_v1_valacc,LLDLwFW_v1_trainacc
307,0.860000014,0.74000001,0.709999979,1,0.711111128,1,0.870000005,1
308,0.860000014,0.629999995,0.720000029,1,0.702222228,1,0.870000005,1
309,0.860000014,0.600000024,0.720000029,1,0.703333318,1,0.870000005,1
310,0.850000024,0.620000005,0.709999979,1,0.697777748,1,0.870000005,1
311,0.850000024,0.600000024,0.709999979,1,0.702222228,1,0.870000005,1
312,0.850000024,0.600000024,0.720000029,1,0.714444458,1,0.870000005,1
313,0.850000024,0.600000024,0.709999979,1,0.705555558,1,0.870000005,1
314,0.850000024,0.600000024,0.720000029,1,0.723333359,1,0.870000005,1
315,0.850000024,0.74000001,0.720000029,1,0.721111119,1,0.870000005,1
316,0.850000024,0.579999983,0.709999979,1,0.694444418,1,0.860000014,1
317,0.860000014,0.589999974,0.720000029,1,0.731111109,1,0.860000014,1
318,0.850000024,0.579999983,0.720000029,1,0.695555568,1,0.860000014,1
319,0.850000024,0.620000005,0.720000029,1,0.727777779,1,0.860000014,1
320,0.850000024,0.479999989,0.709999979,1,0.725555539,1,0.860000014,1
321,0.850000024,0.620000005,0.720000029,1,0.721111119,1,0.860000014,1
322,0.850000024,0.560000002,0.720000029,1,0.684444427,1,0.860000014,1
323,0.850000024,0.629999995,0.709999979,1,0.688888907,1,0.860000014,1
324,0.850000024,0.620000005,0.699999988,1,0.692222238,1,0.860000014,1
325,0.850000024,0.649999976,0.720000029,1,0.706666648,1,0.860000014,1
326,0.850000024,0.469999999,0.720000029,1,0.701111138,1,0.860000014,1
327,0.850000024,0.400000006,0.720000029,1,0.696666658,1,0.860000014,1
328,0.850000024,0.569999993,0.680000007,1,0.708888888,1,0.850000024,1
329,0.839999974,0.439999998,0.660000026,1,0.718888879,0.827777803,0.860000014,1
330,0.839999974,0.629999995,0.720000029,1,0.705555558,0.908888876,0.860000014,1
331,0.839999974,0.579999983,0.689999998,1,0.717777789,0.970000029,0.850000024,1
332,0.839999974,0.610000014,0.720000029,1,0.709999979,0.986666679,0.850000024,1
333,0.839999974,0.579999983,0.75,1,0.706666648,1,0.860000014,1
334,0.839999974,0.600000024,0.74000001,1,0.720000029,1,0.860000014,1
335,0.839999974,0.600000024,0.74000001,1,0.734444439,1,0.850000024,1
336,0.839999974,0.579999983,0.74000001,1,0.715555549,1,0.860000014,1
337,0.839999974,0.620000005,0.74000001,1,0.707777798,1,0.860000014,1
338,0.839999974,0.620000005,0.74000001,1,0.728888869,1,0.850000024,1
339,0.800000012,0.74000001,0.74000001,0.955555558,0.732222199,1,0.860000014,1
340,0.850000024,0.600000024,0.730000019,0.893333316,0.73888886,1,0.850000024,1
341,0.829999983,0.589999974,0.730000019,0.948888898,0.727777779,1,0.850000024,1
342,0.829999983,0.610000014,0.730000019,0.968888879,0.732222199,1,0.850000024,1
343,0.860000014,0.600000024,0.730000019,0.978888869,0.724444449,1,0.850000024,1
344,0.860000014,0.589999974,0.720000029,0.99777776,0.728888869,1,0.860000014,1
345,0.850000024,0.589999974,0.720000029,0.99444443,0.736666679,1,0.850000024,1
346,0.860000014,0.600000024,0.720000029,0.984444439,0.736666679,1,0.860000014,1
347,0.860000014,0.629999995,0.720000029,0.99888891,0.73777777,1,0.870000005,1
348,0.860000014,0.629999995,0.730000019,1,0.74222225,1,0.829999983,0.902222216
349,0.850000024,0.610000014,0.720000029,1,0.74555558,1,0.860000014,0.972222209
350,0.850000024,0.589999974,0.720000029,1,0.726666689,1,0.870000005,0.98888886
351,0.850000024,0.600000024,0.720000029,1,0.733333349,1,0.889999986,0.99444443
352,0.850000024,0.600000024,0.720000029,1,0.725555539,1,0.870000005,1
353,0.850000024,0.479999989,0.720000029,1,0.720000029,1,0.870000005,0.99888891
354,0.850000024,0.600000024,0.720000029,1,0.713333309,1,0.860000014,1
355,0.850000024,0.589999974,0.720000029,1,0.716666639,1,0.860000014,1
356,0.850000024,0.589999974,0.730000019,1,0.733333349,1,0.860000014,1
357,0.850000024,0.600000024,0.730000019,1,0.736666679,1,0.860000014,1
358,0.850000024,0.610000014,0.730000019,1,0.74000001,1,0.860000014,1
359,0.850000024,0.74000001,0.730000019,1,0.725555539,1,0.870000005,1
360,0.850000024,0.639999986,0.730000019,1,0.75333333,1,0.870000005,1
361,0.850000024,0.639999986,0.730000019,1,0.75333333,1,0.879999995,1
362,0.850000024,0.620000005,0.709999979,1,0.74000001,1,0.879999995,1
363,0.850000024,0.620000005,0.720000029,1,0.75,1,0.879999995,1
364,0.850000024,0.74000001,0.730000019,1,0.74777776,1,0.879999995,1
365,0.850000024,0.620000005,0.720000029,1,0.73888886,1,0.870000005,1
366,0.850000024,0.629999995,0.730000019,1,0.74555558,1,0.870000005,1
367,0.850000024,0.629999995,0.720000029,1,0.725555539,1,0.870000005,1
368,0.850000024,0.649999976,0.730000019,1,0.73888886,1,0.870000005,1
369,0.850000024,0.639999986,0.709999979,1,0.734444439,1,0.870000005,1
370,0.850000024,0.649999976,0.709999979,1,0.725555539,1,0.870000005,1
371,0.850000024,0.620000005,0.720000029,1,0.731111109,1,0.870000005,1
372,0.850000024,0.629999995,0.730000019,1,0.74000001,1,0.870000005,1
373,0.850000024,0.610000014,0.730000019,1,0.74222225,1,0.870000005,1
374,0.850000024,0.629999995,0.730000019,1,0.731111109,1,0.870000005,1
375,0.850000024,0.639999986,0.709999979,1,0.725555539,1,0.870000005,1
376,0.850000024,0.639999986,0.720000029,1,0.75444442,1,0.870000005,1
377,0.850000024,0.649999976,0.720000029,1,0.74888891,1,0.870000005,1
378,0.850000024,0.639999986,0.730000019,1,0.736666679,1,0.870000005,1
379,0.850000024,0.460000008,0.730000019,1,0.694444418,1,0.870000005,1
380,0.850000024,0.579999983,0.730000019,1,0.707777798,1,0.870000005,1
381,0.850000024,0.620000005,0.730000019,1,0.724444449,1,0.870000005,1
382,0.850000024,0.639999986,0.730000019,1,0.734444439,1,0.870000005,1
383,0.850000024,0.629999995,0.709999979,1,0.74888891,1,0.870000005,1
384,0.839999974,0.74000001,0.74000001,1,0.724444449,1,0.870000005,1
385,0.839999974,0.649999976,0.709999979,1,0.718888879,0.800000012,0.870000005,1
386,0.839999974,0.649999976,0.75,1,0.74222225,0.836666644,0.870000005,1
387,0.839999974,0.660000026,0.709999979,1,0.765555561,0.913333356,0.870000005,1
388,0.839999974,0.649999976,0.699999988,1,0.734444439,0.968888879,0.870000005,1
389,0.839999974,0.670000017,0.730000019,1,0.74666667,0.99222225,0.870000005,1
390,0.839999974,0.649999976,0.730000019,1,0.76444447,1,0.870000005,1
391,0.839999974,0.639999986,0.730000019,1,0.766666651,1,0.870000005,1
392,0.839999974,0.629999995,0.730000019,1,0.771111131,1,0.870000005,1
393,0.839999974,0.589999974,0.74000001,1,0.732222199,1,0.870000005,1
394,0.839999974,0.629999995,0.75,1,0.736666679,1,0.870000005,1
395,0.839999974,0.629999995,0.730000019,1,0.74222225,1,0.870000005,1
396,0.839999974,0.620000005,0.74000001,1,0.74666667,1,0.870000005,1
397,0.839999974,0.610000014,0.74000001,1,0.763333321,1,0.870000005,1
398,0.839999974,0.639999986,0.74000001,1,0.75111109,1,0.870000005,1
399,0.839999974,0.639999986,0.730000019,1,0.75444442,1,0.870000005,1
400,0.839999974,0.5,0.74000001,1,0.76111114,1,0.870000005,1
401,0.839999974,0.620000005,0.730000019,1,0.74888891,1,0.870000005,1
402,0.839999974,0.649999976,0.730000019,1,0.75,1,0.860000014,1
403,0.839999974,0.629999995,0.730000019,1,0.733333349,1,0.870000005,1
404,0.839999974,0.629999995,0.730000019,1,0.716666639,1,0.860000014,1
405,0.839999974,0.629999995,0.730000019,1,0.733333349,1,0.860000014,1
406,0.839999974,0.629999995,0.730000019,1,0.74666667,1,0.879999995,0.99888891
407,0.850000024,0.620000005,0.720000029,1,0.74000001,1,0.850000024,0.896666646
408,0.839999974,0.629999995,0.730000019,1,0.74666667,1,0.870000005,0.963333309
409,0.769999981,0.620000005,0.730000019,0.923333347,0.75,1,0.870000005,0.983333349
410,0.839999974,0.620000005,0.730000019,0.937777758,0.75111109,1,0.870000005,0.99777776
411,0.860000014,0.639999986,0.730000019,0.964444458,0.73555553,1,0.870000005,1
412,0.850000024,0.620000005,0.730000019,0.98555553,0.736666679,1,0.860000014,1
413,0.839999974,0.600000024,0.709999979,0.99555558,0.715555549,1,0.860000014,1
414,0.850000024,0.610000014,0.720000029,0.99777776,0.73555553,1,0.860000014,1
415,0.850000024,0.589999974,0.74000001,0.99666667,0.732222199,1,0.860000014,1
416,0.850000024,0.600000024,0.730000019,0.99888891,0.732222199,1,0.870000005,1
417,0.850000024,0.610000014,0.720000029,1,0.730000019,1,0.870000005,1
418,0.850000024,0.600000024,0.720000029,1,0.7411111,1,0.879999995,1
419,0.850000024,0.620000005,0.74000001,1,0.724444449,1,0.870000005,1
420,0.850000024,0.639999986,0.689999998,1,0.724444449,1,0.860000014,1
421,0.850000024,0.660000026,0.720000029,1,0.74222225,1,0.860000014,1
422,0.850000024,0.629999995,0.74000001,1,0.736666679,1,0.870000005,1
423,0.850000024,0.639999986,0.720000029,1,0.73555553,1,0.870000005,1
424,0.850000024,0.639999986,0.720000029,1,0.74000001,1,0.860000014,1
425,0.850000024,0.649999976,0.720000029,1,0.73888886,1,0.870000005,1
426,0.850000024,0.629999995,0.699999988,1,0.730000019,1,0.870000005,1
427,0.850000024,0.74000001,0.709999979,1,0.74333334,1,0.870000005,1
428,0.850000024,0.629999995,0.699999988,1,0.736666679,1,0.879999995,1
429,0.850000024,0.600000024,0.730000019,1,0.74555558,1,0.879999995,1
430,0.850000024,0.639999986,0.730000019,1,0.728888869,1,0.879999995,1
431,0.850000024,0.589999974,0.709999979,1,0.73777777,1,0.879999995,1
432,0.839999974,0.579999983,0.720000029,1,0.734444439,1,0.879999995,1
433,0.839999974,0.550000012,0.670000017,1,0.694444418,0.923333347,0.879999995,1
434,0.839999974,0.519999981,0.720000029,1,0.683333337,0.802222252,0.870000005,1
435,0.839999974,0.610000014,0.699999988,1,0.701111138,0.876666665,0.879999995,1
436,0.839999974,0.589999974,0.699999988,1,0.705555558,0.972222209,0.879999995,1
437,0.839999974,0.589999974,0.709999979,1,0.692222238,0.9911111,0.879999995,1
438,0.839999974,0.610000014,0.720000029,1,0.725555539,0.99888891,0.889999986,1
439,0.839999974,0.74000001,0.709999979,1,0.677777767,1,0.879999995,1
440,0.839999974,0.569999993,0.709999979,1,0.666666687,1,0.879999995,1
441,0.839999974,0.579999983,0.699999988,1,0.712222219,1,0.879999995,1
442,0.850000024,0.560000002,0.709999979,1,0.697777748,1,0.879999995,1
443,0.850000024,0.629999995,0.709999979,1,0.725555539,1,0.879999995,1
444,0.850000024,0.610000014,0.709999979,1,0.717777789,1,0.870000005,1
445,0.850000024,0.589999974,0.720000029,1,0.725555539,1,0.879999995,1
446,0.850000024,0.610000014,0.720000029,1,0.699999988,1,0.879999995,1
447,0.850000024,0.569999993,0.709999979,1,0.712222219,1,0.879999995,1
448,0.850000024,0.589999974,0.720000029,1,0.689999998,1,0.879999995,1
449,0.850000024,0.74000001,0.720000029,1,0.657777786,1,0.879999995,1
450,0.850000024,0.589999974,0.709999979,1,0.671111107,1,0.879999995,1
451,0.850000024,0.560000002,0.720000029,1,0.660000026,1,0.879999995,1
452,0.850000024,0.589999974,0.720000029,1,0.666666687,1,0.879999995,1
453,0.850000024,0.589999974,0.709999979,1,0.668888867,1,0.879999995,1
454,0.850000024,0.620000005,0.709999979,1,0.697777748,1,0.879999995,1
455,0.850000024,0.600000024,0.709999979,1,0.696666658,1,0.879999995,1
456,0.850000024,0.620000005,0.720000029,1,0.711111128,1,0.879999995,1
457,0.850000024,0.629999995,0.709999979,1,0.725555539,1,0.879999995,1
458,0.850000024,0.639999986,0.709999979,1,0.715555549,1,0.870000005,1
459,0.850000024,0.620000005,0.720000029,1,0.714444458,1,0.870000005,1
460,0.850000024,0.620000005,0.720000029,1,0.722222209,1,0.879999995,1
461,0.850000024,0.589999974,0.709999979,1,0.723333359,1,0.879999995,1
462,0.850000024,0.620000005,0.709999979,1,0.715555549,1,0.879999995,1
463,0.850000024,0.629999995,0.720000029,1,0.730000019,1,0.860000014,1
464,0.850000024,0.610000014,0.75,1,0.724444449,1,0.879999995,1
465,0.850000024,0.639999986,0.720000029,1,0.73777777,1,0.879999995,1
466,0.850000024,0.639999986,0.709999979,1,0.74555558,1,0.879999995,1
467,0.850000024,0.589999974,0.720000029,1,0.74333334,1,0.870000005,1
468,0.850000024,0.629999995,0.709999979,1,0.724444449,1,0.75,0.984444439
469,0.850000024,0.629999995,0.74000001,1,0.733333349,1,0.899999976,0.906666696
470,0.850000024,0.660000026,0.720000029,1,0.722222209,1,0.910000026,0.952222228
471,0.850000024,0.660000026,0.720000029,1,0.725555539,1,0.889999986,0.99000001
472,0.850000024,0.649999976,0.730000019,1,0.721111119,1,0.889999986,0.99666667
473,0.850000024,0.649999976,0.730000019,1,0.708888888,1,0.889999986,1
474,0.850000024,0.629999995,0.720000029,1,0.728888869,1,0.889999986,1
475,0.860000014,0.649999976,0.74000001,1,0.721111119,1,0.889999986,1
476,0.850000024,0.620000005,0.720000029,1,0.722222209,1,0.889999986,1
477,0.860000014,0.519999981,0.730000019,1,0.713333309,1,0.889999986,1
478,0.850000024,0.620000005,0.720000029,1,0.715555549,1,0.889999986,1
479,0.860000014,0.629999995,0.74000001,1,0.702222228,1,0.889999986,1
480,0.769999981,0.639999986,0.730000019,0.907777786,0.678888917,1,0.889999986,1
481,0.839999974,0.649999976,0.730000019,0.921111107,0.701111138,1,0.889999986,1
482,0.870000005,0.629999995,0.730000019,0.966666639,0.687777758,1,0.889999986,1
483,0.860000014,0.610000014,0.639999986,0.977777779,0.675555527,0.99444443,0.889999986,1
484,0.839999974,0.639999986,0.639999986,0.98888886,0.691111088,0.773333311,0.889999986,1
485,0.850000024,0.680000007,0.699999988,0.99333334,0.705555558,0.931111097,0.889999986,1
486,0.829999983,0.74000001,0.680000007,0.9911111,0.73777777,0.974444449,0.889999986,1
487,0.850000024,0.670000017,0.720000029,0.99555558,0.732222199,0.98555553,0.889999986,1
488,0.839999974,0.629999995,0.75,0.99555558,0.725555539,0.99555558,0.889999986,1
489,0.850000024,0.649999976,0.720000029,0.99777776,0.731111109,1,0.889999986,1
490,0.850000024,0.629999995,0.730000019,0.99888891,0.718888879,1,0.889999986,1
491,0.850000024,0.74000001,0.709999979,0.99888891,0.713333309,1,0.889999986,1
492,0.839999974,0.649999976,0.730000019,1,0.711111128,1,0.889999986,1
493,0.850000024,0.649999976,0.730000019,1,0.705555558,1,0.889999986,1
494,0.850000024,0.660000026,0.730000019,1,0.709999979,1,0.889999986,1
495,0.850000024,0.660000026,0.720000029,1,0.702222228,1,0.889999986,1
496,0.850000024,0.660000026,0.720000029,1,0.73777777,1,0.889999986,1
497,0.839999974,0.660000026,0.730000019,1,0.714444458,1,0.889999986,1
498,0.839999974,0.670000017,0.720000029,1,0.723333359,1,0.889999986,1
499,0.839999974,0.670000017,0.720000029,1,0.720000029,1,0.889999986,1
500,0.839999974,0.670000017,0.730000019,1,0.727777779,1,0.889999986,1
501,0.850000024,0.670000017,0.720000029,1,0.716666639,1,0.889999986,1
502,0.839999974,0.670000017,0.730000019,1,0.727777779,1,0.889999986,1
503,0.839999974,0.639999986,0.720000029,1,0.713333309,1,0.889999986,1
504,0.850000024,0.74000001,0.730000019,1,0.693333328,1,0.889999986,1
505,0.839999974,0.649999976,0.709999979,1,0.694444418,1,0.889999986,1
506,0.850000024,0.680000007,0.709999979,1,0.704444468,1,0.889999986,1
507,0.839999974,0.660000026,0.699999988,1,0.707777798,1,0.889999986,1
508,0.839999974,0.670000017,0.699999988,1,0.695555568,1,0.889999986,1
509,0.839999974,0.649999976,0.699999988,1,0.706666648,1,0.889999986,1
510,0.839999974,0.649999976,0.699999988,1,0.698888898,1,0.889999986,1
511,0.839999974,0.649999976,0.709999979,1,0.708888888,1,0.889999986,1
512,0.839999974,0.649999976,0.699999988,1,0.702222228,1,0.889999986,1
513,0.850000024,0.600000024,0.699999988,1,0.704444468,1,0.889999986,1
514,0.839999974,0.639999986,0.699999988,1,0.706666648,1,0.889999986,1
515,0.850000024,0.639999986,0.699999988,1,0.692222238,1,0.889999986,1
516,0.839999974,0.639999986,0.689999998,1,0.694444418,1,0.889999986,1
517,0.839999974,0.660000026,0.699999988,1,0.716666639,1,0.889999986,1
518,0.839999974,0.639999986,0.689999998,1,0.720000029,1,0.889999986,1
519,0.839999974,0.660000026,0.699999988,1,0.694444418,1,0.889999986,1
520,0.839999974,0.670000017,0.720000029,1,0.697777748,1,0.889999986,1
521,0.839999974,0.699999988,0.699999988,1,0.698888898,1,0.879999995,1
522,0.839999974,0.649999976,0.699999988,1,0.714444458,1,0.879999995,1
523,0.839999974,0.689999998,0.699999988,1,0.692222238,1,0.879999995,1
524,0.839999974,0.529999971,0.689999998,1,0.717777789,1,0.879999995,1
525,0.850000024,0.670000017,0.689999998,1,0.698888898,1,0.879999995,1
526,0.839999974,0.649999976,0.699999988,1,0.692222238,1,0.879999995,1
527,0.839999974,0.660000026,0.699999988,1,0.703333318,1,0.870000005,1
528,0.839999974,0.649999976,0.699999988,1,0.723333359,1,0.879999995,1
529,0.839999974,0.649999976,0.709999979,1,0.704444468,1,0.870000005,1
530,0.839999974,0.660000026,0.709999979,1,0.705555558,1,0.870000005,1
531,0.839999974,0.660000026,0.699999988,1,0.692222238,1,0.879999995,1
532,0.839999974,0.660000026,0.720000029,1,0.699999988,1,0.870000005,1
533,0.839999974,0.639999986,0.699999988,1,0.702222228,1,0.879999995,1
534,0.839999974,0.649999976,0.689999998,1,0.709999979,1,0.879999995,1
535,0.839999974,0.660000026,0.720000029,1,0.665555537,1,0.870000005,1
536,0.839999974,0.670000017,0.680000007,1,0.702222228,0.963333309,0.870000005,1
537,0.839999974,0.589999974,0.769999981,1,0.702222228,0.793333352,0.870000005,1
538,0.839999974,0.670000017,0.720000029,1,0.687777758,0.902222216,0.860000014,0.99666667
539,0.850000024,0.550000012,0.689999998,1,0.686666667,0.959999979,0.800000012,0.908888876
540,0.839999974,0.639999986,0.720000029,1,0.682222247,0.980000019,0.829999983,0.937777758
541,0.829999983,0.620000005,0.699999988,1,0.676666677,0.99888891,0.850000024,0.980000019
542,0.839999974,0.620000005,0.730000019,1,0.678888917,0.99888891,0.850000024,0.9911111
543,0.850000024,0.560000002,0.709999979,1,0.676666677,1,0.850000024,0.99222225
544,0.829999983,0.660000026,0.709999979,1,0.648888886,1,0.860000014,0.99222225
545,0.829999983,0.620000005,0.709999979,1,0.653333306,1,0.850000024,1
546,0.839999974,0.699999988,0.730000019,1,0.688888907,1,0.860000014,0.99888891
547,0.839999974,0.579999983,0.720000029,0.99888891,0.683333337,1,0.860000014,0.99888891
548,0.829999983,0.649999976,0.730000019,0.894444466,0.702222228,1,0.850000024,0.99888891
549,0.870000005,0.660000026,0.730000019,0.946666658,0.678888917,1,0.850000024,0.99888891
550,0.860000014,0.649999976,0.730000019,0.970000029,0.693333328,1,0.850000024,1
551,0.850000024,0.610000014,0.730000019,0.982222199,0.708888888,1,0.850000024,1
552,0.839999974,0.540000021,0.730000019,0.99555558,0.725555539,1,0.850000024,1
553,0.850000024,0.74000001,0.730000019,0.99555558,0.692222238,1,0.850000024,1
554,0.870000005,0.610000014,0.730000019,0.99777776,0.691111088,1,0.850000024,1
555,0.860000014,0.49000001,0.720000029,0.98888886,0.703333318,1,0.850000024,1
556,0.850000024,0.639999986,0.730000019,0.99888891,0.703333318,1,0.850000024,1
557,0.860000014,0.629999995,0.730000019,0.99888891,0.703333318,1,0.850000024,1
558,0.860000014,0.50999999,0.730000019,0.99777776,0.706666648,1,0.850000024,1
559,0.860000014,0.689999998,0.730000019,1,0.723333359,1,0.850000024,1
560,0.860000014,0.649999976,0.730000019,1,0.706666648,1,0.850000024,1
561,0.860000014,0.660000026,0.730000019,1,0.683333337,1,0.860000014,1
562,0.860000014,0.670000017,0.720000029,1,0.658888876,1,0.850000024,1
563,0.860000014,0.680000007,0.720000029,1,0.712222219,1,0.850000024,1
564,0.860000014,0.670000017,0.720000029,1,0.732222199,1,0.860000014,1
565,0.860000014,0.540000021,0.720000029,1,0.702222228,1,0.850000024,1
566,0.860000014,0.639999986,0.720000029,1,0.724444449,1,0.850000024,1
567,0.850000024,0.649999976,0.730000019,1,0.688888907,1,0.860000014,1
568,0.850000024,0.670000017,0.720000029,1,0.713333309,1,0.860000014,1
569,0.860000014,0.649999976,0.720000029,1,0.704444468,1,0.860000014,1
570,0.850000024,0.689999998,0.730000019,1,0.721111119,1,0.850000024,1
571,0.850000024,0.660000026,0.720000029,1,0.714444458,1,0.860000014,1
572,0.850000024,0.649999976,0.720000029,1,0.725555539,1,0.860000014,1
573,0.850000024,0.660000026,0.720000029,1,0.724444449,1,0.860000014,1
574,0.850000024,0.660000026,0.74000001,1,0.715555549,1,0.860000014,1
575,0.850000024,0.680000007,0.730000019,1,0.714444458,1,0.860000014,1
576,0.850000024,0.639999986,0.730000019,1,0.697777748,1,0.860000014,1
577,0.850000024,0.649999976,0.730000019,1,0.707777798,1,0.860000014,1
578,0.850000024,0.600000024,0.730000019,1,0.695555568,1,0.850000024,1
579,0.850000024,0.670000017,0.730000019,1,0.676666677,1,0.860000014,1
580,0.850000024,0.560000002,0.730000019,1,0.675555527,1,0.860000014,1
581,0.850000024,0.680000007,0.74000001,1,0.706666648,1,0.860000014,1
582,0.850000024,0.639999986,0.74000001,1,0.717777789,1,0.850000024,1
583,0.850000024,0.629999995,0.74000001,1,0.707777798,1,0.860000014,1
584,0.850000024,0.550000012,0.74000001,1,0.712222219,1,0.860000014,1
585,0.850000024,0.660000026,0.74000001,1,0.698888898,1,0.860000014,1
586,0.850000024,0.639999986,0.74000001,1,0.683333337,1,0.850000024,1
587,0.850000024,0.649999976,0.74000001,1,0.693333328,1,0.860000014,1
588,0.850000024,0.649999976,0.74000001,1,0.705555558,1,0.850000024,1
589,0.850000024,0.660000026,0.74000001,1,0.718888879,1,0.860000014,1
590,0.850000024,0.689999998,0.689999998,1,0.704444468,0.827777803,0.850000024,1
591,0.839999974,0.540000021,0.699999988,1,0.711111128,0.894444466,0.860000014,1
592,0.839999974,0.529999971,0.730000019,1,0.736666679,0.965555549,0.860000014,1
593,0.850000024,0.569999993,0.720000029,1,0.720000029,0.99444443,0.850000024,1
594,0.850000024,0.660000026,0.74000001,1,0.74000001,0.99888891,0.860000014,1
595,0.850000024,0.550000012,0.730000019,1,0.733333349,1,0.860000014,1
596,0.850000024,0.660000026,0.730000019,1,0.731111109,1,0.850000024,1
597,0.850000024,0.660000026,0.730000019,1,0.736666679,1,0.860000014,1
598,0.850000024,0.660000026,0.730000019,1,0.712222219,1,0.860000014,1
599,0.839999974,0.660000026,0.709999979,1,0.711111128,1,0.850000024,1
600,0.850000024,0.660000026,0.720000029,1,0.74777776,1,0.860000014,1
601,0.850000024,0.660000026,0.720000029,1,0.722222209,1,0.860000014,1
602,0.850000024,0.660000026,0.720000029,1,0.74888891,1,0.860000014,1
603,0.850000024,0.660000026,0.720000029,1,0.706666648,1,0.850000024,1
604,0.839999974,0.689999998,0.720000029,1,0.720000029,1,0.860000014,1
605,0.839999974,0.529999971,0.720000029,1,0.713333309,1,0.860000014,1
606,0.850000024,0.680000007,0.720000029,1,0.713333309,1,0.860000014,1
607,0.839999974,0.680000007,0.730000019,1,0.699999988,1,0.870000005,1
608,0.839999974,0.680000007,0.730000019,1,0.711111128,1,0.860000014,1
609,0.839999974,0.689999998,0.720000029,1,0.733333349,1,0.850000024,1
610,0.839999974,0.519999981,0.720000029,1,0.716666639,1,0.860000014,1
611,0.839999974,0.680000007,0.730000019,1,0.702222228,1,0.800000012,0.99777776
612,0.839999974,0.529999971,0.74000001,1,0.699999988,1,0.860000014,0.901111126
613,0.839999974,0.550000012,0.730000019,1,0.694444418,1,0.879999995,0.955555558
614,0.839999974,0.720000029,0.730000019,1,0.683333337,1,0.870000005,0.983333349
615,0.839999974,0.5,0.730000019,1,0.680000007,1,0.860000014,0.99555558
616,0.839999974,0.680000007,0.730000019,1,0.695555568,1,0.870000005,1
617,0.839999974,0.74000001,0.730000019,1,0.655555546,1,0.870000005,1
618,0.839999974,0.680000007,0.730000019,1,0.694444418,1,0.870000005,1
619,0.879999995,0.660000026,0.74000001,0.98777777,0.702222228,1,0.870000005,1
620,0.829999983,0.649999976,0.730000019,0.895555556,0.676666677,1,0.870000005,1
621,0.829999983,0.689999998,0.74000001,0.924444437,0.702222228,1,0.870000005,1
622,0.839999974,0.49000001,0.74000001,0.978888869,0.668888867,1,0.870000005,1
623,0.829999983,0.660000026,0.730000019,0.99000001,0.689999998,1,0.870000005,1
624,0.860000014,0.610000014,0.730000019,0.99222225,0.688888907,1,0.870000005,1
625,0.860000014,0.620000005,0.74000001,0.9911111,0.694444418,1,0.870000005,1
626,0.850000024,0.600000024,0.730000019,0.99666667,0.674444437,1,0.870000005,1
627,0.860000014,0.49000001,0.730000019,0.99888891,0.676666677,1,0.870000005,1
628,0.860000014,0.50999999,0.74000001,0.99777776,0.707777798,1,0.870000005,1
629,0.860000014,0.680000007,0.74000001,0.99888891,0.701111138,1,0.870000005,1
630,0.860000014,0.479999989,0.74000001,1,0.675555527,1,0.870000005,1
631,0.850000024,0.74000001,0.730000019,1,0.685555577,1,0.870000005,1
632,0.860000014,0.649999976,0.74000001,1,0.676666677,1,0.879999995,1
633,0.860000014,0.629999995,0.730000019,1,0.694444418,1,0.860000014,1
634,0.860000014,0.689999998,0.730000019,1,0.680000007,1,0.860000014,1
635,0.860000014,0.519999981,0.74000001,1,0.686666667,1,0.860000014,1
636,0.860000014,0.74000001,0.74000001,1,0.703333318,1,0.860000014,1
637,0.860000014,0.660000026,0.720000029,1,0.686666667,1,0.860000014,1
638,0.860000014,0.670000017,0.74000001,1,0.704444468,1,0.860000014,1
639,0.860000014,0.50999999,0.730000019,1,0.711111128,1,0.860000014,1
640,0.860000014,0.50999999,0.74000001,1,0.699999988,1,0.860000014,1
641,0.860000014,0.670000017,0.730000019,1,0.702222228,1,0.860000014,1
642,0.860000014,0.649999976,0.730000019,1,0.726666689,1,0.860000014,1
643,0.860000014,0.5,0.730000019,1,0.712222219,1,0.860000014,1
644,0.860000014,0.74000001,0.74000001,1,0.696666658,1,0.860000014,1
645,0.860000014,0.680000007,0.579999983,1,0.713333309,0.906666696,0.860000014,1
646,0.860000014,0.5,0.689999998,1,0.711111128,0.828888893,0.860000014,1
647,0.860000014,0.519999981,0.709999979,1,0.693333328,0.920000017,0.860000014,1
648,0.860000014,0.709999979,0.709999979,1,0.701111138,0.942222238,0.860000014,1
649,0.860000014,0.680000007,0.75,1,0.74444443,0.980000019,0.860000014,1
650,0.860000014,0.709999979,0.709999979,1,0.698888898,0.99555558,0.860000014,1
651,0.860000014,0.720000029,0.689999998,1,0.722222209,0.99888891,0.860000014,1
652,0.860000014,0.589999974,0.699999988,1,0.701111138,1,0.860000014,1
653,0.860000014,0.680000007,0.720000029,1,0.703333318,1,0.860000014,1
654,0.860000014,0.730000019,0.709999979,1,0.74555558,1,0.860000014,1
655,0.860000014,0.720000029,0.709999979,1,0.766666651,1,0.860000014,1
656,0.860000014,0.74000001,0.709999979,1,0.723333359,1,0.860000014,1
657,0.860000014,0.529999971,0.709999979,1,0.74222225,1,0.860000014,1
658,0.860000014,0.709999979,0.709999979,1,0.721111119,1,0.860000014,1
659,0.860000014,0.720000029,0.709999979,1,0.723333359,1,0.860000014,1
